chrom	merged_gene1k.start	merged_gene1k.end	name2
chr9	109279922	109307808	Fbxw22
chr9	109333831	109352654	Fbxw16
chr9	109380088	109399368	Fbxw19
chr9	109454115	109471776	Fbxw15
chr9	109502629	109529573	Fbxw24
chr9	109578247	109606214	Fbxw18
chr9	109619079	109649603	Fbxw26
chr9	109667558	109694164	Fbxw27
chr9	109718140	109730141	Spink8
chr9	109731667	109734945	3000002C10Rik
chr9	109734307	109746475	Nme6
chr9	109748890	109752970	Camp
chr9	109777082	109797394	Cdc25a
chr9	109791146	109793214	Mir7089
chr9	109833277	109987458	Map4
chr9	109985822	110021120	Dhx30
chr9	110033527	110143682	Smarcc1
chr9	110145286	110166080	Cspg5
chr9	110182790	110184913	Mir6236
chr9	110206695	110225606	Elp6
chr9	110234791	110288453	Scap
chr9	110286592	110311714	Ptpn23
chr9	110321311	110326516	Ngp
chr9	110327429	110380198	Klhl18
chr9	110378461	110428678	Kif9
chr9	110434100	110522137	Setd2
chr9	110522638	110527897	Nradd
chr9	110526292	110557665	Nbeal2
chr9	110537502	110539619	Mir8107
chr9	110558006	110615097	Ccdc12
chr9	110623588	110650649	Pth1r
chr9	110665184	110673298	Myl3
chr9	110699688	110707248	Prss42
chr9	110715497	110721503	Prss44
chr9	110728193	110735008	Prss43
chr9	110736091	110744814	Prss45
chr9	110746009	110760026	Prss46
chr9	110759470	110768132	Prss50
chr9	110767549	110783587	Tmie
chr9	110781677	110804034	Als2cl
chr9	110816242	110820365	Gm590
chr9	110841111	110849662	Tdgf1
chr9	110853048	110887568	Lrrc2
chr9	110886446	110893217	Rtp3
chr9	110920795	110946270	Ltf
chr9	110956337	110961022	Ccrl2
chr9	111019614	111129172	Lrrfip2
chr9	111129731	111175112	Mlh1
chr9	111173348	111182595	Epm2aip1
chr9	111213242	111299279	Trank1
chr9	111340584	111393115	Dclk3
chr9	111462937	111593720	Stac
chr9	111966594	112138345	Arpp21
chr9	112020139	112022215	Mir128-2
chr9	112128959	112131746	2310075C17Rik
chr9	112135780	112252429	2900079G21Rik
chr9	113404863	113497270	AU023762
chr9	113559861	113618377	Pdcd6ip
chr9	113649590	113829815	Clasp2
chr9	113839051	113887319	Ubp1
chr9	113885075	113936869	Fbxl2
chr9	113965471	114008851	Susd5
chr9	114238252	114240696	Bcl2a1c
chr9	114249228	114274745	4930525D18Rik
chr9	114276441	114287356	4930520O04Rik
chr9	114283248	114300830	Crtap
chr9	114309195	114384497	Glb1
chr9	114309212	114321319	Tmppe
chr9	114398433	114406662	Ccr4
chr9	114419390	114474487	Trim71
chr9	114493991	114550318	Cnot10
chr9	114596948	114633895	Dync1li1
chr9	114639320	114659461	Cmtm6
chr9	114664953	114692111	Cmtm7
chr9	114697462	114754270	Cmtm8
chr9	114807456	114844105	Gpd1l
chr9	114975396	115142341	Osbpl10
chr9	115150699	115220539	Stt3b
chr9	115189209	115192188	Stmn1-rs1
chr9	115244278	115252042	4930428G15Rik
chr9	115289936	115292057	Mir467h
chr9	115817572	115986294	Gadl1
chr9	115995812	116085481	Tgfbr2
chr9	116480863	117540031	Rbms3
chr9	117948639	117979912	Azi2
chr9	117972644	118060314	Cmc1
chr9	118337956	118347166	4933432G23Rik
chr9	118386306	118396250	Eomes
chr9	118414435	118492637	Golga4
chr9	118514826	118811121	Itga9
chr9	118834653	118954237	Ctdspl
chr9	118939913	118942003	Mir26a-1
chr9	118960895	118981643	Vill
chr9	118979645	119003620	Plcd1
chr9	119010595	119057812	Dlec1
chr9	119056160	119067211	Acaa1b
chr9	119077573	119100511	Slc22a14
chr9	119101095	119119223	Slc22a13
chr9	119128608	119141810	Slc22a13b-ps
chr9	119146550	119232545	Oxsr1
chr9	119244105	119250158	Myd88
chr9	119249411	119260413	Acaa1a
chr9	119265498	119303915	Xylb
chr9	119310295	119352266	Acvr2b
chr9	119353040	119375636	Exog
chr9	119391525	119489134	Scn5a
chr9	119516573	119629150	Scn10a
chr9	119661882	119735574	Scn11a
chr9	119803012	119836697	Wdr48
chr9	119833790	119847676	Gorasp1
chr9	119845723	119877911	Ttc21a
chr9	119879283	119894776	Csrnp1
chr9	119921872	119933716	Xirp1
chr9	119956800	119978414	Cx3cr1
chr9	120000250	120005024	Ccr8
chr9	120018516	120034437	Slc25a38
chr9	120035883	120042487	Rpsa
chr9	120038551	120040679	Snora62
chr9	120057859	120086209	Mobp
chr9	120212190	120384952	Myrip
chr9	120400723	120405445	Eif1b
chr9	120447935	120478443	Entpd3
chr9	120479633	120484770	Rpl14
chr9	120485447	120488190	5830454E08Rik
chr9	120821891	120825368	1700020M21Rik
chr9	120832572	120840920	4930593C16Rik
chr9	120841517	120870625	Ctnnb1
chr9	120863203	120865265	Mir7090
chr9	120872571	121187290	Ulk4
chr9	121275075	121385036	Trak1
chr9	121397941	121405812	Cck
chr9	121485960	121551684	Lyzl4
chr9	121495137	121524373	Lyzl4os
chr9	121550833	121583072	Vipr1
chr9	121588162	121615147	Sec22c
chr9	121618506	121623039	Deb1
chr9	121627298	121666959	Nktr
chr9	121664757	121670061	E530011L22Rik
chr9	121668150	121681860	Zfp651
chr9	121685724	121693937	Klhl40
chr9	121692133	121702625	Hhatl
chr9	121705744	121749579	Ccdc13
chr9	121756677	121768118	Higd1a
chr9	121806472	121821189	Ackr2
chr9	121822473	121826423	Cyp8b1
chr9	121845392	121857134	1700048O20Rik
chr9	121859105	121890326	Fam198a
chr9	121889723	121906144	Pomgnt2
chr9	122025383	122079820	Snrk
chr9	122083991	122204541	Ano10
chr9	122182007	122184146	Mir8106
chr9	122259733	122291641	Abhd5
chr9	122290139	122308919	A730085K08Rik
chr9	122480618	122490765	9530059O14Rik
chr9	122590993	122593092	Mir138-1
chr9	122655463	122712192	Topaz1
chr9	122713664	122746450	Tcaim
chr9	122757027	122776124	Zfp445
chr9	122796588	122806242	Zkscan7
chr9	122831195	122841146	Zfp105
chr9	122853206	122861118	1110059G10Rik
chr9	122859198	122928851	Kif15
chr9	122929443	122933609	Tmem42
chr9	122942858	122977676	Tgm4
chr9	122980427	123023323	Zdhhc3
chr9	123021348	123046247	Exosc7
chr9	123059063	123067550	Clec3b
chr9	123080402	123126156	Cdcp1
chr9	123167174	123170907	Tmem158
chr9	123275057	123372782	Lars2
chr9	123386818	123431670	Limd1
chr9	123437999	123502716	Sacm1l
chr9	123501937	123542683	Slc6a20b
chr9	123545024	123588950	Slc6a20a
chr9	123605710	123627675	Lztfl1
chr9	123675328	123693575	Ccr9
chr9	123697617	123762020	Fyco1
chr9	123714594	123721872	Cxcr6
chr9	123760435	123772246	Xcr1
chr9	123875958	123884525	Ccr1
chr9	123890781	123894241	Ccr1l1
chr9	123935702	123947421	Ccr3
chr9	124015921	124024879	Ccr2
chr9	124035281	124042922	Ccr5
chr10	3133303	3228479	Cnksr3
chr10	3307331	3588948	Oprm1
chr10	3322355	3461176	Ipcef1
chr10	4423140	4521877	Rgs17
chr10	4521597	4535654	Mtrf1l
chr10	4540075	4548383	Fbxo5
chr10	4697924	4708323	Vip
chr10	4738751	4753813	Myct1
chr10	4794848	5010592	Syne1
chr10	5150833	5327342	Syne1
chr10	5339907	5735552	Esr1
chr10	5784429	5837669	Ccdc170
chr10	5890400	5914936	Armt1
chr10	5913188	5944372	Rmnd1
chr10	5916374	5944370	Gm5512
chr19	12978720	12982475	Gm5512
chr10	5957432	5980467	Zbtb2
chr10	5986069	6081212	Akap12
chr10	6178459	6374466	Mthfd1l
chr10	6378238	6607164	Plekhg1
chr10	6790663	6807262	Iyd
chr10	6880565	6981391	Ppp1r14c
chr10	7077769	7091333	H60c
chr10	7212347	7222452	B020014A21Rik
chr10	7308597	7346275	Lrp11
chr10	7349033	7384382	Pcmt1
chr10	7382168	7385421	A630066F11Rik
chr10	7386301	7399684	Nup43
chr10	7397768	7401956	BC020402
chr10	7400006	7437259	Lats1
chr10	7444797	7483948	Katna1
chr10	7486744	7501715	Ginm1
chr10	7511691	7543361	Ppil4
chr10	7551267	7591195	Zc3h12d
chr10	7555178	7557272	Mir5104
chr10	7624445	7676921	Tab2
chr10	7923550	8239623	Ust
chr10	8441016	8606868	Sash1
chr10	9346056	9396006	Samd5
chr10	9403519	9412707	Gm6150
chr10	9474344	9621838	Stxbp5
chr10	10054500	10193112	Adgb
chr10	10263836	10279005	Rab32
chr10	10324742	10337111	Gm5177
chr10	10404856	10803129	Grm1
chr10	10469843	10478929	4930567K20Rik
chr10	10868227	10936071	Shprh
chr10	11000127	11018767	Fbxo30
chr10	11062242	11178275	Epm2a
chr10	11328021	11331236	Timm8a1
chrX	131070794	131077209	Timm8a1
chr10	12100985	12582533	Utrn
chr10	12635443	12643925	B230208H11Rik
chr10	12658786	12685065	Stx11
chr10	12727255	12729989	Sf3b5
chr10	12809593	12852501	Plagl1
chr10	12809650	12816706	Hymai
chr10	12868449	12898829	Zc2hc1b
chr10	12897443	12913943	Ltv1
chr10	12926522	13195202	Phactr2
chr10	13219833	13238081	Fuca2
chr10	13242647	13273948	Pex3
chr10	13271712	13284182	Adat2
chr10	13371514	13589636	Aig1
chr10	13685184	13872184	Hivep2
chr10	14121390	14265842	Adgrg6
chr10	14374138	14426295	Vta1
chr10	14424414	14479825	1700016L04Rik
chr10	14434431	14439020	Gje1
chr10	14479094	14491362	Nmbr
chr10	15510582	15527871	C330004P14Rik
chr10	16669899	16816588	Gm20125
chr10	17442033	17446480	Cited2
chr10	17515024	17566469	Txlnb
chr10	17619271	17668873	Heca
chr10	17730066	17744058	Abracl
chr10	17774745	17845961	Reps1
chr10	17847827	17931696	Ect2l
chr10	17932490	17955787	Ccdc28a
chr10	18126480	18254697	Nhsl1
chr10	18258928	18266882	Hebp2
chr10	18306816	18464564	Arfgef3
chr10	18498532	18507599	Gm4922
chr10	18516104	18552736	4930444F02Rik
chr10	18563876	18577878	Perp
chr10	18719716	18736216	Tnfaip3
chr10	18860554	18928753	Gm20139
chr10	19075344	19079410	Olig3
chr10	19310763	19331031	Ifngr1
chr10	19340833	19355487	Il22ra2
chr10	19431392	19480859	Il20ra
chr10	19566722	19572265	Slc35d3
chr10	19578895	19628480	Pex7
chr10	19653331	19863556	Map3k5
chr10	19867725	20002396	Map7
chr10	19918052	19922660	4930405J17Rik
chr10	19927244	19929836	Rpl32l
chr10	20016386	20018494	Mir6413
chr10	20031274	20063307	Bclaf1
chr10	20066624	20082475	Mtfr2
chr10	20116809	20445874	Pde7b
chr10	20671352	20801235	Ahi1
chr10	20843735	20881790	Myb
chr10	21014784	21089695	Hbs1l
chr10	21037893	21062861	4930455C13Rik
chr10	21096105	21117384	Aldh8a1
chr10	21311950	21343181	1700020N01Rik
chr10	21409650	21414784	Gm5420
chr10	21600989	21720708	Sgk1
chr10	21785114	21788885	4930444G20Rik
chr10	21831855	21870076	E030030I06Rik
chr10	21877414	22094945	Raet1a
chr10	21892326	21904720	Raet1e
chr10	21892680	22094919	Raet1b
chr10	21892707	22094945	Raet1c
chr10	21992279	22009654	H60b
chr10	22025525	22033748	C920009B18Rik
chr10	22080699	22094945	Raet1d
chr10	22121618	22128276	Gm10825
chr10	22363816	22424686	Slc2a12
chr10	22422682	22452253	Tbpl1
chr10	22448177	22450238	Mir7663
chr10	22536078	22540934	Tcf21
chr10	22822973	23070709	Eya4
chr10	23503988	23508015	Rps12
chr10	23504152	23506257	Snora33
chr10	23504559	23506627	Snord100
chr10	23515791	23548774	Slc18b1
chr10	23570267	23590649	Vnn3
chr10	23613493	23626149	Vnn1
chr10	23639211	23642210	Taar1
chr10	23657377	23662389	Taar2
chr10	23668363	23671395	Taar3
chr10	23679299	23682343	Taar4
chr10	23689511	23692525	Taar5
chr10	23703414	23706452	Taar6
chr10	23711210	23714287	Taar7a
chr10	23718744	23721821	Taar7b
chr10	23746027	23749104	Taar7d
chr10	23756419	23759496	Taar7e
chr10	23768315	23771392	Taar7f
chr10	23795305	23798340	Taar8a
chr10	23810065	23813100	Taar8b
chr10	23819648	23822757	Taar8c
chr10	23827293	23830340	Taar9
chr10	23868122	23909765	Stx7
chr10	23942322	24023589	Moxd1
chr10	24314247	24319488	Ctgf
chr10	24356719	24432965	Enpp1
chr10	24492619	24557001	Enpp3
chr10	24588791	24634335	Med23
chr10	24629469	24631539	Mir6905
chr10	24634012	24648276	Arg1
chr10	24887895	25019969	Akap7
chr10	25078603	25244324	Epb41l2
chr10	25246748	25257078	Smlr1
chr10	25498119	25558243	4930401C15Rik
chr10	25709991	25799858	Tmem200a
chr10	25797060	25800253	Gm9767
chr10	25948512	25992978	Samd3
chr10	25994257	26095991	L3mbtl3
chr10	26392251	26395457	Gm8709
chr10	26491317	26639454	Arhgap18
chr10	26700091	27337748	Lama2
chr10	27108671	27118031	4930579H20Rik
chr10	27793625	28318203	Ptprk
chr10	28387165	28604624	Themis
chr10	28640768	28644313	4930519F09Rik
chr10	28691093	28707112	2310057J18Rik
chr10	28862801	28920434	Soga3
chr10	28930448	28951585	9330159F19Rik
chr10	29031971	29067467	Echdc1
chr10	29062981	29083248	Rnf146
chr10	29171912	29256673	Rspo3
chr10	29914814	29921346	Cenpw
chr10	30253030	30321555	Trmt11
chr10	30322000	30327440	Gm20300
chr10	30327012	30339172	Hint3
chr10	30364387	30523913	Ncoa7
chr10	30551164	30563589	Hey2
chr10	31032210	31048892	Hddc2
chr10	31051185	31166727	Tpd52l1
chr10	31132531	31135241	Supt4b
chr10	31220692	31330531	Rnf217
chr10	31408124	32610721	Nkain2
chr10	32802288	33197515	Trdn
chr10	32941150	32977163	D830005E20Rik
chr10	33231139	33345406	Clvs2
chr10	33485229	33502921	Gm4794
chr10	33576527	33600281	Sult3a1
chr10	33623916	33636827	Rsph4a
chr10	33645741	33672018	Zufsp
chr10	33706021	33715861	A830082N09Rik
chr10	33715360	33740422	Rwdd1
chr10	33756402	33830621	Trappc3l
chr10	33757589	33765119	Fam26d
chr10	33810157	33817325	Fam26e
chr10	33844872	33848778	Fam26f
chr10	33870198	33928357	Dse
chr10	34000995	34005691	Tspyl1
chr10	34016226	34022126	Tspyl4
chr10	34022417	34139334	Nt5dc1
chr10	34108786	34117891	Col10a1
chr10	34202205	34332036	Frk
chr10	36225612	36555200	Hs3st5
chr10	36693349	36722694	Hdac2
chr10	36852048	36859732	Marcks
chr10	37894579	37902709	4930591E09Rik
chr10	38539346	38542585	Rfpl4b
chr10	38684320	38830994	Lama4
chr10	38837613	38854701	Fam229b
chr10	38852828	38871864	Tube1
chr10	38869776	38884600	Wisp3
chr10	39088604	39286180	Fyn
chr10	39331739	39376113	Traf3ip2
chr10	39340216	39452813	E130307A14Rik
chr10	39450965	39596011	Rev3l
chr10	39611565	39620044	AA474331
chr10	39639187	39647729	2010001E11Rik
chr10	39665717	39680959	G630090E17Rik
chr10	39676866	39707452	BC021785
chr10	39720378	39746074	AI317395
chr10	39752340	39863060	Slc16a10
chr10	39942051	39967845	Rpf2
chr10	39968008	39978471	Gtf3c6
chr10	40006263	40022994	Amd1
chr10	40006270	40022992	Amd2
chr10	40068113	40204624	Cdk19
chr10	40289167	40324938	Slc22a16
chr10	40348816	40402653	Ddo
chr10	40402087	40531889	Mettl24
chr10	40550426	40603949	Cdc40
chr10	40602339	40659375	Wasf1
chr10	40789298	40792390	Gpr6
chr10	40906977	41024047	Fig4
chr10	41169163	41186388	Zbtb24
chr10	41195119	41207836	Mical1
chr10	41205977	41211146	Smpd2
chr10	41209244	41235094	Ppil6
chr10	41238305	41251848	Cd164
chr10	41257654	41327401	Ccdc162
chr10	41286821	41297282	5730435O14Rik
chr10	41437645	41530674	Cep57l1
chr10	41529379	41629242	Sesn1
chr10	41633796	41739188	Armc2
chr10	41904591	41997548	Foxo3
chr10	42031390	42199371	Lace1
chr10	42220859	42256175	Snx3
chr10	42280776	42304394	Nr2e1
chr10	42397721	42423268	Ostm1
chr10	42480301	42553320	Sec63
chr10	42579317	42681588	Scml4
chr10	42721305	42895336	Sobp
chr10	42893504	42897371	9030612E09Rik
chr10	42940291	43185688	Pdss2
chr10	43197945	43236223	Bend3
chr10	43243926	43261800	1700021F05Rik
chr10	43297974	43305071	Cd24a
chr10	43312232	43351719	F830002L21Rik
chr10	43464963	43486642	1700027J07Rik
chr10	43544712	43554107	4933404K13Rik
chr10	43592995	43622542	Qrsl1
chr10	43620612	43668668	Rtn4ip1
chr10	43669112	43725652	Aim1
chr10	43889252	43940391	Speer5-ps1
chr10	43987144	44085105	Atg5
chr10	44078481	44080574	Mir1929
chr10	44155979	44179554	Prdm1
chr10	44786019	44879801	Prep
chr10	45008110	45039256	Popdc3
chr10	45054567	45090514	Bves
chr10	45095424	45191007	Lin28b
chr10	45296634	45433151	Hace1
chr10	45526509	45572824	D030045P18Rik
chr10	48812486	48816649	C130030K03Rik
chr10	48818268	49509560	Grik2
chr10	50311474	50572008	Ascc3
chr10	50614456	50709958	Sim1
chr10	51199417	51207135	Lilr4b
chr10	51209703	51217417	Lilrb4a
chr10	51304255	51311266	Fam162b
chr10	51333628	51352264	Gprc6a
chr10	51396565	51451235	Rfx6
chr10	51474979	51478000	4933411G06Rik
chr10	51741307	51749277	Vgll2
chr10	51764731	51916050	Ros1
chr10	51952424	52042183	Dcbld1
chr10	52055829	52102930	Gopc
chr10	52110413	52125410	Nepn
chr10	52136352	52160998	Nus1
chr10	52261125	52266545	Zfa-ps
chr10	52409306	52832428	Slc35f1
chr10	52996886	53100657	Cep85l
chr10	52999075	53004493	Gm19395
chr10	53056491	53066805	Pln
chr10	53217248	53239795	Gm20597
chr10	53256129	53351245	Mcm9
chr10	53315766	53330021	Asf1a
chr10	53351951	53471715	Fam184a
chr10	53624838	53796602	Man1a
chr10	53794727	53801887	Gm16998
chr10	55733099	55949495	Tbc1d32
chr10	55825722	55837686	Msl3l2
chr10	56096105	56111225	Gja1
chr10	57197188	57207159	4930467K11Rik
chr10	57205190	57233949	Hsf2
chr10	57234581	57253335	Serinc1
chr10	57350786	57461918	Pkib
chr10	57503728	57509256	Fabp7
chr10	57513349	57532636	Smpdl3a
chr10	57692398	57696423	Dux
chr10	57696595	57700408	Gm4981
chr10	57717273	57769340	Gcc2
chr10	57785213	57888439	Lims1
chr10	57908599	57957902	Ranbp2
chr10	57959684	58039992	Ccdc138
chr10	58062535	58139444	Edar
chr10	58158492	58168025	BB019430
chr10	58275106	58602664	Sh3rf3
chr10	58603374	58685595	Sept10
chr10	58683669	58690181	Sowahc
chr10	58785043	58837052	P4ha1
chr10	58865432	58885724	Pla2g12b
chr10	58884707	58905527	Oit3
chr10	58908731	59080440	Mcu
chr10	59164310	59327882	Micu1
chr10	59341338	59361764	Dnajb12
chr10	59411422	59415518	Ddit4
chr10	59449656	59466860	Anapc16
chr10	59464552	59563738	Ascc1
chr10	59568004	59597661	Spock2
chr10	59588523	59590581	Mir6906
chr10	59643275	59683008	Chst3
chr10	59739375	59766348	Psap
chr10	59764497	60160238	Cdh23
chr10	59808598	59836432	Vsir
chr10	59861473	59867306	Gm17455
chr10	60173819	60216530	Slc29a3
chr10	60224342	60295329	Unc5b
chr10	60384770	60386861	Mir6408
chr10	60389973	60401880	Pldi
chr10	60422470	60424592	Mir466j
chr10	60493050	60501828	Gm20611
chr10	60551078	60558077	Pcbd1
chr10	60560389	60611432	Sgpl1
chr10	60633711	60652589	Tbata
chr10	60658859	60737186	Adamts14
chr10	60759583	60768011	Prf1
chr10	60781404	60847271	Pald1
chr10	60879719	60889085	Nodal
chr10	60894244	60916417	Eif4ebp2
chr10	60937580	61045976	Lrrc20
chr10	61057231	61090133	Npffr1
chr10	61110368	61137913	Ppa1
chr10	61136274	61144038	1700022H01Rik
chr10	61142068	61157045	Sar1a
chr10	61157261	61166521	Tysnd1
chr10	61177010	61203008	Aifm2
chr10	61200394	61247612	H2afy2
chr10	61236484	61238569	Mir5108
chr10	61299981	61442856	Col13a1
chr10	61532769	61536319	Gm5424
chr10	61569403	61574761	2010107G23Rik
chr10	61594837	61598511	Neurog3
chr10	61647143	61694966	Tspan15
chr10	61655914	61657975	Mir7662
chr10	61714185	61729738	Tacr2
chr10	61730602	61843656	Hk1
chr10	61802354	61813614	Hk1os
chr10	61844884	61886205	Hkdc1
chr10	61891125	61913441	Supv3l1
chr10	61910907	61915101	4930507D05Rik
chr10	61916590	61950553	Vps26a
chr10	61956175	61971503	Srgn
chr10	62020217	62042205	Kif1bp
chr10	62041994	62066046	Ddx21
chr10	62077770	62114946	Ddx50
chr10	62121169	62189847	Stox1
chr10	62144255	62146306	Mir7215
chr10	62205675	62256116	Ccar1
chr10	62266317	62343762	Tet1
chr10	62382380	62410242	Slc25a16
chr10	62408776	62437936	Dna2
chr10	62441970	62482490	Rufy2
chr10	62476411	62487597	Hnrnph3
chr10	62486259	62522560	Pbld2
chr10	62523364	62541284	Pbld1
chr10	62561903	62564353	Atoh7
chr10	62577542	62667700	Mypn
chr10	62705544	62781629	Herc4
chr10	62780752	62802783	Sirt1
chr10	62844190	62872588	Dnajc12
chr10	62891845	64467415	Ctnna3
chr10	63390244	63554003	Lrrtm3
chr10	65582356	65587812	1700023F02Rik
chr10	65607043	65643262	4930407I19Rik
chr10	66466822	66505074	Gm31763
chr10	66470936	66560736	Reep3
chr10	66589005	66720074	Jmjd1c
chr10	66728436	66749029	Nrbf2
chr10	66999616	67005936	Egr2
chr10	67006258	67012703	Ado
chr10	67347852	67376410	Zfp365
chr10	67441345	67507612	Rtkn2
chr10	67557340	67742474	Arid5b
chr10	67780812	67784890	4930545H06Rik
chr10	67892703	68005623	1700040L02Rik
chr10	68185493	68246402	Tmem26
chr10	68670299	68755532	Rhobtb1
chr10	68798382	68816660	Cdk1
chr10	68995455	69491184	Ank3
chr10	69558868	69656948	Ccdc6
chr10	69666411	69683459	Mrln
chr10	69707023	69749699	Slc16a9
chr10	69902415	70022480	Fam13c
chr10	70019433	70063039	Phyhipl
chr10	70062796	70119711	D630013N20Rik
chr10	70386847	70623382	Bicc1
chr10	70630484	70645788	C730027H18Rik
chr10	70663492	70668236	1700113B09Rik
chr10	70687224	70701792	Tfam
chr10	70716727	70749010	Ube2d1
chr10	70792241	70808597	Cisd1
chr10	70809540	70849633	Ipmk
chr10	71441632	71444438	1700049L16Rik
chr10	72116593	72138712	Zwint
chr10	72435050	72550453	A330049N07Rik
chr10	73283614	74113477	Pcdh15
chr10	74419221	74496331	Rsph14
chr10	74428975	74479622	Gnaz
chr10	74498833	74517845	Rab36
chr10	74522640	74648668	Bcr
chr10	74673817	74776145	Specc1l
chr10	74778621	74798537	Adora2a
chr10	74813799	74816706	Gm5779
chr10	74868655	74905424	Upb1
chr10	74911254	74926849	4933407G14Rik
chr10	74968558	74981067	Gucd1
chr10	74979786	74999185	Snrpd3
chr10	75011869	75024075	Lrrc75b
chr10	75030406	75049936	Ggt1
chr10	75051125	75080713	Ggt5
chr10	75098363	75107753	Susd2
chr10	75107854	75228102	Cabin1
chr10	75232977	75237119	Ddt
chr10	75235866	75245159	Gstt3
chr10	75245557	75262329	Gstt1
chr10	75276688	75286288	Gstt4
chr10	75293589	75298626	Gstt2
chr10	75321097	75323995	Mif
chr10	75355142	75359686	Derl3
chr10	75358513	75385359	Smarcb1
chr10	75384966	75396247	Mmp11
chr10	75397317	75401479	Chchd10
chr10	75399467	75404417	Gm867
chr10	75410056	75413391	Vpreb3
chr10	75416258	75473334	Gm5134
chr10	75470670	75472762	Mir6409
chr10	75494356	75506714	Zfp280b
chr10	75520365	75574763	Slc5a4b
chr10	75609195	75653010	Slc5a4a
chr10	75668970	75701610	Prmt2
chr10	75669070	75671154	Mir678
chr10	75715580	75725064	S100b
chr10	75724793	75809036	Dip2a
chr10	75812998	75906657	Pcnt
chr10	75850759	75865252	1700094J05Rik
chr10	75910825	75924963	2610028H24Rik
chr10	75921311	75932859	Ybey
chr10	75930715	75979602	Mcm3ap
chr10	75993349	76020884	Lss
chr10	76007615	76025971	4930483K19Rik
chr10	76024016	76033945	Spatc1l
chr10	76037392	76054083	Ftcd
chr10	76057500	76087149	Col6a2
chr10	76170536	76189789	Col6a1
chr10	76223598	76425692	Pcbp3
chr10	76473739	76485959	Gm10787
chr10	76494483	76514177	Slc19a1
chr10	76513923	76630275	Col18a1
chr10	76719517	76722968	Gm10941
chr10	76721044	76733331	Pofut2
chr10	76752471	76882018	Adarb1
chr10	76880120	76884684	Gm17769
chr10	76948399	76979558	Fam207a
chr10	76992092	77029419	Itgb2
chr10	77043511	77062477	Pttg1ip
chr10	77067841	77082076	Sumo3
chr10	77084065	77109735	Ube2g2
chr10	77102968	77105052	Mir1930
chr10	77148313	77350514	Tspear
chr10	77151701	77154502	Gm19402
chr10	77168331	77170731	Gm10272
chr10	77173190	77175754	Gm10024
chr10	77177551	77179914	Gm10142
chr10	77182330	77185001	Krtap12-1
chr10	77188230	77190593	Gm10100
chr10	77232377	77235070	Gm3238
chr10	77260131	77262878	Gm19668
chr10	77276426	77279149	Gm2696
chr10	77287913	77290815	Krtap10-4
chr10	77297691	77300996	Krtap10-10
chr10	77314603	77317533	Gm10318
chr10	77323719	77326383	Gm3285
chr10	77355164	77359856	1700009J07Rik
chr10	77359319	77366281	Lrrc3
chr10	77369466	77433617	Trpm2
chr10	77440394	77449183	1810043G02Rik
chr10	77448693	77473541	Pfkl
chr10	77491766	77507355	Aire
chr10	77504031	77527367	Dnmt3l
chr10	77531112	77543270	Icosl
chr10	77623811	77633513	D10Jhu81e
chr10	77632654	77648894	Pwp2
chr10	77648470	77708387	Trappc10
chr10	77733307	77815445	Agpat3
chr10	77801894	77803952	Mir7659
chr10	77862106	77876788	Rrp1
chr10	77870219	77872290	Mir6907
chr10	77887414	77891367	Cstb
chr10	77896543	77898647	Mir6410
chr10	77898491	77928693	Pdxk
chr10	77906839	77908902	Mir6908
chr10	78036244	78048247	Ilvbl
chr10	78046247	78055709	Syde1
chr10	78073413	78081819	Olfr1357
chr10	78173739	78182038	Casp14
chr10	78208668	78216812	Ccdc105
chr10	78242240	78278570	Slc1a6
chr10	78308695	78311658	Olfr1356
chr10	78337293	78343851	Olfr1355
chr10	78378586	78381681	Olfr1354
chr10	78416951	78419884	Olfr8
chr10	78425053	78434357	Olfr1353
chr10	78442794	78448466	Olfr1352
chr10	78479068	78482028	Olfr1351
chr10	78496467	78499547	Olfr57
chr10	78526118	78561345	2610008E11Rik
chr10	78610560	78658678	Vmn2r80
chr10	78709521	78758280	Vmn2r81
chr10	78818335	78860511	Vmn2r82
chr10	78930702	78955899	Vmn2r83
chr10	78988168	78997532	Plpp2
chr10	78992773	78994835	Mir6909
chr10	79001989	79018873	Mier2
chr10	79038221	79050881	Theg
chr10	79068598	79077770	C2cd4c
chr10	79079682	79101663	Shc2
chr10	79101270	79109483	Odf3l2
chr10	79126318	79132281	Madcam1
chr10	79131154	79139871	Tpgs1
chr10	79143939	79152143	Cdc34
chr10	79150764	79159006	Gzmm
chr10	79166102	79175724	Bsg
chr10	79178378	79199853	Hcn2
chr10	79197869	79210326	Polrmt
chr10	79216863	79220706	Fgf22
chr10	79220259	79230697	Rnf126
chr10	79239018	79246375	Fstl3
chr10	79243218	79252730	Prss57
chr10	79255316	79284641	Palm
chr10	79282765	79294197	Misp
chr10	79313121	79318716	E130317F20Rik
chr10	79316176	79328180	Ptbp1
chr10	79322219	79338379	Plppr3
chr10	79324331	79326397	Mir6910
chr10	79341411	79346917	Prtn3
chr10	79348056	79351961	Elane
chr10	79352597	79356405	Cfd
chr10	79356451	79372683	Med16
chr10	79371797	79380675	R3hdm4
chr10	79378715	79386017	Kiss1r
chr10	79388787	79418763	Arid3a
chr10	79421896	79432991	Wdr18
chr10	79432468	79440935	Grin3b
chr10	79438864	79448075	Tmem259
chr10	79450344	79459145	Cnn2
chr10	79459359	79479317	Abca7
chr10	79478416	79495216	Hmha1
