chrom	tss.start	tss.end	name2
chr9	15084310	15084312	Med17
chr9	15106050	15106052	4931406C07Rik
chr9	15110610	15110612	4931406C07Rik
chr9	15110656	15110658	Taf1d
chr9	15110891	15110893	4931406C07Rik
chr9	15117053	15117055	Gm25500
chr9	15130773	15130775	Scarna9
chr9	15162231	15162233	Cep295
chr9	15309937	15309939	Smco4
chr9	15424299	15424301	4930540M03Rik
chr9	15432376	15432378	Ccdc67
chr9	15514211	15514213	Slc36a4
chr9	15678999	15679001	Mtnr1b
chr9	16182674	16182676	Fat3
chr9	18096709	18096711	Chordc1
chr9	18190371	18190373	Naalad2
chr9	18208860	18208862	Ubtfl1
chr9	18235057	18235059	Mbd3l2
chr9	18278002	18278004	Zfp558
chr9	18282837	18282839	Mbd3l1
chr9	18560076	18560078	Olfr24
chr9	18620735	18620737	Olfr828
chr9	18661069	18661071	Olfr829
chr9	18679771	18679773	Olfr830
chr9	18749092	18749094	Olfr832
chr9	18792432	18792434	Olfr834
chr9	18839567	18839569	Olfr835
chr9	18925399	18925401	Olfr836
chr9	18941370	18941372	Olfr837
chr9	19053906	19053908	Olfr843
chr9	19142901	19142903	Olfr845
chr9	19165799	19165801	Olfr846
chr9	19180322	19180324	Olfr847
chr9	19245357	19245359	Olfr849
chr9	19282691	19282693	Olfr850
chr9	19301192	19301194	Olfr851
chr9	19342371	19342373	Olfr853
chr9	19371825	19371827	Olfr854
chr9	19388953	19388955	Olfr855
chr9	19426533	19426535	Zfp317
chr9	19463123	19463125	Olfr856-ps1
chr9	19517271	19517273	Olfr857
chr9	19584725	19584727	Olfr58
chr9	19612762	19612764	Olfr859
chr9	19654190	19654192	Olfr860
chr9	19688746	19688748	Olfr862
chr9	19721671	19721673	Olfr77
chr9	19832478	19832480	Olfr866
chr9	19859904	19859906	Olfr867
chr9	19903068	19903070	Olfr868
chr9	19933562	19933564	Olfr869
chr9	19976012	19976014	Olfr870
chr9	20016649	20016651	Olfr871
chr9	20041604	20041606	Olfr872
chr9	20086793	20086795	Olfr39
chr9	20104653	20104655	Olfr873
chr9	20140537	20140539	Olfr18
chr9	20189601	20189603	Zfp560
chr9	20264603	20264605	Zfp26
chr9	20297189	20297191	Zfp426
chr9	20325862	20325864	Zfp266
chr9	20385770	20385772	Zfp846
chr9	20411917	20411919	Fbxl12os
chr9	20447249	20447251	Fbxl12
chr9	20447760	20447762	Ubl5
chr9	20449210	20449212	Fbxl12
chr9	20449266	20449268	Ubl5
chr9	20456572	20456574	Pin1
chr9	20532657	20532659	Olfm2
chr9	20619510	20619512	Col5a3
chr9	20622946	20622948	Rdh8
chr9	20673084	20673086	A230050P20Rik
chr9	20684153	20684155	Angptl6
chr9	20692617	20692619	Ppan
chr9	20703033	20703035	Eif3g
chr9	20718607	20718609	Mir7081
chr9	20757066	20757068	Dnmt1
chr9	20757422	20757424	Dnmt1
chr9	20764331	20764333	Dnmt1
chr9	20781236	20781238	S1pr2
chr9	20807179	20807181	Mrpl4
chr9	20820402	20820404	Icam1
chr9	20833815	20833817	Icam4
chr9	20836480	20836482	Icam5
chr9	20836771	20836773	Mir1900
chr9	20871536	20871538	Zglp1
chr9	20877957	20877959	Fdx1l
chr9	20880031	20880033	Mir7082
chr9	20896431	20896433	Raver1
chr9	20896451	20896453	Gm38431
chr9	20935718	20935720	Tyk2
chr9	20954349	20954351	Cdc37
chr9	20970156	20970158	Pde4a
chr9	20988543	20988545	Pde4a
chr9	21001147	21001149	Pde4a
chr9	21043775	21043777	Keap1
chr9	21052886	21052888	S1pr5
chr9	21069727	21069729	Atg4d
chr9	21092412	21092414	Kri1
chr9	21095652	21095654	Cdkn2d
chr9	21116776	21116778	Ap1m2
chr9	21125161	21125163	Slc44a2
chr9	21142270	21142272	Slc44a2
chr9	21172313	21172315	Ilf3
chr9	21172974	21172976	Ilf3
chr9	21216163	21216165	Gm16853
chr9	21216279	21216281	Qtrt1
chr9	21229350	21229352	Dnm2
chr9	21301007	21301009	Mir199a-1
chr9	21314629	21314631	Tmed1
chr9	21330619	21330621	AB124611
chr9	21351336	21351338	Carm1
chr9	21397164	21397166	1810026J23Rik
chr9	21397274	21397276	Yipf2
chr9	21412772	21412774	Gm7904
chr9	21418019	21418021	Mir1946b
chr9	21420611	21420613	Smarca4
chr9	21528018	21528020	Ldlr
chr9	21564729	21564731	Spc24
chr9	21602989	21602991	Kank2
chr9	21614443	21614445	Mir7083
chr9	21639952	21639954	Angptl8
chr9	21657078	21657080	Dock6
chr9	21722564	21722566	Rab3d
chr9	21731731	21731733	Tmem205
chr9	21731913	21731915	Ccdc159
chr9	21731978	21731980	Tmem205
chr9	21741452	21741454	Plppr2
chr9	21742716	21742718	Plppr2
chr9	21760195	21760197	Swsap1
chr9	21760449	21760451	LOC100049077
chr9	21768019	21768021	Epor
chr9	21793896	21793898	Rgl3
chr9	21807077	21807079	Ccdc151
chr9	21807430	21807432	Prkcsh
chr9	21856466	21856468	Elavl3
chr9	21875444	21875446	Gm16845
chr9	21875819	21875821	Zfp653
chr9	21889870	21889872	Ecsit
chr9	21903695	21903697	Cnn1
chr9	21918456	21918458	Mir7084
chr9	21918612	21918614	Elof1
chr9	21935041	21935043	Acp5
chr9	21936308	21936310	Acp5
chr9	21940189	21940191	Acp5
chr9	21961288	21961290	Pigyl
chr9	21992608	21992610	Zfp872
chr9	22018303	22018305	1810064F22Rik
chr9	22030145	22030147	Zfp809
chr9	22030154	22030156	Zfp809
chr9	22064338	22064340	Zfp599
chr9	22112081	22112083	Zfp810
chr9	22135133	22135135	Gm6607
chr9	22193649	22193651	Anln
chr9	22216019	22216021	9530077C05Rik
chr9	22272799	22272801	Rp9
chr9	22280157	22280159	Bbs9
chr9	23027518	23027520	Bmper
chr9	23902460	23902462	Npsr1
chr9	24307583	24307585	Dpy19l1
chr9	24429627	24429629	Cypt4
chr9	24429646	24429648	Cypt10
chr9	24429646	24429648	Cypt9
chr9	24500736	24500738	Dpy19l2
chr9	24578746	24578748	Tbx20
chr9	24956279	24956281	Herpud2
chr9	25060038	25060040	Sept7
chr9	25289180	25289182	Eepd1
chr9	26541391	26541393	B3gat1
chr9	26559145	26559147	B3gat1
chr9	26614001	26614003	Glb1l2
chr9	26614052	26614054	Glb1l2
chr9	26668407	26668409	Glb1l3
chr9	26730665	26730667	Gm1110
chr9	26807133	26807135	Acad8
chr9	26807260	26807262	Thyn1
chr9	26837678	26837680	Vps26b
chr9	26837758	26837760	Ncapd3
chr9	26963005	26963007	Jam3
chr9	27106811	27106813	Igsf9b
chr9	27160268	27160270	AI414108
chr9	27204390	27204392	Spata19
chr9	27204795	27204797	Spata19
chr9	27598852	27598854	Opcml
chr9	29770713	29770715	Ntm
chr9	30234912	30234914	Snx19
chr9	30730036	30730038	Adamts15
chr9	30750146	30750148	Adamts8
chr9	30838227	30838229	Zbtb44
chr9	30939383	30939385	St14
chr9	31019399	31019401	Aplp2
chr9	31066969	31066971	Mir3471-1
chr9	31078984	31078986	Gm7244
chr9	31122690	31122692	Prdm10
chr9	31193775	31193777	Nfrkb
chr9	31271822	31271824	Tmem45b
chr9	31720869	31720871	Barx2
chr9	31923719	31923721	Arhgap32
chr9	32031832	32031834	Arhgap32
chr9	32151821	32151823	Kcnj5
chr9	32180001	32180003	Kcnj1
chr9	32201568	32201570	Kcnj1
chr9	32349036	32349038	Fli1
chr9	32503625	32503627	Ets1
chr9	32736550	32736552	Gm27162
chr9	33849954	33849956	7630403G23Rik
chr9	34296314	34296316	Kirrel3
chr9	34924311	34924313	4930581F22Rik
chr9	34924394	34924396	St3gal4
chr9	34983571	34983573	Dcps
chr9	35007489	35007491	Tirap
chr9	35007549	35007551	Tirap
chr9	35007875	35007877	Tirap
chr9	35018639	35018641	Foxred1
chr9	35018786	35018788	Srpr
chr9	35075389	35075391	Fam118b
chr9	35075464	35075466	Rpusd4
chr9	35088688	35088690	4933422A05Rik
chr9	35259659	35259661	Cdon
chr9	35366054	35366056	Ddx25
chr9	35367049	35367051	Pus3
chr9	35377653	35377655	Hyls1
chr9	35419469	35419471	Pate4
chr9	35455786	35455788	Gm17365
chr9	35477222	35477224	Pate2
chr9	35494955	35494957	Gm17252
chr9	35548632	35548634	Gm17677
chr9	35585693	35585695	Gm17727
chr9	35597696	35597698	D730048I06Rik
chr9	35651734	35651736	9230110F15Rik
chr9	35657464	35657466	Gm3428
chr9	35936363	35936365	Gm5916
chr9	35943214	35943216	Gm3434
chr9	36239467	36239469	Gm7257
chr9	36283221	36283223	Gm9513
chr9	36349547	36349549	Gm5615
chr9	36390219	36390221	Gm17689
chr9	36446186	36446188	A630095E13Rik
chr9	36500773	36500775	1700027I24Rik
chr9	36500803	36500805	Acrv1
chr9	36534242	36534244	Chek1
chr9	36575162	36575164	Stt3a
chr9	36604652	36604654	Ei24
chr9	36604977	36604979	Ei24
chr9	36651242	36651244	Fez1
chr9	36954906	36954908	Pknox2
chr9	37015806	37015808	Tmem218
chr9	37015899	37015901	Tmem218
chr9	37063322	37063324	Slc37a2
chr9	37155976	37155978	Ccdc15
chr9	37175189	37175191	Hepacam
chr9	37209480	37209482	Robo4
chr9	37240759	37240761	Robo3
chr9	37296904	37296906	Msantd2
chr9	37335672	37335674	Esam
chr9	37346838	37346840	Vsig2
chr9	37360329	37360331	Nrgn
chr9	37421304	37421306	Spa17
chr9	37421430	37421432	Siae
chr9	37464896	37464898	Tbrg1
chr9	37476806	37476808	Panx3
chr9	37519864	37519866	Olfr160
chr9	37538645	37538647	Olfr151
chr9	37553719	37553721	Olfr874
chr9	37580220	37580222	Olfr875
chr9	37611472	37611474	Olfr876
chr9	37662403	37662405	Olfr877
chr9	37704989	37704991	Olfr145
chr9	37726131	37726133	Olfr878
chr9	37800075	37800077	Olfr881
chr9	37833391	37833393	Olfr883
chr9	37854807	37854809	Olfr884
chr9	37868905	37868907	Olfr885
chr9	37892421	37892423	Olfr887
chr9	37916271	37916273	Olfr888
chr9	37923381	37923383	Olfr889
chr9	37950720	37950722	Olfr890
chr9	37988405	37988407	Olfr891
chr9	38016635	38016637	Olfr893
chr9	38026401	38026403	Olfr894
chr9	38061002	38061004	Olfr143
chr9	38076098	38076100	Olfr895
chr9	38137075	38137077	Olfr25
chr9	38156668	38156670	Olfr898
chr9	38175131	38175133	Olfr899
chr9	38175131	38175133	Olfr250
chr9	38185466	38185468	Olfr900
chr9	38185466	38185468	Olfr251
chr9	38209294	38209296	Olfr147
chr9	38237867	38237869	Olfr901
chr9	38256375	38256377	Olfr902
chr9	38271626	38271628	Olfr904
chr9	38280332	38280334	Olfr905
chr9	38295614	38295616	Olfr906
chr9	38306254	38306256	Olfr907
chr9	38323617	38323619	Olfr908
chr9	38331313	38331315	Olfr911-ps1
chr9	38345465	38345467	Olfr910
chr9	38387827	38387829	Olfr912
chr9	38400386	38400388	Olfr913
chr9	38414050	38414052	Olfr914
chr9	38455106	38455108	Olfr915
chr9	38465974	38465976	Olfr916
chr9	38473426	38473428	Olfr917
chr9	38481065	38481067	Olfr918
chr9	38505960	38505962	Olfr919
chr9	38525851	38525853	Vwa5a
chr9	38560379	38560381	Olfr920
chr9	38580671	38580673	Olfr921
chr9	38622991	38622993	Olfr922
chr9	38635198	38635200	Olfr923
chr9	38655699	38655701	Olfr924
chr9	38662643	38662645	Olfr26
chr9	38684761	38684763	Olfr926
chr9	38737756	38737758	Olfr930
chr9	38783261	38783263	Olfr933
chr9	38790626	38790628	Olfr934
chr9	38803017	38803019	Olfr935
chr9	38827123	38827125	Olfr146
chr9	38855133	38855135	Olfr936
chr9	38868248	38868250	Olfr937
chr9	38886327	38886329	Olfr938
chr9	38935750	38935752	Olfr27
chr9	38951685	38951687	Olfr242
chr9	38973893	38973895	Olfr943
chr9	39024942	39024944	Olfr944
chr9	39046015	39046017	Olfr1537
chr9	39066263	39066265	Olfr945
chr9	39107065	39107067	Olfr947-ps1
chr9	39127196	39127198	Olfr948
chr9	39201376	39201378	Olfr951
chr9	39234653	39234655	Olfr952
chr9	39269016	39269018	Olfr954
chr9	39278308	39278310	Olfr955
chr9	39301572	39301574	Olfr44
chr9	39319302	39319304	Olfr957
chr9	39358453	39358455	Olfr958
chr9	39380841	39380843	Olfr959
chr9	39411236	39411238	AW551984
chr9	39411708	39411710	AW551984
chr9	39421152	39421154	Olfr148
chr9	39430708	39430710	Olfr960
chr9	39454311	39454313	Olfr961
chr9	39476642	39476644	Olfr963
chr9	39510351	39510353	Olfr149
chr9	39526812	39526814	Olfr965
chr9	39544400	39544402	Olfr150
chr9	39557971	39557973	Olfr967
chr9	39580382	39580384	Olfr968
chr9	39602960	39602962	Olfr969
chr9	39627224	39627226	Olfr970
chr9	39647019	39647021	Olfr971
chr9	39680860	39680862	Olfr972
chr9	39717388	39717390	Olfr229
chr9	39749845	39749847	Olfr974
chr9	39758353	39758355	Olfr975
chr9	39764653	39764655	Olfr976
chr9	39801395	39801397	Olfr978
chr9	39808834	39808836	Olfr979
chr9	39814613	39814615	Olfr980
chr9	39829978	39829980	Olfr981
chr9	39858141	39858143	1700001J11Rik
chr9	39881880	39881882	Olfr982
chr9	39901142	39901144	Olfr983
chr9	39909072	39909074	Olfr984
chr9	39935623	39935625	Olfr985
chr9	39955705	39955707	Tmem225
chr9	39994662	39994664	Olfr986
chr9	39999899	39999901	Zfp202
chr9	40076799	40076801	Scn3b
chr9	40141055	40141057	1700110K17Rik
chr9	40263348	40263350	Gramd1b
chr9	40494045	40494047	Clmp
chr9	40609354	40609356	Hspa8
chr9	40682208	40682210	Bsx
chr9	40772194	40772196	4931429I11Rik
chr9	40812710	40812712	Crtam
chr9	40965576	40965578	Ubash3b
chr9	41014236	41014238	1700063D05Rik
chr9	41184607	41184609	3110039I08Rik
chr9	41282974	41282976	3110039I08Rik
chr9	41339506	41339508	Mir100
chr9	41344797	41344799	Mirlet7a-2
chr9	41389334	41389336	3110039I08Rik
chr9	41390007	41390009	Mir125b-1
chr9	41932371	41932373	Sorl1
chr9	42017313	42017315	4930546K05Rik
chr9	42072382	42072384	Sc5d
chr9	42208011	42208013	Tecta
chr9	42280308	42280310	Tbcel
chr9	42752453	42752455	Grik4
chr9	42913800	42913802	Arhgef12
chr9	42924652	42924654	Tmem136
chr9	43013837	43013839	Pou2f3
chr9	43047898	43047900	Oaf
chr9	43067960	43067962	D630033O11Rik
chr9	43118844	43118846	Trim29
chr9	43552657	43552659	Pvrl1
chr9	43851465	43851467	Thy1
chr9	43875102	43875104	Usp2
chr9	43877510	43877512	Usp2
chr9	43893001	43893003	Usp2
chr9	43909851	43909853	Mfrp
chr9	43909851	43909853	C1qtnf5
chr9	43915326	43915328	C1qtnf5
chr9	43915352	43915354	C1qtnf5
chr9	43915390	43915392	C1qtnf5
chr9	43921133	43921135	Rnf26
chr9	43942739	43942741	Mcam
chr9	44042128	44042130	Cbl
chr9	44048758	44048760	Ccdc153
chr9	44059546	44059548	Pdzd3
chr9	44076269	44076271	Nlrx1
chr9	44076573	44076575	Nlrx1
chr9	44076681	44076683	Nlrx1
chr9	44096326	44096328	Abcg4
chr9	44113753	44113755	Hinfp
chr9	44128364	44128366	C2cd2l
chr9	44134926	44134928	Dpagt1
chr9	44142796	44142798	H2afx
chr9	44150463	44150465	Hmbs
chr9	44152310	44152312	Hmbs
chr9	44169752	44169754	Vps11
chr9	44187571	44187573	Hyou1
chr9	44205008	44205010	Slc37a4
chr9	44205176	44205178	Slc37a4
chr9	44206257	44206259	Slc37a4
chr9	44208504	44208506	Mir7085
chr9	44215630	44215632	Trappc4
chr9	44215795	44215797	Rps25
chr9	44226089	44226091	Ccdc84
chr9	44248950	44248952	Foxr1
chr9	44262849	44262851	Upk2
chr9	44307217	44307219	Bcl9l
chr9	44334503	44334505	Cxcr5
chr9	44412973	44412975	Ddx6
chr9	44481314	44481316	Treh
chr9	44543280	44543282	Phldb1
chr9	44575890	44575892	Arcn1
chr9	44581090	44581092	Ift46
chr9	44607298	44607300	Tmem25
chr9	44611033	44611035	Ttc36
chr9	44689356	44689358	Kmt2a
chr9	44728824	44728826	Atp5l
chr9	44773682	44773684	Ube4a
chr9	44788513	44788515	Cd3g
chr9	44789867	44789869	Cd3d
chr9	44817672	44817674	Cd3e
chr9	44850425	44850427	Mpzl2
chr9	44863262	44863264	Mpzl3
chr9	44887264	44887266	Amica1
chr9	44925957	44925959	Scn2b
chr9	44943688	44943690	Gm10684
chr9	44947123	44947125	Scn4b
chr9	45003847	45003849	BC049352
chr9	45012157	45012159	Tmprss4
chr9	45074789	45074791	Mir7086
chr9	45077228	45077230	Il10ra
chr9	45127181	45127183	Tmprss13
chr9	45130161	45130163	1700003G13Rik
chr9	45178266	45178268	Fxyd6
chr9	45207790	45207792	Fxyd2
chr9	45211219	45211221	Fxyd2
chr9	45214158	45214160	Fxyd2
chr9	45238374	45238376	Dscaml1
chr9	45239314	45239316	4833428L15Rik
chr9	45636720	45636722	Cep164
chr9	45646610	45646612	Bace1
chr9	45714650	45714652	Pcsk7
chr9	45714959	45714961	Rnf214
chr9	45714993	45714995	Rnf214
chr9	45744140	45744142	Tagln
chr9	45747672	45747674	Mir7087
chr9	45763331	45763333	Sidt2
chr9	45792953	45792955	Pafah1b2
chr9	45820901	45820903	Sik3
chr9	46036711	46036713	Apoa1
chr9	46043381	46043383	Apoc3
chr9	46043718	46043720	Apoc3
chr9	46048925	46048927	Apoa4
chr9	46076689	46076691	Apoa5
chr9	46081145	46081147	Zpr1
chr9	46091093	46091095	Bud13
chr9	46128068	46128070	4931429L15Rik
chr9	46721684	46721686	2900052N01Rik
chr9	46806822	46806824	Gm4791
chr9	47338251	47338253	Cadm1
chr9	47338433	47338435	Cadm1
chr9	47626290	47626292	Gm10677
chr9	48148980	48148982	Nxpe2
chr9	48170122	48170124	Nxpe4
chr9	48262443	48262445	Gm8884
chr9	48288715	48288717	Rexo2
chr9	48303434	48303436	Rbm7
chr9	48303446	48303448	Gm5617
chr9	48413227	48413229	Nnmt
chr9	48644049	48644051	Zbtb16
chr9	48719203	48719205	Htr3a
chr9	48773094	48773096	Htr3b
chr9	48793488	48793490	Usp28
chr9	48863684	48863686	Zw10
chr9	48910882	48910884	Tmprss5
chr9	49058634	49058636	Gm4894
chr9	49148765	49148767	Drd2
chr9	49235125	49235127	Ankk1
chr9	49294329	49294331	Ttc12
chr9	49326391	49326393	Gm11149
chr9	49607173	49607175	Ncam1
chr9	49607497	49607499	Ncam1
chr9	50041286	50041288	2310003N18Rik
chr9	50302628	50302630	Plet1
chr9	50312909	50312911	Plet1os
chr9	50336745	50336747	Pts
chr9	50363242	50363244	Bco2
chr9	50369372	50369374	Tex12
chr9	50373471	50373473	Il18
chr9	50411953	50411955	Sdhd
chr9	50412004	50412006	Timm8b
chr9	50425424	50425426	Pih1d2
chr9	50425568	50425570	AU019823
chr9	50467884	50467886	Dlat
chr9	50536088	50536090	Dixdc1
chr9	50545839	50545841	Dixdc1
chr9	50554625	50554627	2310030G06Rik
chr9	50559428	50559430	Cryab
chr9	50560458	50560460	Hspb2
chr9	50561074	50561076	Cryab
chr9	50574037	50574039	1110032A03Rik
chr9	50576256	50576258	1110032A03Rik
chr9	50576341	50576343	Fdxacb1
chr9	50583328	50583330	Alg9
chr9	50665027	50665029	Ppp2r1b
chr9	50817177	50817179	Sik2
chr9	50885198	50885200	Layn
chr9	50910182	50910184	4833427G06Rik
chr9	50911214	50911216	Mir34c
chr9	50911749	50911751	Mir34b
chr9	50924104	50924106	Btg4
chr9	51021793	51021795	Pou2af1
chr9	51086658	51086660	Gm684
chr9	51137021	51137023	1810046K07Rik
chr9	51573455	51573457	Arhgap20
chr9	51683989	51683991	Arhgap20os
chr9	51722532	51722534	4933407I05Rik
chr9	51771706	51771708	Fdx1
chr9	51855253	51855255	Rdx
chr9	51856044	51856046	Rdx
chr9	51856809	51856811	Gm6981
chr9	51923726	51923728	Mir6244
chr9	51976215	51976217	Zc3h12c
chr9	52487541	52487543	AI593442
chr9	52487884	52487886	AI593442
chr9	52487966	52487968	Gm1715
chr9	53056216	53056218	Ddx10
chr9	53109773	53109775	Exph5
chr9	53192126	53192128	Kdelc2
chr9	53208990	53208992	Mir130c
chr9	53213389	53213391	4930550C14Rik
chr9	53344775	53344777	Atm
chr9	53345150	53345152	Npat
chr9	53418454	53418456	Acat1
chr9	53475611	53475613	Cul5
chr9	53514336	53514338	Rab39
chr9	53619340	53619342	Slc35f2
chr9	53698056	53698058	Sln
chr9	53823107	53823109	Elmod1
chr9	53916217	53916219	Tnfaip8l3
chr9	54041248	54041250	Cyp19a1
chr9	54134291	54134293	Gldn
chr9	54149376	54149378	Gldnos
chr9	54349432	54349434	Dmxl2
chr9	54386789	54386791	Sh2d7
chr9	54407885	54407887	Cib2
chr9	54434316	54434318	Idh3a
chr9	54509691	54509693	Acsbg1
chr9	54547364	54547366	Dnaja4
chr9	54556118	54556120	Mir5710
chr9	54582355	54582357	Wdr61
chr9	54612553	54612555	Crabp1
chr9	54711560	54711562	Ireb2
chr9	54765095	54765097	Hykk
chr9	54798664	54798666	Psma4
chr9	54798760	54798762	AY074887
chr9	54828685	54828687	Chrna5
chr9	54874365	54874367	Chrna3
chr9	54896350	54896352	Chrnb4
chr9	54997174	54997176	Ube2q2
chr9	55056740	55056742	Fbxo22
chr9	55131431	55131433	Nrg4
chr9	55174754	55174756	Tmem266
chr9	55360049	55360051	Etfa
chr9	55388954	55388956	Isl2
chr9	55785921	55785923	Scaper
chr9	55828738	55828740	4930563M21Rik
chr9	55875441	55875443	Gm7444
chr9	55889650	55889652	Rcn2
chr9	55937781	55937783	Pstpip1
chr9	56008876	56008878	Tspan3
chr9	56265856	56265858	Peak1
chr9	56266651	56266653	Hmg20a
chr9	56483454	56483456	Lingo1
chr9	56533059	56533061	Lingo1
chr9	56699769	56699771	Odf3l1
chr9	56712909	56712911	Cspg4
chr9	56776177	56776179	Snx33
chr9	56785305	56785307	Imp3
chr9	56798729	56798731	Snupn
chr9	56842773	56842775	Ptpn9
chr9	56919772	56919774	Gm10658
chr9	56919845	56919847	Sin3a
chr9	56924181	56924183	Sin3a
chr9	56978582	56978584	Man2c1
chr9	56979096	56979098	Man2c1os
chr9	56994840	56994842	Neil1
chr9	57006105	57006107	Commd4
chr9	57023080	57023082	1700041C23Rik
chr9	57084361	57084363	Trcg1
chr9	57110405	57110407	1700017B05Rik
chr9	57238875	57238877	4930430J02Rik
chr9	57287920	57287922	Ppcdc
chr9	57315866	57315868	Scamp5
chr9	57351907	57351909	Rpp25
chr9	57369037	57369039	Cox5a
chr9	57385333	57385335	Fam219b
chr9	57400558	57400560	Mpi
chr9	57408749	57408751	Scamp2
chr9	57437257	57437259	Ulk3
chr9	57454087	57454089	Cplx3
chr9	57468580	57468582	Lman1l
chr9	57493459	57493461	Csk
chr9	57501437	57501439	Csk
chr9	57531461	57531463	Cyp1a2
chr9	57535733	57535735	Cyp1a1
chr9	57545418	57545420	Cyp1a1
chr9	57556374	57556376	Edc3
chr9	57613666	57613668	Clk3
chr9	57682040	57682042	Arid3b
chr9	57758791	57758793	Ubl7
chr9	57787940	57787942	Sema7a
chr9	57862822	57862824	Cyp11a1
chr9	57880079	57880081	Gm16130
chr9	57950031	57950033	Ccdc33
chr9	57950103	57950105	Ccdc33
chr9	57966629	57966631	Ccdc33
chr9	57976893	57976895	Stra6
chr9	57977154	57977156	Stra6
chr9	57981880	57981882	Stra6
chr9	57982470	57982472	Stra6
chr9	58006360	58006362	Islr
chr9	58007027	58007029	Islr
chr9	58049521	58049523	Islr2
chr9	58049605	58049607	Islr2
chr9	58050091	58050093	Islr2
chr9	58050150	58050152	Islr2
chr9	58050340	58050342	Islr2
chr9	58050702	58050704	1600029O15Rik
chr9	58052125	58052127	Islr2
chr9	58068955	58068957	Mir6385
chr9	58097592	58097594	Pml
chr9	58100969	58100971	Stoml1
chr9	58161018	58161020	Loxl1
chr9	58218175	58218177	Tbc1d21
chr9	58218309	58218311	1700072B07Rik
chr9	58302978	58302980	4930461G14Rik
chr9	58336408	58336410	6030419C18Rik
chr9	58388746	58388748	Cd276
chr9	58430045	58430047	Nptn
chr9	58589365	58589367	Rec114
chr9	58671317	58671319	Hcn4
chr9	58884247	58884249	Neo1
chr9	59139377	59139379	Adpgk
chr9	59201314	59201316	Bbs4
chr9	59329547	59329549	Gm20199
chr9	59334180	59334182	Arih1
chr9	59373307	59373309	Tmem202
chr9	59387472	59387474	Hexa
chr9	59426142	59426144	Celf6
chr9	59437119	59437121	Celf6
chr9	59465089	59465091	Parp6
chr9	59504173	59504175	Pkm
chr9	59555569	59555571	Gramd2
chr9	59598455	59598457	Senp8
chr9	59598979	59598981	Myo9a
chr9	59797885	59797887	Nr2e3
chr9	59799099	59799101	Gm7616
chr9	59989026	59989028	Thsd4
chr9	60358841	60358843	Thsd4
chr9	60393688	60393690	9230112J17Rik
chr9	60535340	60535342	Lrrc49
chr9	60535940	60535942	Lrrc49
chr9	60560926	60560928	Larp6
chr9	60642353	60642355	Uaca
chr9	60864874	60864876	Gm5122
chr9	60953192	60953194	4933433G08Rik
chr9	60986320	60986322	I730028E13Rik
chr9	61141615	61141617	B930092H01Rik
chr9	61220171	61220173	Tle3
chr9	61762316	61762318	Rplp1
chr9	61794605	61794607	Kif23
chr9	61874596	61874598	Paqr5
chr9	61918412	61918414	Glce
chr9	61970400	61970402	Mir5133
chr9	62091906	62091908	A730043L09Rik
chr9	62129985	62129987	Spesp1
chr9	62189148	62189150	Anp32a
chr9	62384850	62384852	Coro2b
chr9	62525660	62525662	Itga11
chr9	62659454	62659456	Fem1b
chr9	62686592	62686594	Cln6
chr9	62705909	62705911	Calml4
chr9	62709830	62709832	Gm10653
chr9	62828685	62828687	Pias1
chr9	62994786	62994788	Skor1
chr9	62994817	62994819	Skor1
chr9	62996767	62996769	Skor1
chr9	63225658	63225660	Map2k5
chr9	63247050	63247052	2300009A05Rik
chr9	63450299	63450301	Iqch
chr9	63450460	63450462	Aagab
chr9	63605800	63605802	Smad3
chr9	63869865	63869867	Smad6
chr9	63889271	63889273	1700055C04Rik
chr9	63897634	63897636	1110036E04Rik
chr9	63928566	63928568	Scarletltr
chr9	63964952	63964954	Lctl
chr9	64020737	64020739	Zwilch
chr9	64021192	64021194	Rpl4
chr9	64023237	64023239	Snord16a
chr9	64027102	64027104	Snapc5
chr9	64083006	64083008	Uchl4
chr9	64101411	64101413	Map2k1
chr9	64129412	64129414	Tipin
chr9	64188263	64188265	Dis3l
chr9	64188579	64188581	Dis3l
chr9	64189063	64189065	Dis3l
chr9	64233431	64233433	Megf11
chr9	64585562	64585564	Rab11a
chr9	64658816	64658818	Dennd4a
chr9	64799413	64799415	Slc24a1
chr9	64808637	64808639	Vwa9
chr9	64808735	64808737	Vwa9
chr9	64869523	64869525	Hacd3
chr9	64880263	64880265	Dpp8
chr9	64949291	64949293	Igdcc4
chr9	64988994	64988996	Igdcc3
chr9	65062495	65062497	Parp16
chr9	65112985	65112987	Cilp
chr9	65142065	65142067	Clpx
chr9	65193873	65193875	Pdcd7
chr9	65208865	65208867	Ubap1l
chr9	65239458	65239460	Kbtbd13
chr9	65246293	65246295	Rasl12
chr9	65270579	65270581	Slc51b
chr9	65283587	65283589	Mtfmt
chr9	65308742	65308744	Spg21
chr9	65427893	65427895	Plekho2
chr9	65435010	65435012	Pif1
chr9	65478387	65478389	Rbpms2
chr9	65524353	65524355	Oaz2
chr9	65675370	65675372	Zfp609
chr9	65732979	65732981	Trip4
chr9	65738128	65738130	2810417H13Rik
chr9	65756600	65756602	Trip4
chr9	65756815	65756817	Csnk1g1
chr9	65907974	65907976	Ppib
chr9	65917537	65917539	Snx22
chr9	65972692	65972694	Snx1
chr9	65974416	65974418	Fam96a
chr9	66006031	66006033	Dapk2
