name2	chrom	f10.AMYGDALA_CTRL_1	f10.AMYGDALA_CTRL_2	f10.AMYGDALA_FEAR_1	f10.AMYGDALA_FEAR_2	f10.CORTEX_CTRL_1	f10.CORTEX_CTRL_2	f10.CORTEX_FEAR_1	f10.CORTEX_FEAR_2	f10.AMYGDALA_ERRB4_KO_1	f10.AMYGDALA_ERRB4_KO_2	f10.AMYGDALA_ERRB4_KO_3	f10.AMYGDALA_ERRB4_WT_1	f10.AMYGDALA_ERRB4_WT_2	f10.CORTEX_ERRB4_KO_1	f10.CORTEX_ERRB4_KO_2	f10.CORTEX_ERRB4_KO_3	f10.CORTEX_ERRB4_WT_1	f10.CORTEX_ERRB4_WT_2
Dnmt1	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
S1pr2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl4	chr9	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Icam1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Icam4	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Icam5	chr9	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
Mir1900	chr9	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
Zglp1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fdx1l	chr9	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
Mir7082	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raver1	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Gm38431	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Tyk2	chr9	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0
Cdc37	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Pde4a	chr9	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Keap1	chr9	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
S1pr5	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg4d	chr9	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1
Kri1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdkn2d	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap1m2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc44a2	chr9	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Ilf3	chr9	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Gm16853	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Qtrt1	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Dnm2	chr9	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Mir199a-1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmed1	chr9	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
AB124611	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carm1	chr9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1810026J23Rik	chr9	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1
Yipf2	chr9	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1
Gm7904	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1946b	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smarca4	chr9	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Ldlr	chr9	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Spc24	chr9	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Kank2	chr9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Mir7083	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angptl8	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dock6	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Rab3d	chr9	1	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0
Tmem205	chr9	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1
Ccdc159	chr9	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1
Plppr2	chr9	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1
Swsap1	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
LOC100049077	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Epor	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgl3	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc151	chr9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Prkcsh	chr9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Elavl3	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Gm16845	chr9	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0
Zfp653	chr9	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0
Ecsit	chr9	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1
Cnn1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7084	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elof1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acp5	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigyl	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Zfp872	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
1810064F22Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp809	chr9	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1
Zfp599	chr9	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0
Zfp810	chr9	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	0	1
Gm6607	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anln	chr9	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
9530077C05Rik	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Rp9	chr9	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Bbs9	chr9	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Bmper	chr9	1	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0
Npsr1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpy19l1	chr9	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cypt4	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt10	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cypt9	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpy19l2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx20	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herpud2	chr9	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Sept7	chr9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Eepd1	chr9	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
B3gat1	chr9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Glb1l2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glb1l3	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1110	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acad8	chr9	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1
Thyn1	chr9	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1
Vps26b	chr9	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Ncapd3	chr9	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Jam3	chr9	1	0	1	0	0	1	1	0	1	1	1	0	0	0	0	1	0	0
Igsf9b	chr9	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
AI414108	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata19	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Opcml	chr9	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Ntm	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx19	chr9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Adamts15	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts8	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb44	chr9	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
St14	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aplp2	chr9	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Mir3471-1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7244	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdm10	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfrkb	chr9	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1
Tmem45b	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barx2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap32	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnj5	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnj1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fli1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ets1	chr9	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1
Gm27162	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7630403G23Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kirrel3	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930581F22Rik	chr9	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
St3gal4	chr9	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Dcps	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Tirap	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxred1	chr9	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Srpr	chr9	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Fam118b	chr9	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0
Rpusd4	chr9	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0
4933422A05Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdon	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx25	chr9	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
Pus3	chr9	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
Hyls1	chr9	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
Pate4	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17365	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pate2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17252	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17677	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17727	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D730048I06Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9230110F15Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3428	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5916	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3434	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7257	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9513	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5615	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17689	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A630095E13Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700027I24Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acrv1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chek1	chr9	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	1	0	0
Stt3a	chr9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Ei24	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0
Fez1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pknox2	chr9	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0
Tmem218	chr9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Slc37a2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ccdc15	chr9	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1
Hepacam	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Robo4	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Robo3	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msantd2	chr9	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1
Esam	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vsig2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrgn	chr9	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Spa17	chr9	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0
Siae	chr9	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0
Tbrg1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Panx3	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr160	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr151	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr874	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr875	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr876	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr877	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr145	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr878	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr881	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr883	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr884	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr885	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr887	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr888	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr889	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr890	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr891	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr893	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr894	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr143	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr895	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr25	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr898	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr250	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr899	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr251	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr900	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr147	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr901	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr902	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr904	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr905	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr906	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr907	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr908	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr911-ps1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr910	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr912	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr913	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr914	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr915	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr916	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr917	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr918	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr919	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vwa5a	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr920	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr921	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr922	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr923	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr924	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr26	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr926	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr930	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr933	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr934	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr935	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr146	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr936	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr937	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr938	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr27	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr242	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr943	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr944	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1537	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr945	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr947-ps1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr948	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr951	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr952	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr954	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr955	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr44	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr957	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr958	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr959	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AW551984	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr148	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr960	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr961	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr963	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr149	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr965	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr150	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr967	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr968	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr969	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr970	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr971	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr972	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr229	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr974	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr975	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr976	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr978	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr979	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr980	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr981	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001J11Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr982	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr983	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr984	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr985	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem225	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr986	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp202	chr9	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0
Scn3b	chr9	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0
1700110K17Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gramd1b	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clmp	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hspa8	chr9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Bsx	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931429I11Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crtam	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubash3b	chr9	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
1700063D05Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3110039I08Rik	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Mir100	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mirlet7a-2	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir125b-1	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorl1	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
4930546K05Rik	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sc5d	chr9	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Tecta	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbcel	chr9	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Grik4	chr9	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Arhgef12	chr9	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Tmem136	chr9	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Pou2f3	chr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
