name2	chrom	tss_samples	tss1k_samples	gene1k_samples
Dnajc13	chr9	162	180	180
Acpp	chr9	91	93	106
Mir2136	chr9	0	0	0
Cpne4	chr9	0	16	83
Mrpl3	chr9	116	125	127
Nudt16	chr9	169	172	172
1700080E11Rik	chr9	0	0	0
Nek11	chr9	174	176	179
Aste1	chr9	174	176	176
Atp2c1	chr9	171	176	177
Pik3r4	chr9	148	149	150
Col6a6	chr9	0	1	76
Col6a5	chr9	3	10	50
Col6a4	chr9	0	0	15
Mir135a-1	chr9	0	1	1
Glyctk	chr9	0	0	10
Wdr82	chr9	139	146	146
Mirlet7g	chr9	0	17	17
Ppm1m	chr9	72	83	88
Twf2	chr9	130	143	160
Tlr9	chr9	49	50	86
Alas1	chr9	125	125	130
Poc1a	chr9	155	164	165
Dusp7	chr9	61	164	164
Rpl29	chr9	144	158	158
Acy1	chr9	153	174	174
Abhd14a	chr9	142	158	159
Abhd14b	chr9	80	153	155
Pcbp4	chr9	63	87	100
Gpr62	chr9	9	64	64
Parp3	chr9	156	181	181
Rrp9	chr9	165	181	182
Iqcf1	chr9	3	3	3
Iqcf5	chr9	0	0	1
Iqcf3	chr9	0	2	2
Iqcf4	chr9	0	0	0
Iqcf6	chr9	0	0	0
Grm2	chr9	5	14	39
Tex264	chr9	133	137	140
Rad54l2	chr9	94	128	136
Vprbp	chr9	160	175	175
Rbm15b	chr9	88	157	157
Manf	chr9	168	185	185
AA543401	chr9	0	1	1
Dock3	chr9	51	76	185
Mapkapk3	chr9	118	126	162
Cish	chr9	158	165	165
Hemk1	chr9	80	83	119
6430571L13Rik	chr9	132	145	146
Cacna2d2	chr9	7	14	134
Tmem115	chr9	170	172	172
Cyb561d2	chr9	126	146	146
Nprl2	chr9	109	146	146
Zmynd10	chr9	52	57	103
Rassf1	chr9	164	169	174
Tusc2	chr9	161	161	161
Hyal2	chr9	115	147	147
Hyal1	chr9	37	42	129
Nat6	chr9	0	125	125
Hyal3	chr9	4	124	179
Ifrd2	chr9	173	179	179
Sema3b	chr9	6	10	99
Gnai2	chr9	142	179	181
Slc38a3	chr9	8	9	17
Gnat1	chr9	0	5	80
Sema3f	chr9	15	105	107
Rbm5	chr9	153	162	162
Rbm6	chr9	164	167	167
Mon1a	chr9	148	149	149
Mst1r	chr9	13	13	24
Actl11	chr9	0	0	0
Camkv	chr9	12	19	86
Traip	chr9	117	123	126
Uba7	chr9	100	101	104
Fam212a	chr9	114	134	136
Ip6k1	chr9	168	182	182
Gmppb	chr9	154	162	162
Amigo3	chr9	89	96	96
Rnf123	chr9	104	113	123
Mst1	chr9	20	99	107
Mir7088	chr9	0	20	20
Apeh	chr9	153	166	166
4930447F24Rik	chr9	1	20	24
Bsn	chr9	32	43	137
Dag1	chr9	164	166	168
Nicn1	chr9	158	159	161
Amt	chr9	3	4	4
Rhoa	chr9	177	180	180
Tcta	chr9	177	180	180
Gpx1	chr9	134	147	148
Usp4	chr9	136	138	140
1700102P08Rik	chr9	1	1	2
Ccdc36	chr9	0	0	24
BC048562	chr9	0	0	23
Ccdc71	chr9	100	106	106
Klhdc8b	chr9	0	100	139
Lamb2	chr9	2	13	156
Usp19	chr9	148	155	157
Qars	chr9	161	167	173
Qrich1	chr9	158	161	168
Impdh2	chr9	141	152	152
Ndufaf3	chr9	132	156	156
Mir191	chr9	0	147	147
Mir425	chr9	0	91	102
Dalrd3	chr9	103	105	105
Wdr6	chr9	153	158	158
P4htm	chr9	77	81	170
Arih2	chr9	141	145	146
Slc25a20	chr9	122	126	128
Prkar2a	chr9	96	118	121
Ip6k2	chr9	25	27	34
Nckipsd	chr9	123	132	135
Celsr3	chr9	0	93	168
Slc26a6	chr9	145	157	160
Tmem89	chr9	13	22	22
Uqcrc1	chr9	165	169	169
Col7a1	chr9	0	4	22
Mir711	chr9	0	0	0
Ucn2	chr9	0	0	5
Pfkfb4	chr9	168	179	181
Shisa5	chr9	110	118	130
Trex1	chr9	124	126	126
Atrip	chr9	148	155	160
Tma7	chr9	151	162	162
Ccdc51	chr9	157	162	162
Plxnb1	chr9	50	83	90
Fbxw21	chr9	0	0	0
Fbxw13	chr9	0	2	2
Fbxw20	chr9	0	0	1
Fbxw14	chr9	0	0	0
Fbxw28	chr9	0	0	0
Fbxw22	chr9	0	0	6
Fbxw16	chr9	0	0	0
Fbxw19	chr9	0	0	0
Fbxw15	chr9	0	0	3
Fbxw24	chr9	0	0	4
Fbxw18	chr9	0	0	4
Fbxw26	chr9	0	0	1
Fbxw27	chr9	0	0	0
Spink8	chr9	0	0	9
3000002C10Rik	chr9	0	83	83
Nme6	chr9	142	158	158
Camp	chr9	12	26	26
Cdc25a	chr9	159	180	180
Mir7089	chr9	0	0	0
Map4	chr9	179	190	190
Dhx30	chr9	161	169	170
Smarcc1	chr9	159	163	165
Cspg5	chr9	0	0	60
Mir6236	chr9	57	57	57
Elp6	chr9	178	183	183
Scap	chr9	143	148	153
Ptpn23	chr9	153	163	163
Ngp	chr9	4	4	5
Klhl18	chr9	149	171	173
Kif9	chr9	138	171	171
Setd2	chr9	126	169	169
Nradd	chr9	25	99	99
Mir8107	chr9	0	52	52
Nbeal2	chr9	139	139	165
Ccdc12	chr9	168	169	178
Pth1r	chr9	7	39	133
Myl3	chr9	0	1	1
Prss42	chr9	0	4	11
Prss44	chr9	0	0	0
Prss43	chr9	0	33	33
Prss45	chr9	0	0	28
Prss46	chr9	0	1	22
Prss50	chr9	9	28	36
Tmie	chr9	52	64	82
Als2cl	chr9	63	64	78
Gm590	chr9	6	7	8
Tdgf1	chr9	0	35	49
Lrrc2	chr9	0	12	40
Rtp3	chr9	0	0	4
Ltf	chr9	2	3	31
Ccrl2	chr9	90	97	99
Lrrfip2	chr9	110	130	143
Mlh1	chr9	179	191	191
Epm2aip1	chr9	187	191	191
Trank1	chr9	4	9	46
Dclk3	chr9	32	38	55
Stac	chr9	22	25	89
Mir128-2	chr9	4	7	7
Arpp21	chr9	40	91	159
2310075C17Rik	chr9	9	29	29
2900079G21Rik	chr9	0	72	90
AU023762	chr9	0	0	38
Pdcd6ip	chr9	132	149	151
Clasp2	chr9	154	176	176
Ubp1	chr9	192	192	192
Fbxl2	chr9	157	159	172
Susd5	chr9	24	32	45
Bcl2a1c	chr9	31	38	38
4930525D18Rik	chr9	0	1	8
4930520O04Rik	chr9	87	114	114
Crtap	chr9	107	135	137
Glb1	chr9	165	173	177
Tmppe	chr9	165	173	173
Ccr4	chr9	24	25	25
Trim71	chr9	1	2	100
Cnot10	chr9	173	175	176
Dync1li1	chr9	161	170	170
Cmtm6	chr9	165	166	166
Cmtm7	chr9	115	125	129
Cmtm8	chr9	75	105	167
Gpd1l	chr9	170	175	175
Osbpl10	chr9	1	1	98
Stmn1-rs1	chr9	0	0	0
Stt3b	chr9	169	181	181
4930428G15Rik	chr9	0	0	1
Mir467h	chr9	0	1	1
Gadl1	chr9	0	5	118
Tgfbr2	chr9	117	126	134
Rbms3	chr9	26	39	143
Azi2	chr9	183	192	192
Cmc1	chr9	179	184	184
4933432G23Rik	chr9	0	0	0
Eomes	chr9	8	54	58
Golga4	chr9	122	130	138
Itga9	chr9	76	87	159
Ctdspl	chr9	46	142	151
Mir26a-1	chr9	0	2	2
Vill	chr9	33	42	76
Plcd1	chr9	99	123	124
Dlec1	chr9	103	112	119
Acaa1b	chr9	23	47	49
Slc22a14	chr9	0	0	6
Slc22a13	chr9	0	0	13
Slc22a13b-ps	chr9	0	2	3
Oxsr1	chr9	136	189	189
Myd88	chr9	89	141	141
Acaa1a	chr9	174	174	174
Xylb	chr9	100	140	141
Acvr2b	chr9	58	111	116
Exog	chr9	152	160	162
Scn5a	chr9	4	30	98
Scn10a	chr9	0	0	36
Scn11a	chr9	0	0	41
Wdr48	chr9	169	170	170
Gorasp1	chr9	154	157	158
Ttc21a	chr9	156	157	157
Csrnp1	chr9	0	116	138
Xirp1	chr9	1	39	75
Cx3cr1	chr9	53	53	87
Ccr8	chr9	18	23	23
Slc25a38	chr9	138	155	155
Rpsa	chr9	161	164	164
Snora62	chr9	0	0	0
Mobp	chr9	0	2	70
Myrip	chr9	14	25	135
Eif1b	chr9	112	117	117
Entpd3	chr9	18	28	76
Rpl14	chr9	154	157	157
5830454E08Rik	chr9	147	155	155
1700020M21Rik	chr9	47	48	51
4930593C16Rik	chr9	0	0	34
Ctnnb1	chr9	137	141	141
Mir7090	chr9	0	0	0
Ulk4	chr9	21	160	180
Trak1	chr9	0	3	158
Cck	chr9	4	4	8
Lyzl4os	chr9	0	0	45
Lyzl4	chr9	6	101	119
Vipr1	chr9	101	117	139
Sec22c	chr9	154	163	163
Deb1	chr9	160	167	167
Nktr	chr9	172	180	180
E530011L22Rik	chr9	15	40	52
Zfp651	chr9	12	40	47
Klhl40	chr9	9	22	22
Hhatl	chr9	0	11	14
Ccdc13	chr9	42	48	73
Higd1a	chr9	158	184	184
Ackr2	chr9	0	1	51
Cyp8b1	chr9	0	0	23
1700048O20Rik	chr9	5	31	41
Fam198a	chr9	23	29	37
Pomgnt2	chr9	43	54	98
Snrk	chr9	143	152	155
Mir8106	chr9	0	0	0
Ano10	chr9	171	183	184
Abhd5	chr9	158	176	176
A730085K08Rik	chr9	10	16	22
9530059O14Rik	chr9	41	51	51
Mir138-1	chr9	0	0	0
Topaz1	chr9	3	3	43
Tcaim	chr9	167	174	174
Zfp445	chr9	142	147	147
Zkscan7	chr9	0	9	9
Zfp105	chr9	57	61	61
1110059G10Rik	chr9	144	157	157
Kif15	chr9	141	157	158
Tmem42	chr9	159	166	166
Tgm4	chr9	0	0	80
Zdhhc3	chr9	149	166	166
Exosc7	chr9	150	166	167
Clec3b	chr9	3	11	43
Cdcp1	chr9	13	20	62
Tmem158	chr9	128	143	143
Lars2	chr9	170	175	193
Limd1	chr9	76	108	146
Sacm1l	chr9	164	189	189
Slc6a20b	chr9	0	13	38
Slc6a20a	chr9	50	64	90
Lztfl1	chr9	175	183	183
Ccr9	chr9	3	11	64
Cxcr6	chr9	34	35	43
Fyco1	chr9	157	172	172
Xcr1	chr9	0	0	172
Ccr1	chr9	53	57	62
Ccr1l1	chr9	0	2	5
Ccr3	chr9	2	8	31
Ccr2	chr9	0	4	57
Ccr5	chr9	44	44	65
Cnksr3	chr10	134	155	180
Ipcef1	chr10	22	29	95
Oprm1	chr10	0	9	98
Rgs17	chr10	48	49	140
Mtrf1l	chr10	186	191	191
Fbxo5	chr10	180	191	191
Vip	chr10	1	1	2
Myct1	chr10	7	8	90
Syne1	chr10	175	180	182
Esr1	chr10	20	103	151
Ccdc170	chr10	0	1	59
Armt1	chr10	145	162	162
Rmnd1	chr10	154	162	162
Gm5512	chr10,chr19	0	1	78
Zbtb2	chr10	52	165	180
Akap12	chr10	5	66	154
Mthfd1l	chr10	155	175	188
Plekhg1	chr10	82	101	143
Iyd	chr10	0	0	0
Ppp1r14c	chr10	8	45	63
H60c	chr10	1	3	4
B020014A21Rik	chr10	0	0	1
Lrp11	chr10	166	167	169
A630066F11Rik	chr10	145	156	156
Pcmt1	chr10	106	156	156
Nup43	chr10	142	147	148
BC020402	chr10	128	150	150
Lats1	chr10	129	150	151
Katna1	chr10	165	166	174
Ginm1	chr10	143	149	149
Ppil4	chr10	138	144	144
Zc3h12d	chr10	69	81	129
Mir5104	chr10	0	0	0
Tab2	chr10	119	164	168
Ust	chr10	112	130	162
Sash1	chr10	105	122	151
Samd5	chr10	40	58	79
Gm6150	chr10	0	0	0
Stxbp5	chr10	102	174	178
Adgb	chr10	47	52	122
Rab32	chr10	167	171	171
Gm5177	chr10	0	1	12
4930567K20Rik	chr10	0	0	2
Grm1	chr10	1	7	97
Shprh	chr10	193	193	193
Fbxo30	chr10	156	183	183
Epm2a	chr10	134	169	175
Timm8a1	chr10,chrX	105	133	135
Utrn	chr10	2	25	182
B230208H11Rik	chr10	124	174	174
Stx11	chr10	137	150	152
Sf3b5	chr10	186	188	188
Plagl1	chr10	57	62	87
Hymai	chr10	52	62	62
Zc2hc1b	chr10	0	0	15
Ltv1	chr10	182	184	184
Phactr2	chr10	112	124	158
Fuca2	chr10	160	166	166
Adat2	chr10	136	175	175
Pex3	chr10	169	175	175
Aig1	chr10	146	160	170
Hivep2	chr10	2	128	172
Adgrg6	chr10	21	55	102
Vta1	chr10	186	187	187
1700016L04Rik	chr10	183	187	187
Gje1	chr10	0	0	0
Nmbr	chr10	29	36	38
C330004P14Rik	chr10	0	4	4
Gm20125	chr10	0	0	121
Cited2	chr10	157	176	176
Txlnb	chr10	80	93	123
Heca	chr10	154	164	170
Abracl	chr10	152	176	176
Reps1	chr10	84	165	168
Ect2l	chr10	97	103	144
Ccdc28a	chr10	152	185	185
Nhsl1	chr10	106	124	150
Hebp2	chr10	101	110	110
Arfgef3	chr10	101	104	115
Gm4922	chr10	0	0	11
4930444F02Rik	chr10	2	3	24
Perp	chr10	112	116	118
Tnfaip3	chr10	152	164	164
Gm20139	chr10	6	66	147
Olig3	chr10	9	15	15
Ifngr1	chr10	178	182	182
Il22ra2	chr10	0	0	13
Il20ra	chr10	70	74	93
Slc35d3	chr10	45	81	85
Pex7	chr10	135	158	173
Map3k5	chr10	65	142	163
Map7	chr10	101	132	164
4930405J17Rik	chr10	0	0	5
Rpl32l	chr10	0	0	0
Mir6413	chr10	0	0	0
Bclaf1	chr10	177	186	186
Mtfr2	chr10	149	159	160
Pde7b	chr10	97	99	135
Ahi1	chr10	168	175	181
Myb	chr10	88	105	128
Hbs1l	chr10	147	151	153
4930455C13Rik	chr10	1	1	29
Aldh8a1	chr10	0	7	45
1700020N01Rik	chr10	0	0	56
Gm5420	chr10	0	10	10
Sgk1	chr10	157	167	176
4930444G20Rik	chr10	0	0	0
E030030I06Rik	chr10	22	107	122
Raet1a	chr10	54	62	120
Raet1e	chr10	0	0	3
Raet1b	chr10	0	0	110
Raet1c	chr10	0	0	110
H60b	chr10	42	47	69
C920009B18Rik	chr10	102	103	103
Raet1d	chr10	0	6	6
Gm10825	chr10	34	38	38
Slc2a12	chr10	36	59	90
Mir7663	chr10	0	1	1
Tbpl1	chr10	177	180	180
Tcf21	chr10	0	1	1
Eya4	chr10	2	13	61
Snora33	chr10	0	10	10
Snord100	chr10	0	49	49
Rps12	chr10	168	173	173
Slc18b1	chr10	38	59	103
Vnn3	chr10	41	45	73
Vnn1	chr10	2	4	5
Taar1	chr10	0	0	0
Taar2	chr10	0	0	0
Taar3	chr10	0	0	0
Taar4	chr10	0	30	30
Taar5	chr10	0	6	8
Taar6	chr10	0	8	8
Taar7a	chr10	0	0	0
Taar7b	chr10	0	4	4
Taar7d	chr10	1	5	5
Taar7e	chr10	0	0	0
Taar7f	chr10	0	28	28
Taar8a	chr10	0	0	0
Taar8b	chr10	0	0	15
Taar8c	chr10	0	0	0
Taar9	chr10	0	0	0
Stx7	chr10	170	174	175
Moxd1	chr10	48	54	101
Ctgf	chr10	5	49	50
Enpp1	chr10	100	136	144
Enpp3	chr10	2	4	161
Med23	chr10	186	189	189
Mir6905	chr10	0	41	41
Arg1	chr10	35	87	89
Akap7	chr10	11	13	164
Epb41l2	chr10	157	167	174
Smlr1	chr10	0	0	30
4930401C15Rik	chr10	0	0	4
Gm9767	chr10	19	53	53
Tmem200a	chr10	38	52	63
Samd3	chr10	27	27	59
L3mbtl3	chr10	25	128	153
Gm8709	chr10	0	0	0
Arhgap18	chr10	169	179	179
4930579H20Rik	chr10	0	1	4
Lama2	chr10	1	4	133
Ptprk	chr10	113	119	174
Themis	chr10	30	31	117
4930519F09Rik	chr10	0	1	1
2310057J18Rik	chr10	0	0	3
Soga3	chr10	17	30	93
9330159F19Rik	chr10	4	4	4
Echdc1	chr10	186	190	190
Rnf146	chr10	40	178	178
Rspo3	chr10	18	41	52
Cenpw	chr10	190	190	190
Trmt11	chr10	173	179	180
Gm20300	chr10	0	0	0
Hint3	chr10	192	193	193
Ncoa7	chr10	173	186	188
Hey2	chr10	183	190	190
Hddc2	chr10	172	183	183
Supt4b	chr10	0	0	0
Tpd52l1	chr10	137	140	143
Rnf217	chr10	90	106	118
Nkain2	chr10	19	53	113
Trdn	chr10	1	10	70
D830005E20Rik	chr10	0	0	2
Clvs2	chr10	6	14	19
Gm4794	chr10	0	0	2
Sult3a1	chr10	0	0	2
Rsph4a	chr10	74	83	87
Zufsp	chr10	175	176	176
A830082N09Rik	chr10	0	0	130
Rwdd1	chr10	188	193	193
Trappc3l	chr10	4	105	141
Fam26d	chr10	0	2	3
Fam26e	chr10	59	84	88
Fam26f	chr10	63	100	100
Dse	chr10	30	143	150
Tspyl1	chr10	179	182	182
Tspyl4	chr10	180	184	184
Col10a1	chr10	0	0	2
Nt5dc1	chr10	185	187	187
Frk	chr10	21	51	87
Hs3st5	chr10	51	59	79
Hdac2	chr10	166	183	183
Marcks	chr10	81	108	158
4930591E09Rik	chr10	0	19	19
Rfpl4b	chr10	0	0	0
Lama4	chr10	32	56	144
Fam229b	chr10	162	169	169
Tube1	chr10	166	169	169
Wisp3	chr10	0	33	39
Fyn	chr10	184	189	189
Traf3ip2	chr10	67	111	129
E130307A14Rik	chr10	115	172	181
Rev3l	chr10	110	172	173
AA474331	chr10	159	165	165
2010001E11Rik	chr10	18	28	32
G630090E17Rik	chr10	151	165	165
BC021785	chr10	0	0	165
AI317395	chr10	126	137	140
Slc16a10	chr10	172	177	180
Rpf2	chr10	149	150	152
Gtf3c6	chr10	115	173	173
Amd2	chr10	162	172	174
Amd1	chr10	162	172	174
Cdk19	chr10	180	190	191
Slc22a16	chr10	0	0	40
Ddo	chr10	25	26	56
Mettl24	chr10	34	60	88
Cdc40	chr10	138	189	189
Wasf1	chr10	185	189	189
Gpr6	chr10	18	30	30
Fig4	chr10	129	153	165
Zbtb24	chr10	154	160	161
Mical1	chr10	81	110	137
Smpd2	chr10	161	164	164
Ppil6	chr10	159	164	166
Cd164	chr10	133	174	174
5730435O14Rik	chr10	0	1	62
Ccdc162	chr10	0	28	150
Cep57l1	chr10	161	173	173
Sesn1	chr10	163	179	179
Armc2	chr10	116	138	159
Foxo3	chr10	121	166	170
Lace1	chr10	177	177	181
Snx3	chr10	185	186	186
Nr2e1	chr10	0	0	11
Ostm1	chr10	165	168	170
Sec63	chr10	153	157	163
Scml4	chr10	91	107	140
Sobp	chr10	21	35	93
9030612E09Rik	chr10	21	32	32
Pdss2	chr10	169	173	179
Bend3	chr10	63	148	149
1700021F05Rik	chr10	163	169	170
Cd24a	chr10	94	109	121
F830002L21Rik	chr10	17	17	61
1700027J07Rik	chr10	8	11	114
4933404K13Rik	chr10	0	6	34
Qrsl1	chr10	147	151	153
Rtn4ip1	chr10	144	151	154
Aim1	chr10	0	104	118
Speer5-ps1	chr10	0	0	33
Atg5	chr10	181	184	184
Mir1929	chr10	0	0	2
Prdm1	chr10	172	173	175
Prep	chr10	159	169	177
Popdc3	chr10	1	18	51
Bves	chr10	5	12	17
Lin28b	chr10	0	16	43
Hace1	chr10	184	187	187
D030045P18Rik	chr10	0	0	69
C130030K03Rik	chr10	0	0	0
Grik2	chr10	54	62	77
Ascc3	chr10	180	188	189
Sim1	chr10	0	110	118
Lilr4b	chr10	66	70	70
Lilrb4a	chr10	71	73	73
Fam162b	chr10	2	2	27
Gprc6a	chr10	0	0	3
Rfx6	chr10	19	25	27
4933411G06Rik	chr10	0	0	0
Vgll2	chr10	8	12	13
Ros1	chr10	0	0	26
Dcbld1	chr10	126	148	157
Gopc	chr10	185	191	191
Nepn	chr10	0	0	2
Nus1	chr10	186	190	190
Zfa-ps	chr10	5	5	5
Slc35f1	chr10	52	61	81
Gm19395	chr10	0	0	6
Pln	chr10	0	0	56
Cep85l	chr10	166	168	168
Gm20597	chr10	18	25	87
Asf1a	chr10	187	189	189
Mcm9	chr10	12	186	192
Fam184a	chr10	26	94	119
Man1a	chr10	164	172	186
Gm16998	chr10	157	172	172
Msl3l2	chr10	119	123	163
Tbc1d32	chr10	183	191	191
Gja1	chr10	62	75	77
4930467K11Rik	chr10	187	192	192
Hsf2	chr10	184	192	192
Serinc1	chr10	176	178	178
Pkib	chr10	109	125	153
Fabp7	chr10	2	7	9
Smpdl3a	chr10	76	151	157
Dux	chr10	0	18	20
Gm4981	chr10	0	0	0
Gcc2	chr10	177	182	182
Lims1	chr10	188	192	192
Ranbp2	chr10	175	179	179
Ccdc138	chr10	175	180	181
Edar	chr10	58	63	93
BB019430	chr10	0	0	4
Sh3rf3	chr10	4	70	109
Sept10	chr10	169	177	178
Sowahc	chr10	160	177	177
P4ha1	chr10	188	189	189
Pla2g12b	chr10	0	0	0
Oit3	chr10	0	0	90
Mcu	chr10	167	173	176
Micu1	chr10	170	174	178
Dnajb12	chr10	151	157	157
Ddit4	chr10	159	176	176
Ascc1	chr10	158	177	182
Anapc16	chr10	161	177	177
Spock2	chr10	44	75	84
Mir6906	chr10	0	8	8
Chst3	chr10	10	55	112
Psap	chr10	131	142	144
Vsir	chr10	106	116	155
Gm17455	chr10	0	22	22
Cdh23	chr10	0	55	172
Slc29a3	chr10	155	159	164
Unc5b	chr10	122	126	138
Mir6408	chr10	0	0	0
Pldi	chr10	0	2	73
Mir466j	chr10	0	0	0
Gm20611	chr10	0	0	0
Pcbd1	chr10	34	40	41
Sgpl1	chr10	138	153	156
Tbata	chr10	0	45	49
Adamts14	chr10	18	28	123
Prf1	chr10	34	45	53
Pald1	chr10	86	100	123
Nodal	chr10	0	16	49
Eif4ebp2	chr10	96	170	170
Lrrc20	chr10	169	175	180
Npffr1	chr10	0	2	92
Ppa1	chr10	142	145	147
1700022H01Rik	chr10	171	172	172
Sar1a	chr10	168	172	172
Tysnd1	chr10	147	150	150
Aifm2	chr10	101	106	109
Mir5108	chr10	0	0	0
H2afy2	chr10	16	50	79
Col13a1	chr10	0	0	48
Gm5424	chr10	0	0	0
2010107G23Rik	chr10	105	108	108
Neurog3	chr10	3	18	18
Mir7662	chr10	0	26	33
Tspan15	chr10	130	137	154
Tacr2	chr10	0	0	136
Hk1	chr10	169	175	179
Hk1os	chr10	128	175	175
Hkdc1	chr10	0	0	82
4930507D05Rik	chr10	0	134	134
Supv3l1	chr10	103	134	134
Vps26a	chr10	141	158	159
Srgn	chr10	85	91	111
Kif1bp	chr10	176	179	179
Ddx21	chr10	162	163	163
Ddx50	chr10	177	191	191
Mir7215	chr10	0	3	3
Stox1	chr10	87	95	117
Ccar1	chr10	171	172	172
Tet1	chr10	0	0	144
Slc25a16	chr10	146	156	164
Dna2	chr10	131	135	154
Rufy2	chr10	133	141	142
Hnrnph3	chr10	151	177	177
Pbld2	chr10	42	177	177
Pbld1	chr10	0	14	63
Atoh7	chr10	26	46	46
Mypn	chr10	0	0	121
Herc4	chr10	174	181	183
Sirt1	chr10	142	157	158
Dnajc12	chr10	136	164	166
Ctnna3	chr10	161	177	185
Lrrtm3	chr10	41	43	71
1700023F02Rik	chr10	0	4	4
4930407I19Rik	chr10	0	0	21
Gm31763	chr10	20	113	157
Reep3	chr10	82	141	176
Jmjd1c	chr10	172	175	177
Nrbf2	chr10	141	150	150
Egr2	chr10	136	163	163
Ado	chr10	132	172	173
Zfp365	chr10	98	111	113
Rtkn2	chr10	185	186	188
Arid5b	chr10	0	45	182
4930545H06Rik	chr10	0	0	2
1700040L02Rik	chr10	93	97	142
Tmem26	chr10	14	68	87
Rhobtb1	chr10	136	145	157
Cdk1	chr10	171	175	175
Ank3	chr10	15	46	164
Ccdc6	chr10	131	144	174
Mrln	chr10	13	18	18
Slc16a9	chr10	32	40	58
Fam13c	chr10	30	37	46
Phyhipl	chr10	41	77	78
D630013N20Rik	chr10	0	0	23
Bicc1	chr10	6	24	67
C730027H18Rik	chr10	0	0	3
1700113B09Rik	chr10	0	1	1
Tfam	chr10	180	183	183
Ube2d1	chr10	147	153	154
Cisd1	chr10	149	151	153
Ipmk	chr10	159	174	176
1700049L16Rik	chr10	0	0	0
Zwint	chr10	183	185	185
A330049N07Rik	chr10	0	0	51
Pcdh15	chr10	25	26	67
Gnaz	chr10	150	181	182
Rsph14	chr10	20	20	182
Rab36	chr10	150	154	158
Bcr	chr10	19	103	167
Specc1l	chr10	169	173	176
Adora2a	chr10	56	79	116
Gm5779	chr10	0	0	5
Upb1	chr10	26	49	135
4933407G14Rik	chr10	2	2	6
Gucd1	chr10	168	179	179
Snrpd3	chr10	124	179	179
Lrrc75b	chr10	32	56	82
Ggt1	chr10	0	1	88
Ggt5	chr10	7	25	95
Susd2	chr10	43	65	100
Cabin1	chr10	178	179	180
Ddt	chr10	151	160	160
Gstt3	chr10	69	88	163
Gstt1	chr10	59	95	96
Gstt4	chr10	0	0	0
Gstt2	chr10	0	93	93
Mif	chr10	156	162	162
Derl3	chr10	169	180	180
Smarcb1	chr10	131	140	144
Mmp11	chr10	35	46	52
Chchd10	chr10	10	141	143
Gm867	chr10	0	21	26
Vpreb3	chr10	2	2	14
Gm5134	chr10	37	44	68
Mir6409	chr10	0	0	0
Zfp280b	chr10	167	175	175
Slc5a4b	chr10	0	0	9
Slc5a4a	chr10	0	1	7
Mir678	chr10	0	0	0
Prmt2	chr10	151	160	160
S100b	chr10	0	5	50
Dip2a	chr10	135	145	147
1700094J05Rik	chr10	0	0	8
Pcnt	chr10	175	181	183
2610028H24Rik	chr10	0	2	36
Mcm3ap	chr10	138	145	149
Ybey	chr10	78	145	145
Lss	chr10	185	188	188
4930483K19Rik	chr10	0	0	2
Spatc1l	chr10	0	0	1
Ftcd	chr10	0	1	3
Col6a2	chr10	8	8	10
Col6a1	chr10	1	1	6
Pcbp3	chr10	185	188	189
Gm10787	chr10	0	0	89
Slc19a1	chr10	148	155	155
Col18a1	chr10	42	52	122
Gm10941	chr10	169	175	175
Pofut2	chr10	166	175	175
Adarb1	chr10	152	160	162
Gm17769	chr10	151	160	160
Fam207a	chr10	146	150	152
Itgb2	chr10	92	97	112
Pttg1ip	chr10	155	164	165
Sumo3	chr10	130	132	143
Ube2g2	chr10	131	137	143
Mir1930	chr10	0	2	2
Tspear	chr10	1	5	132
Gm19402	chr10	5	12	15
Gm10272	chr10	0	0	0
Gm10024	chr10	0	0	0
Gm10142	chr10	0	1	1
Krtap12-1	chr10	0	0	0
Gm10100	chr10	1	1	1
Gm3238	chr10	0	0	0
Gm19668	chr10	1	12	12
Gm2696	chr10	0	1	1
Krtap10-4	chr10	0	0	0
Krtap10-10	chr10	0	0	0
Gm10318	chr10	0	1	3
Gm3285	chr10	0	3	3
1700009J07Rik	chr10	0	0	0
Lrrc3	chr10	41	76	76
Trpm2	chr10	44	70	83
1810043G02Rik	chr10	150	155	156
Pfkl	chr10	147	160	160
Dnmt3l	chr10	2	32	98
Aire	chr10	67	78	79
Icosl	chr10	108	120	120
D10Jhu81e	chr10	162	168	168
Pwp2	chr10	142	147	168
Trappc10	chr10	132	149	150
Mir7659	chr10	0	0	0
Agpat3	chr10	5	72	140
Mir6907	chr10	0	0	0
Rrp1	chr10	151	156	157
Cstb	chr10	151	160	160
Mir6410	chr10	0	0	0
Mir6908	chr10	0	0	0
Pdxk	chr10	153	158	161
Ilvbl	chr10	162	176	176
Syde1	chr10	3	39	41
Olfr1357	chr10	0	0	0
Casp14	chr10	0	3	5
Ccdc105	chr10	3	15	21
Slc1a6	chr10	8	37	40
Olfr1356	chr10	0	0	0
Olfr1355	chr10	0	0	0
Olfr1354	chr10	0	0	0
Olfr8	chr10	0	0	0
Olfr1353	chr10	0	0	0
Olfr1352	chr10	0	0	0
Olfr1351	chr10	0	0	0
Olfr57	chr10	0	0	0
2610008E11Rik	chr10	183	184	184
Vmn2r80	chr10	0	0	1
Vmn2r81	chr10	0	0	0
Vmn2r82	chr10	0	0	1
Vmn2r83	chr10	0	1	2
Mir6909	chr10	0	0	0
Plpp2	chr10	109	130	130
