name2	chrom
Uqcr11	chr10
Tcf3	chr10
Onecut3	chr10
Atp8b3	chr10
Rexo1	chr10
Klf16	chr10
Abhd17a	chr10
Adat3	chr10
Scamp4	chr10
Mir6912	chr10
Csnk1g2	chr10
Btbd2	chr10
Mknk2	chr10
Mob3a	chr10
Izumo4	chr10
Ap3d1	chr10
Dot1l	chr10
Plekhj1	chr10
Sf3a2	chr10
Amh	chr10
Jsrp1	chr10
Oaz1	chr10
Oaz1-ps	chr10
Mir1982	chr10
Lingo3	chr10
Lsm7	chr10
Sppl2b	chr10
Tmprss9	chr10
Timm13	chr10
Lmnb2	chr10
Gadd45b	chr10
Gng7	chr10
Diras1	chr10
Slc39a3	chr10
Sgta	chr10
Thop1	chr10
Creb3l3	chr10
Mir5615-2	chr10
Mir5615-1	chr10
Map2k2	chr10
Zbtb7a	chr10
Pias4	chr10
Eef2	chr10
Snord37	chr10
Dapk3	chr10
Atcayos	chr10
Nmrk2	chr10
Atcay	chr10
Zfr2	chr10
Matk	chr10
Mrpl54	chr10
Apba3	chr10
Mir3057	chr10
Tjp3	chr10
Pip5k1c	chr10
Cactin	chr10
Tbxa2r	chr10
Gipc3	chr10
Hmg20b	chr10
Mfsd12	chr10
4930404N11Rik	chr10
Fzr1	chr10
Dohh	chr10
Mir6913	chr10
Smim24	chr10
Mir1191b	chr10
Nfic	chr10
Celf5	chr10
Ncln	chr10
S1pr4	chr10
Gna15	chr10
Gna11	chr10
Aes	chr10
Tle2	chr10
Tle6	chr10
BC025920	chr10
Sirt6	chr10
Ankrd24	chr10
Gm10778	chr10
Zfp433	chr10
Zfp781	chr10
Zfp873	chr10
AU041133	chr10
Zfp938	chr10
Gm1553	chr10
1190007I07Rik	chr10
Tdg	chr10
Gm9855	chr10
Glt8d2	chr10
Hcfc2	chr10
Nfyb	chr10
1700028I16Rik	chr10
Txnrd1	chr10
Eid3	chr10
Chst11	chr10
Slc41a2	chr10
D10Wsu102e	chr10
Aldh1l2	chr10
A230046K03Rik	chr10
Appl2	chr10
1500009L16Rik	chr10
Nuak1	chr10
4930463O16Rik	chr10
Ckap4	chr10
Platr7	chr10
Tcp11l2	chr10
Polr3b	chr10
Rfx4	chr10
Ric8b	chr10
Fhl4	chr10
Tmem263	chr10
Mterf2	chr10
Cry1	chr10
Btbd11	chr10
Pwp1	chr10
Prdm4	chr10
Ascl4	chr10
Rtcb	chr10
Bpifc	chr10
Fbxo7	chr10
4930486F22Rik	chr10
Timp3	chr10
Syn3	chr10
1810014B01Rik	chr10
Hsp90b1	chr10
Ttc41	chr10
Nt5dc3	chr10
Stab2	chr10
1700113H08Rik	chr10
Ascl1	chr10
Pah	chr10
Igf1	chr10
Tyms-ps	chr10
Pmch	chr10
Parpbp	chr10
Nup37	chr10
Ccdc53	chr10
Dram1	chr10
Gnptab	chr10
Sycp3	chr10
Chpt1	chr10
Mybpc1	chr10
Spic	chr10
Gm4925	chr10
Arl1	chr10
Utp20	chr10
Slc5a8	chr10
Ano4	chr10
Gas2l3	chr10
Nr1h4	chr10
Slc17a8	chr10
Scyl2	chr10
1500026H17Rik	chr10
Actr6	chr10
Uhrf1bp1l	chr10
Anks1b	chr10
Apaf1	chr10
Ikbip	chr10
Slc25a3	chr10
Tmpo	chr10
Mir135a-2	chr10
Mir1251	chr10
Rmst	chr10
Gm20757	chr10
Nedd1	chr10
Cdk17	chr10
Mir1931	chr10
Elk3	chr10
Gm17745	chr10
Mir7688	chr10
Lta4h	chr10
Hal	chr10
Amdhd1	chr10
Ccdc38	chr10
4933408J17Rik	chr10
Snrpf	chr10
Ntn4	chr10
Gm8580	chr10
Gm15915	chr10
Usp44	chr10
Metap2	chr10
Mir331	chr10
Vezt	chr10
Fgd6	chr10
Nr2c1	chr10
Ndufa12	chr10
Gm4792	chr10
Tmcc3	chr10
Mir7211	chr10
Cep83os	chr10
Cep83	chr10
Plxnc1	chr10
Gm29684	chr10
Cradd	chr10
2310039L15Rik	chr10
Socs2	chr10
5730420D15Rik	chr10
Mrpl42	chr10
Ube2n	chr10
Mir3058	chr10
Nudt4	chr10
Eea1	chr10
4930459C07Rik	chr10
Btg1	chr10
4930556N09Rik	chr10
Mir3966	chr10
Dcn	chr10
Lum	chr10
4930473O22Rik	chr10
Kera	chr10
Epyc	chr10
Ccer1	chr10
4930525C09Rik	chr10
Gm10754	chr10
Gm8633	chr10
Atp2b1	chr10
Poc1b	chr10
Galnt4	chr10
Dusp6	chr10
Gm20110	chr10
Gm18409	chr10
Csl	chr10
Kitl	chr10
Gm4301	chr10
Gm4312	chr10
Gm4303	chr10
Gm4305	chr10
Gm4307	chr10
Gm4302	chr10
Tmtc3	chr10
Cep290	chr10
4930430F08Rik	chr10
1700017N19Rik	chr10
Mgat4c	chr10
Mir3059	chr10
Nts	chr10
Rassf9	chr10
Alx1	chr10
Lrriq1	chr10
Slc6a15	chr10
Gm20765	chr10
Gm21293	chr10
Gm21304	chr10
Gm21312	chr10
Gm4340	chr10
Gm6763	chr10
Gm8764	chr10
Mir6411	chr10
Tmtc2	chr10
Gm15663	chr10
Mettl25	chr10
Ccdc59	chr10
Ppfia2	chr10
4930532I03Rik	chr10
Acss3	chr10
Lin7a	chr10
Myf5	chr10
Myf6	chr10
Ptprq	chr10
Otogl	chr10
Gm29685	chr10
Ppp1r12a	chr10
Pawr	chr10
Gm5136	chr10
Syt1	chr10
Nav3	chr10
9230102K24Rik	chr10
E2f7	chr10
1700020G17Rik	chr10
Csrp2	chr10
Zdhhc17	chr10
Osbpl8	chr10
Bbs10	chr10
Nap1l1	chr10
Gm5176	chr10
Phlda1	chr10
4933440J02Rik	chr10
Gm20758	chr10
Krr1	chr10
Glipr1	chr10
Glipr1l1	chr10
Glipr1l2	chr10
Caps2	chr10
Kcnc2	chr10
1700010J16Rik	chr10
Atxn7l3b	chr10
Trhde	chr10
Tph2	chr10
Tbc1d15	chr10
Rab21	chr10
Tmem19	chr10
Thap2	chr10
Zfc3h1	chr10
A930009A15Rik	chr10
Lgr5	chr10
Tspan8	chr10
Ptprr	chr10
4933416C03Rik	chr10
Ptprb	chr10
Kcnmb4os1	chr10
Kcnmb4os2	chr10
Kcnmb4	chr10
Cnot2	chr10
1700030O20Rik	chr10
4930579P08Rik	chr10
Myrfl	chr10
Rab3ip	chr10
4933412E12Rik	chr10
D630029K05Rik	chr10
Best3	chr10
Lrrc10	chr10
Cct2	chr10
Frs2	chr10
Yeats4	chr10
9530003J23Rik	chr10
Lyz2	chr10
Lyz1	chr10
Cpsf6	chr10
Cpm	chr10
Mdm2	chr10
Slc35e3	chr10
Nup107	chr10
Rap1b	chr10
4933411E08Rik	chr10
Mdm1	chr10
Il22	chr10
Iltifb	chr10
Ifng	chr10
Tmevpg1	chr10
Dyrk2	chr10
Gm38403	chr10
1700064J06Rik	chr10
Cand1	chr10
4930477N07Rik	chr10
1700025F24Rik	chr10
Grip1	chr10
Grip1os2	chr10
Grip1os1	chr10
Helb	chr10
Irak3	chr10
Tmbim4	chr10
Llph	chr10
9230105E05Rik	chr10
Mir763	chr10
Hmga2	chr10
4921513I03Rik	chr10
Gm15910	chr10
Msrb3	chr10
Lemd3	chr10
Wif1	chr10
Tbc1d30	chr10
Gns	chr10
Rassf3	chr10
Tbk1	chr10
Xpot	chr10
D930020B18Rik	chr10
BC048403	chr10
Srgap1	chr10
Gm9079	chr10
Tmem5	chr10
Gm4489	chr10
Avpr1a	chr10
A130077B15Rik	chr10
Ppm1h	chr10
Mir8104	chr10
Mirlet7i	chr10
Mon2	chr10
Usp15	chr10
Fam19a2	chr10
4930503E24Rik	chr10
Slc16a7	chr10
Lrig3	chr10
Mir378d	chr10
4930484H19Rik	chr10
Xrcc6bp1	chr10
Ctdsp2	chr10
Mir26a-2	chr10
Mir546	chr10
Avil	chr10
Tsfm	chr10
Mettl21b	chr10
Mettl1	chr10
Cyp27b1	chr10
March9	chr10
Cdk4	chr10
Tspan31	chr10
LOC100504703	chr10
Agap2	chr10
Os9	chr10
B4galnt1	chr10
Slc26a10	chr10
Arhgef25	chr10
F420014N23Rik	chr10
Dtx3	chr10
Pip4k2c	chr10
Kif5a	chr10
Dctn2	chr10
Mbd6	chr10
Ddit3	chr10
Mars	chr10
Arhgap9	chr10
Gli1	chr10
Inhbe	chr10
Inhbc	chr10
R3hdm2	chr10
Stac3	chr10
Ndufa4l2	chr10
Shmt2	chr10
Nxph4	chr10
Lrp1	chr10
Stat6	chr10
Nab2	chr10
1700012D01Rik	chr10
Tmem194	chr10
Myo1a	chr10
Tac2	chr10
Zbtb39	chr10
Gpr182	chr10
Rdh1	chr10
Rdh9	chr10
Rdh16	chr10
Rdh18-ps	chr10
Rdh19	chr10
BC089597	chr10
Rdh7	chr10
Sdr9c7	chr10
Hsd17b6	chr10
Prim1	chr10
Naca	chr10
Ptges3	chr10
Atp5b	chr10
Mir677	chr10
Baz2a	chr10
Rbms2	chr10
Gls2	chr10
Spryd4	chr10
Mip	chr10
Timeless	chr10
Apon	chr10
Apof	chr10
Stat2	chr10
Il23a	chr10
Pan2	chr10
Cnpy2	chr10
Cs	chr10
Coq10a	chr10
Ankrd52	chr10
Mir6914	chr10
Mir6915	chr10
Slc39a5	chr10
Nabp2	chr10
Rnf41	chr10
Mir8105	chr10
Smarcc2	chr10
Myl6	chr10
Myl6b	chr10
A430046D13Rik	chr10
Mir6916	chr10
Esyt1	chr10
Zc3h10	chr10
Rpl41	chr10
Pa2g4	chr10
Mir6917	chr10
Erbb3	chr10
Rps26	chr10
Ikzf4	chr10
Suox	chr10
Rab5b	chr10
Cdk2	chr10
Pmel	chr10
Dgka	chr10
Pym1	chr10
Mmp19	chr10
Tmem198b	chr10
Dnajc14	chr10
Ormdl2	chr10
Sarnp	chr10
Gdf11	chr10
Cd63	chr10
Rdh5	chr10
Bloc1s1	chr10
Itga7	chr10
Mettl7b	chr10
Olfr9	chr10
Olfr763	chr10
Olfr765	chr10
Olfr767	chr10
Olfr768	chr10
Olfr769	chr10
Olfr770	chr10
Olfr771	chr10
Olfr772	chr10
Olfr773	chr10
Olfr774	chr10
Olfr775	chr10
Olfr776	chr10
Olfr777	chr10
Olfr780	chr10
Olfr781	chr10
Olfr782	chr10
Olfr784	chr10
Olfr785	chr10
Olfr786	chr10
Olfr787	chr10
Olfr788	chr10
Olfr789	chr10
Olfr790	chr10
Olfr791	chr10
Olfr792	chr10
Olfr794	chr10
Olfr796	chr10
Olfr798	chr10
Olfr799	chr10
Olfr800	chr10
Olfr801	chr10
Olfr802	chr10
Olfr803	chr10
Olfr804	chr10
Olfr805	chr10
Olfr806	chr10
Olfr807	chr10
Olfr808	chr10
Olfr809	chr10
Olfr810	chr10
Olfr811	chr10
Olfr812	chr10
Olfr813	chr10
Olfr814	chr10
Olfr815	chr10
Olfr816	chr10
Olfr818	chr10
Olfr819	chr10
Olfr247	chr10
Olfr820	chr10
Olfr821	chr10
Olfr822	chr10
Olfr823	chr10
Olfr824	chr10
Olfr825	chr10
Olfr826	chr10
Olfr827	chr10
Neurod4	chr10
Tespa1	chr10
Vmn2r84	chr10
Vmn2r85	chr10
Vmn2r86	chr10
Vmn2r87	chr10
Pisd-ps1	chr11
Pisd-ps3	chr11
Sfi1	chr11
Eif4enif1	chr11
Drg1	chr11
Patz1	chr11
Gm11944	chr11
Pik3ip1	chr11
Limk2	chr11
8430429K09Rik	chr11
Rnf185	chr11
Pla2g3	chr11
Inpp5j	chr11
Selm	chr11
Smtn	chr11
Tug1	chr11
Morc2a	chr11
Osbp2	chr11
4921536K21Rik	chr11
Dusp18	chr11
Slc35e4	chr11
Tcn2	chr11
Pes1	chr11
Gal3st1	chr11
Sec14l4	chr11
Sec14l3	chr11
Mtfp1	chr11
Sec14l2	chr11
Rnf215	chr11
Mir3060	chr11
Ccdc157	chr11
Sf3a1	chr11
Tbc1d10a	chr11
Gatsl3	chr11
Osm	chr11
Lif	chr11
Hormad2	chr11
Mtmr3	chr11
Gm11961	chr11
Ascc2	chr11
Uqcr10	chr11
Zmat5	chr11
Cabp7	chr11
Nf2	chr11
Nipsnap1	chr11
Mir6918	chr11
Thoc5	chr11
AA413626	chr11
Ap1b1	chr11
Nefh	chr11
Rasl10a	chr11
Gas2l1	chr11
Ewsr1	chr11
Rhbdd3	chr11
Emid1	chr11
Kremen1	chr11
Znrf3	chr11
Xbp1	chr11
Ccdc117	chr11
Ankrd36	chr11
Mrps24	chr11
Urgcp	chr11
Ube2d-ps	chr11
Dbnl	chr11
Pgam2	chr11
Polm	chr11
Aebp1	chr11
Pold2	chr11
Myl7	chr11
Gck	chr11
Ykt6	chr11
Camk2b	chr11
Rps15a-ps6	chr11
Nudcd3	chr11
Npc1l1	chr11
Ddx56	chr11
Tmed4	chr11
Ogdh	chr11
Zmiz2	chr11
Mir7651	chr11
Ppia	chr11
H2afv	chr11
Purb	chr11
Myo1g	chr11
Gm11974	chr11
Ccm2	chr11
Nacad	chr11
Snora5c	chr11
Tbrg4	chr11
Wap	chr11
Ramp3	chr11
Gm11978	chr11
Gm11981	chr11
Adcy1	chr11
Gm11985	chr11
Igfbp1	chr11
Igfbp3	chr11
Tns3	chr11
Hus1	chr11
Sun3	chr11
Gm11992	chr11
Upp1	chr11
Abca13	chr11
Vwc2	chr11
Zpbp	chr11
4930415F15Rik	chr11
4930512M02Rik	chr11
Ikzf1	chr11
Fignl1	chr11
1700042O10Rik	chr11
Ddc	chr11
Grb10	chr11
Cobl	chr11
4930554G24Rik	chr11
1700046C09Rik	chr11
Pom121l12	chr11
Vstm2a	chr11
Sec61g	chr11
Egfr	chr11
Eldr	chr11
Fbxo48	chr11
Plek	chr11
Cnrip1	chr11
Ppp3r1	chr11
Pno1	chr11
Wdr92	chr11
C1d	chr11
Etaa1	chr11
Etaa1os	chr11
Gm12018	chr11
Meis1	chr11
4933406G16Rik	chr11
Spred2	chr11
Actr2	chr11
Rab1a	chr11
Cep68	chr11
Slc1a4	chr11
Sertad2	chr11
Aftph	chr11
Lgalsl	chr11
Peli1	chr11
Vps54	chr11
Mir1933	chr11
Ugp2	chr11
4932414J04Rik	chr11
Mdh1	chr11
Wdpcp	chr11
Otx1	chr11
Ehbp1	chr11
Tmem17	chr11
B3gnt2	chr11
Zrsr1	chr11
Commd1	chr11
Cct4	chr11
Fam161a	chr11
1700061J23Rik	chr11
Xpo1	chr11
Usp34	chr11
Ahsa2	chr11
1700093K21Rik	chr11
Gm12060	chr11
0610010F05Rik	chr11
Pus10	chr11
Pex13	chr11
Rel	chr11
Papolg	chr11
Bcl11a	chr11
4933430M04Rik	chr11
Gm10466	chr11
4933427E13Rik	chr11
Mir6372	chr11
5730522E02Rik	chr11
Fancl	chr11
Vrk2	chr11
Gm12070	chr11
Ccdc85a	chr11
2810471M01Rik	chr11
Mir216b	chr11
Mir216c	chr11
Mir216a	chr11
Mir217	chr11
Efemp1	chr11
Pnpt1	chr11
Smek2	chr11
Cfap36	chr11
Ccdc88a	chr11
Prorsd1	chr11
Mtif2	chr11
Clhc1	chr11
Rps27a	chr11
Rtn4	chr11
4931440F15Rik	chr11
Eml6	chr11
Sptbn1	chr11
4930505A04Rik	chr11
Acyp2	chr11
Psme4	chr11
Gpr75	chr11
Erlec1	chr11
Asb3	chr11
Chac2	chr11
Stc2	chr11
Bod1	chr11
D630024D03Rik	chr11
Cpeb4	chr11
4930524B15Rik	chr11
Nsg2	chr11
Gm12108	chr11
Il9r	chr11
Snrnp25	chr11
Rhbdf1	chr11
Mpg	chr11
Nprl3	chr11
Hba-x	chr11
Hba-a1	chr11
Hba-a2	chr11
Hbq1b	chr11
Hbq1a	chr11
Sh3pxd2b	chr11
Ubtd2	chr11
Efcab9	chr11
Stk10	chr11
Fbxw11	chr11
Smim23	chr11
Fgf18	chr11
Npm1	chr11
Tlx3	chr11
Ranbp17	chr11
Gabrp	chr11
Kcnip1	chr11
Kcnmb1	chr11
Lcp2	chr11
Foxi1	chr11
Fam196b	chr11
Dock2	chr11
Spdl1	chr11
Slit3	chr11
Mir218-2	chr11
Pank3	chr11
Mir103-1	chr11
Fbll1	chr11
Rars	chr11
Wwc1	chr11
Tenm2	chr11
Gm12128	chr11
Gm12130	chr11
4930553C11Rik	chr11
Mat2b	chr11
Hmmr	chr11
Nudcd2	chr11
Ccng1	chr11
Gabrg2	chr11
Gabra1	chr11
Gabra6	chr11
Gabrb2	chr11
Atp10b	chr11
Mir146	chr11
Pttg1	chr11
Slu7	chr11
C1qtnf2	chr11
Ccnjl	chr11
Fabp6	chr11
Pwwp2a	chr11
Ttc1	chr11
Adra1b	chr11
Il12b	chr11
Ublcp1	chr11
Rnf145	chr11
4930597A21Rik	chr11
Ebf1	chr11
Gm12159	chr11
F630206G17Rik	chr11
Clint1	chr11
Lsm11	chr11
Thg1l	chr11
Sox30	chr11
Adam19	chr11
Mir8100	chr11
Nipal4	chr11
Mir7239	chr11
Fndc9	chr11
Cyfip2	chr11
Itk	chr11
Fam71b	chr11
Med7	chr11
Havcr2	chr11
Gm12169	chr11
Gm12171	chr11
BC053393	chr11
Dppa1	chr11
Gm4926	chr11
Timd2	chr11
Havcr1	chr11
Timd4	chr11
Sgcd	chr11
Gnb2l1	chr11
Snord96a	chr11
Snord95	chr11
Trim41	chr11
Trim7	chr11
Irgm1	chr11
Gm5431	chr11
Gm12185	chr11
Psme2b	chr11
9930111J21Rik1	chr11
9930111J21Rik2	chr11
Tgtp1	chr11
Tgtp2	chr11
Olfr56	chr11
Ifi47	chr11
Olfr1396	chr11
Olfr1395	chr11
Olfr1394	chr11
Btnl9	chr11
Zfp62	chr11
Mgat1	chr11
Olfr1393	chr11
Olfr1392	chr11
Olfr10	chr11
Olfr1391	chr11
Olfr1390	chr11
Olfr1389	chr11
Olfr1388	chr11
Olfr1387	chr11
Olfr1386	chr11
Olfr1385	chr11
Olfr1384	chr11
Olfr1383	chr11
Olfr1382	chr11
Olfr1381	chr11
Olfr1380	chr11
Flt4	chr11
Scgb3a1	chr11
Cnot6	chr11
Gfpt2	chr11
Mapk9	chr11
Rasgef1c	chr11
Rnf130	chr11
Mir340	chr11
Tbc1d9b	chr11
3010026O09Rik	chr11
Sqstm1	chr11
Mgat4b	chr11
Mir6919	chr11
Ltc4s	chr11
Maml1	chr11
Canx	chr11
Mir804	chr11
Hnrnph1	chr11
Rufy1	chr11
Adamts2	chr11
Zfp354c	chr11
Zfp879	chr11
Grm6	chr11
Zfp454	chr11
Zfp2	chr11
Zfp354b	chr11
Prop1	chr11
Olfr1378	chr11
Olfr1377	chr11
Olfr51	chr11
Olfr54	chr11
Olfr1375	chr11
Zfp354a	chr11
9230009I02Rik	chr11
Platr20	chr11
BC049762	chr11
Clk4	chr11
Col23a1	chr11
Phykpl	chr11
Hnrnpab	chr11
Nhp2	chr11
Rmnd5b	chr11
D930048N14Rik	chr11
N4bp3	chr11
0610009B22Rik	chr11
Sec24a	chr11
Sar1b	chr11
Jade2	chr11
Cdkn2aipnl	chr11
Ube2b	chr11
Cdkl3	chr11
Ppp2ca	chr11
Mir3061	chr11
Olfr1373	chr11
Olfr1372-ps1	chr11
Olfr1371	chr11
Skp1a	chr11
Tcf7	chr11
Vdac1	chr11
9530068E07Rik	chr11
Fstl4	chr11
Gm11186	chr11
Hspa4	chr11
Zcchc10	chr11
Aff4	chr11
Mir6920	chr11
Leap2	chr11
Uqcrq	chr11
Gdf9	chr11
Shroom1	chr11
Sowaha	chr11
Sept8	chr11
Kif3a	chr11
Il4	chr11
Il13	chr11
Rad50	chr11
Il5	chr11
Mir7671	chr11
Irf1	chr11
Gm12216	chr11
Slc22a5	chr11
Slc22a21	chr11
Slc22a4	chr11
Pdlim4	chr11
P4ha2	chr11
4933405E24Rik	chr11
Csf2	chr11
Il3	chr11
Acsl6	chr11
Meikin	chr11
Fnip1	chr11
Rapgef6	chr11
Cdc42se2	chr11
Lyrm7os	chr11
Lyrm7	chr11
Hint1	chr11
Gpx3	chr11
Tnip1	chr11
Anxa6	chr11
Ccdc69	chr11
Gm2a	chr11
Slc36a3	chr11
Slc36a2	chr11
Slc36a1os	chr11
Slc36a1	chr11
Fat2	chr11
Sparc	chr11
Atox1	chr11
G3bp1	chr11
Gm12238	chr11
Glra1	chr11
Nmur2	chr11
Gria1	chr11
Fam114a2	chr11
Mfap3	chr11
Galnt10	chr11
2010001A14Rik	chr11
Sap30l	chr11
Hand1	chr11
Larp1	chr11
Cnot8	chr11
Gemin5	chr11
Mrpl22	chr11
Gm12250	chr11
Igtp	chr11
Irgm2	chr11
Zfp692	chr11
Zfp672	chr11
Sh3bp5l	chr11
Lypd8	chr11
1810065E05Rik	chr11
Gm12253	chr11
4930504O13Rik	chr11
Olfr30	chr11
Olfr332	chr11
Olfr331	chr11
Olfr330	chr11
Olfr329-ps	chr11
Olfr328	chr11
Olfr224	chr11
Olfr325	chr11
Olfr324	chr11
2210407C18Rik	chr11
Olfr323	chr11
Trim58	chr11
Olfr322	chr11
Olfr320	chr11
Olfr319	chr11
Olfr318	chr11
Olfr317	chr11
Olfr316	chr11
Olfr315	chr11
Olfr314	chr11
Fam183b	chr11
Olfr313	chr11
Olfr312	chr11
Olfr311	chr11
2810021J22Rik	chr11
Zfp39	chr11
Btnl10	chr11
Rnf187	chr11
Hist3h2ba	chr11
Hist3h2bb-ps	chr11
Hist3h2a	chr11
Gm12260	chr11
Trim17	chr11
Trim11	chr11
Obscn	chr11
Iba57	chr11
Gjc2	chr11
Guk1	chr11
2610507I01Rik	chr11
Mrpl55	chr11
2310033P09Rik	chr11
Arf1	chr11
Wnt3a	chr11
Wnt9a	chr11
Prss38	chr11
Snap47	chr11
Jmjd4	chr11
Zfp867	chr11
4933439C10Rik	chr11
Zkscan17	chr11
Nlrp3	chr11
Olfr222	chr11
Olfr223	chr11
Olfr225	chr11
Mprip	chr11
1700007J10Rik	chr11
Pld6	chr11
Flcn	chr11
Gm16062	chr11
Cops3	chr11
Nt5m	chr11
1810063I02Rik	chr11
Med9os	chr11
Med9	chr11
Rasd1	chr11
Pemt	chr11
Rai1	chr11
Mir6921	chr11
Mir6922	chr11
Srebf1	chr11
Tom1l2	chr11
Lrrc48	chr11
Atpaf2	chr11
Gid4	chr11
Drg2	chr11
Myo15	chr11
Alkbh5	chr11
Llgl1	chr11
Flii	chr11
Mief2	chr11
Mir5100	chr11
Top3a	chr11
Smcr8	chr11
Shmt1	chr11
Dhrs7b	chr11
Tmem11	chr11
Natd1	chr11
Map2k3os	chr11
Map2k3	chr11
Kcnj12	chr11
Tnfrsf13b	chr11
Usp22	chr11
Aldh3a1	chr11
Aldh3a2	chr11
Slc47a2	chr11
Slc47a1	chr11
Rnf112	chr11
Mfap4	chr11
Mapk7	chr11
B9d1	chr11
Epn2	chr11
Grap	chr11
Fam83g	chr11
Slc5a10	chr11
Prpsap2	chr11
Ulk2	chr11
Akap10	chr11
Specc1	chr11
Adora2b	chr11
Zswim7	chr11
Ttc19	chr11
Ncor1	chr11
Pigl	chr11
Cenpv	chr11
Ubb	chr11
Trpv2	chr11
2410006H16Rik	chr11
Snord49b	chr11
Snord49a	chr11
Snord65	chr11
Lrrc75a	chr11
Mmgt2	chr11
Zfp287	chr11
Zfp286	chr11
Trim16	chr11
Fbxw10	chr11
Tvp23b	chr11
Cdrt4	chr11
Cdrt4os1	chr11
Tekt3	chr11
Pmp22	chr11
Hs3st3b1	chr11
9630013K17Rik	chr11
Cox10	chr11
2810001G20Rik	chr11
Hs3st3a1	chr11
F930015N05Rik	chr11
Elac2	chr11
Arhgap44	chr11
Myocd	chr11
Gm12295	chr11
Mir744	chr11
Map2k4	chr11
Zkscan6	chr11
Dnah9	chr11
Shisa6	chr11
Pirt	chr11
Gm12298	chr11
9130409J20Rik	chr11
Tmem220	chr11
Adprm	chr11
Sco1	chr11
Myh3	chr11
Mir6923	chr11
2310065F04Rik	chr11
Myh2	chr11
Myh1	chr11
Myh4	chr11
Myh8	chr11
Myh13	chr11
Gas7	chr11
Rcvrn	chr11
Glp2r	chr11
Dhrs7c	chr11
Usp43	chr11
Cfap52	chr11
Stx8	chr11
Mir6406	chr11
Ntn1	chr11
Pik3r5	chr11
Pik3r6	chr11
Mfsd6l	chr11
Ccdc42	chr11
Myh10	chr11
Ndel1	chr11
Rnf222	chr11
Rpl26	chr11
Gm15772	chr11
Odf4	chr11
Arhgef15	chr11
Slc25a35	chr11
Rangrf	chr11
Mir3062	chr11
Pfas	chr11
Ctc1	chr11
Aurkb	chr11
Borcs6	chr11
Tmem107	chr11
Vamp2	chr11
Per1	chr11
Hes7	chr11
Aloxe3	chr11
Alox12b	chr11
Alox8	chr11
Gucy2e	chr11
Cntrob	chr11
Trappc1	chr11
Kcnab3	chr11
Chd3os	chr11
Chd3	chr11
Cyb5d1	chr11
Naa38	chr11
Tmem88	chr11
Kdm6b	chr11
Dnah2	chr11
Efnb3	chr11
Wrap53	chr11
Trp53	chr11
Atp1b2	chr11
Shbg	chr11
Sat2	chr11
Fxr2	chr11
Mir467f	chr11
Sox15	chr11
Mpdu1	chr11
Mir1934	chr11
Cd68	chr11
Eif4a1	chr11
Senp3	chr11
Tnfsf13	chr11
Tnfsf12	chr11
Tnfsfm13	chr11
Polr2a	chr11
Slc35g3	chr11
Zbtb4	chr11
Chrnb1	chr11
Fgf11	chr11
G630025P09Rik	chr11
Tmem102	chr11
4933402P03Rik	chr11
Spem1	chr11
Nlgn2	chr11
Tmem256	chr11
Plscr3	chr11
Tnk1	chr11
Tmem95	chr11
Kctd11	chr11
Mir6924	chr11
Acap1	chr11
2810408A11Rik	chr11
Neurl4	chr11
Gps2	chr11
Eif5a	chr11
Ybx2	chr11
Slc2a4	chr11
Cldn7	chr11
Elp5	chr11
Ctdnep1	chr11
Gabarap	chr11
Phf23	chr11
Dvl2	chr11
Mir324	chr11
Acadvl	chr11
Dlg4	chr11
Asgr1	chr11
Asgr2	chr11
Mgl2	chr11
Clec10a	chr11
Slc16a11	chr11
Slc16a13	chr11
Bcl6b	chr11
Mir497	chr11
Mir497b	chr11
Mir195a	chr11
0610010K14Rik	chr11
Rnasek	chr11
Alox12	chr11
Alox12e	chr11
Alox15	chr11
Pelp1	chr11
Arrb2	chr11
Mir7115	chr11
Med11	chr11
Zmynd15	chr11
Cxcl16	chr11
Tm4sf5	chr11
Vmo1	chr11
Gltpd2	chr11
Psmb6	chr11
Pld2	chr11
Mink1	chr11
4930544D05Rik	chr11
Chrne	chr11
Gp1ba	chr11
Slc25a11	chr11
Rnf167	chr11
Pfn1	chr11
Eno3	chr11
Spag7	chr11
Camta2	chr11
Inca1	chr11
Kif1c	chr11
Mir6925	chr11
Zfp3	chr11
Scimp	chr11
Rabep1	chr11
Nup88	chr11
Rpain	chr11
C1qbp	chr11
Dhx33	chr11
Derl2	chr11
Mis12	chr11
6330403K07Rik	chr11
Nlrp1a	chr11
Nlrp1b	chr11
Nlrp1c-ps	chr11
Wscd1	chr11
4930401O10Rik	chr11
Aipl1	chr11
Fam64a	chr11
Pitpnm3	chr11
4933427D14Rik	chr11
Txndc17	chr11
4930563E22Rik	chr11
Med31	chr11
Slc13a5	chr11
1700051A21Rik	chr11
Xaf1	chr11
Fbxo39	chr11
Tekt1	chr11
Mir6338	chr11
Smtnl2	chr11
Ggt6	chr11
Mybbp1a	chr11
Spns2	chr11
Spns3	chr11
Ube2g1	chr11
Ankfy1	chr11
Cyb5d2	chr11
Zzef1	chr11
Atp2a3	chr11
P2rx1	chr11
Camkk1	chr11
Ncbp3	chr11
Itgae	chr11
Gsg2	chr11
P2rx5	chr11
Emc6	chr11
Tax1bp3	chr11
Ctns	chr11
Shpk	chr11
Trpv1	chr11
Trpv3	chr11
Aspa	chr11
Spata22	chr11
Olfr20	chr11
Olfr376	chr11
Olfr1	chr11
