name2	chrom	tss_samples	tss1k_samples	gene1k_samples
Zfp276	chr8	134	139	139
Vps9d1	chr8	133	139	140
Fanca	chr8	152	156	156
Spire2	chr8	112	130	149
Tcf25	chr8	167	175	178
Mc1r	chr8	24	54	120
Tubb3	chr8	88	97	122
Def8	chr8	150	154	158
Afg3l1	chr8	140	154	154
Dbndd1	chr8	6	14	14
Gas8	chr8	140	140	142
Gm22109	chr8	0	0	0
Gm22291	chr8	0	0	0
Gm23284	chr8	0	0	0
Gm25018	chr8	0	0	0
Gm25212	chr8	0	0	0
Gm26391	chr8	0	0	0
Rhou	chr8	68	81	81
6030466F02Rik	chr8	0	0	30
Rab4a	chr8	87	102	111
Ccsap	chr8	0	171	172
Acta1	chr8	1	1	41
Nup133	chr8	146	148	151
Abcb10	chr8	140	154	155
Taf5l	chr8	146	153	157
Mir1967	chr8	0	108	108
Urb2	chr8	0	1	41
Galnt2	chr8	125	138	173
Pgbd5	chr8	11	161	169
Cog2	chr8	171	172	172
Agt	chr8	4	5	17
Capn9	chr8	0	36	130
2310022B05Rik	chr8	146	149	160
Ttc13	chr8	180	187	189
Arv1	chr8	185	187	187
Fam89a	chr8	102	108	109
Trim67	chr8	60	99	115
2810004N23Rik	chr8	159	162	162
Gnpat	chr8	159	162	162
Exoc8	chr8	158	170	170
Sprtn	chr8	155	169	169
Egln1	chr8	108	135	145
Tsnax	chr8	0	0	0
Disc1	chr8	0	0	145
Sipa1l2	chr8	0	0	125
4930567H12Rik	chr8	23	38	81
Map10	chr8	83	98	102
Ntpcr	chr8	131	145	149
Pcnxl2	chr8	23	30	124
BC021891	chr8	27	47	62
Kcnk1	chr8	21	52	75
Slc35f3	chr8	22	31	79
Coa6	chr8	184	185	185
Gm17296	chr8	132	149	149
Irf2bp2	chr8	4	155	157
Tomm20	chr8	163	164	164
Rbm34	chr8	168	171	171
Pard3	chr8	78	87	185
Mir21c	chr8	0	0	0
Nrp1	chr8	51	108	169
Mir1903	chr8	46	95	95
Itgb1	chr8	181	186	186
Ccdc7a	chr8	0	0	2
Ccdc7b	chr8	0	0	7
Mir101c	chr9	0	0	0
4930433N12Rik	chr9	37	39	39
Alkbh8	chr9	169	189	189
Cwf19l2	chr9	170	185	187
Gucy1a2	chr9	88	97	104
Aasdhppt	chr9	192	193	193
Kbtbd3	chr9	193	193	193
Msantd4	chr9	0	6	6
Gria4	chr9	35	47	157
Casp1	chr9	89	92	94
Casp4	chr9	87	89	101
Casp12	chr9	16	35	44
Pdgfd	chr9	39	40	68
Ddi1	chr9	0	0	0
Dync2h1	chr9	173	174	177
Dcun1d5	chr9	184	189	189
Mmp13	chr9	21	24	43
Mmp12	chr9	14	14	15
Mmp1b	chr9	10	11	12
Mmp3	chr9	0	0	2
Mmp1a	chr9	16	16	21
Mmp10	chr9	11	27	42
Mmp8	chr9	36	37	53
Mmp27	chr9	11	39	74
Mmp20	chr9	0	0	36
Mmp7	chr9	1	1	2
AV064505	chr9	0	0	39
Tmem123	chr9	190	192	192
Mir5618	chr9	11	54	55
Birc2	chr9	193	193	193
Birc3	chr9	121	147	158
Yap1	chr9	68	92	105
9230110C19Rik	chr9	170	171	172
Cep126	chr9	149	160	160
1700128F08Rik	chr9	1	1	4
Mir1899	chr9	0	0	0
Trpc6	chr9	35	38	64
Gm32014	chr9	0	0	65
Pgr	chr9	6	47	81
Gm16833	chr9	0	0	58
Arhgap42	chr9	50	56	76
Mir6237	chr9	0	0	0
Cntn5	chr9	31	36	110
4930568E12Rik	chr9	0	0	3
Phxr4	chr9	0	20	20
Maml2	chr9	25	31	115
Mtmr2	chr9	181	183	184
Cep57	chr9	191	193	193
Fam76b	chr9	184	193	193
Sesn3	chr9	183	193	193
Endod1	chr9	156	181	181
Kdm4d	chr9	188	188	188
Cwc15	chr9	181	188	188
Amotl1	chr9	19	34	138
Piwil4	chr9	0	11	92
Fut4	chr9	102	110	111
1700012B09Rik	chr9	14	33	75
Ankrd49	chr9	0	0	0
Mre11a	chr9	188	190	190
Gpr83	chr9	65	73	108
Izumo1r	chr9	20	34	86
Panx1	chr9	144	165	168
Hephl1	chr9	0	0	96
Vstm5	chr9	30	51	68
Med17	chr9	184	187	187
4931406C07Rik	chr9	179	182	184
Taf1d	chr9	177	182	183
Gm25500	chr9	2	4	4
Scarna9	chr9	3	3	3
Cep295	chr9	184	186	187
Smco4	chr9	9	19	142
4930540M03Rik	chr9	3	21	64
Ccdc67	chr9	55	55	89
Slc36a4	chr9	148	158	159
Mtnr1b	chr9	3	3	21
Fat3	chr9	0	0	172
Chordc1	chr9	184	192	192
Naalad2	chr9	0	0	4
Ubtfl1	chr9	0	0	2
Mbd3l2	chr9	0	1	29
Zfp558	chr9	184	187	187
Mbd3l1	chr9	0	0	4
Olfr24	chr9	0	0	0
Olfr828	chr9	0	0	0
Olfr829	chr9	0	1	1
Olfr830	chr9	0	0	0
Olfr832	chr9	0	0	0
Olfr834	chr9	0	0	0
Olfr835	chr9	0	0	0
Olfr836	chr9	0	0	0
Olfr837	chr9	0	0	0
Olfr843	chr9	0	0	0
Olfr845	chr9	0	0	0
Olfr846	chr9	0	0	0
Olfr847	chr9	0	0	0
Olfr849	chr9	0	0	0
Olfr850	chr9	1	1	1
Olfr851	chr9	0	0	0
Olfr853	chr9	0	0	0
Olfr854	chr9	0	0	0
Olfr855	chr9	0	0	0
Zfp317	chr9	193	193	193
Olfr856-ps1	chr9	0	0	0
Olfr857	chr9	0	0	0
Olfr58	chr9	0	0	0
Olfr859	chr9	0	0	0
Olfr860	chr9	0	0	0
Olfr862	chr9	0	0	0
Olfr77	chr9	0	0	0
Olfr866	chr9	0	0	0
Olfr867	chr9	0	0	0
Olfr868	chr9	0	0	0
Olfr869	chr9	0	0	0
Olfr870	chr9	0	0	0
Olfr871	chr9	0	0	0
Olfr872	chr9	0	5	5
Olfr39	chr9	0	0	0
Olfr873	chr9	0	0	0
Olfr18	chr9	0	0	2
Zfp560	chr9	186	187	187
Zfp26	chr9	148	168	169
Zfp426	chr9	173	176	176
Zfp266	chr9	165	172	172
Zfp846	chr9	177	185	185
Fbxl12os	chr9	159	164	165
Fbxl12	chr9	179	187	187
Ubl5	chr9	152	187	187
Pin1	chr9	172	193	193
Olfm2	chr9	16	119	137
Col5a3	chr9	2	6	86
Rdh8	chr9	0	0	19
A230050P20Rik	chr9	52	89	89
Angptl6	chr9	0	76	192
Ppan	chr9	167	167	168
Eif3g	chr9	123	132	132
Mir7081	chr9	0	0	0
Dnmt1	chr9	177	179	185
S1pr2	chr9	105	122	126
Mrpl4	chr9	138	150	150
Icam1	chr9	79	103	123
Icam4	chr9	25	77	141
Icam5	chr9	19	139	146
Mir1900	chr9	9	135	136
Zglp1	chr9	2	3	10
Fdx1l	chr9	151	151	152
Mir7082	chr9	0	0	0
Raver1	chr9	174	179	182
Gm38431	chr9	174	179	183
Tyk2	chr9	178	184	184
Cdc37	chr9	151	155	155
Pde4a	chr9	113	121	151
Keap1	chr9	89	143	147
S1pr5	chr9	21	22	36
Atg4d	chr9	172	173	173
Kri1	chr9	0	79	89
Cdkn2d	chr9	0	0	12
Ap1m2	chr9	15	80	126
Slc44a2	chr9	132	144	155
Ilf3	chr9	153	179	179
Gm16853	chr9	150	158	158
Qtrt1	chr9	152	158	158
Dnm2	chr9	184	186	187
Mir199a-1	chr9	0	6	6
Tmed1	chr9	173	180	180
AB124611	chr9	73	81	181
Carm1	chr9	112	192	192
1810026J23Rik	chr9	151	174	174
Yipf2	chr9	166	174	174
Gm7904	chr9	0	1	3
Mir1946b	chr9	0	0	0
Smarca4	chr9	178	185	185
Ldlr	chr9	129	170	173
Spc24	chr9	164	174	174
Kank2	chr9	126	134	150
Mir7083	chr9	0	2	2
Angptl8	chr9	11	13	13
Dock6	chr9	130	151	160
Rab3d	chr9	156	178	179
Tmem205	chr9	152	154	156
Ccdc159	chr9	153	154	181
Plppr2	chr9	157	162	163
Swsap1	chr9	182	186	186
LOC100049077	chr9	179	186	186
Epor	chr9	28	97	109
Rgl3	chr9	47	64	88
Ccdc151	chr9	180	191	191
Prkcsh	chr9	184	191	191
Elavl3	chr9	28	34	102
Gm16845	chr9	176	182	185
Zfp653	chr9	156	182	182
Ecsit	chr9	169	170	179
Cnn1	chr9	2	2	11
Mir7084	chr9	0	0	0
Elof1	chr9	0	0	0
Acp5	chr9	59	99	102
Pigyl	chr9	176	179	179
Zfp872	chr9	20	26	27
1810064F22Rik	chr9	2	25	25
Zfp809	chr9	179	185	186
Zfp599	chr9	154	157	157
Zfp810	chr9	166	172	172
Gm6607	chr9	0	0	1
Anln	chr9	169	174	174
9530077C05Rik	chr9	185	186	187
Rp9	chr9	130	148	158
Bbs9	chr9	192	193	193
Bmper	chr9	74	86	121
Npsr1	chr9	25	28	105
Dpy19l1	chr9	169	179	179
Cypt4	chr9	0	0	0
Cypt10	chr9	0	0	0
Cypt9	chr9	0	0	0
Dpy19l2	chr9	21	29	31
Tbx20	chr9	25	31	42
Herpud2	chr9	193	193	193
Sept7	chr9	189	192	192
Eepd1	chr9	174	175	182
B3gat1	chr9	29	36	47
Glb1l2	chr9	129	130	133
Glb1l3	chr9	1	3	16
Gm1110	chr9	6	28	28
Acad8	chr9	185	188	188
Thyn1	chr9	188	188	188
Vps26b	chr9	154	182	182
Ncapd3	chr9	162	182	182
Jam3	chr9	92	97	121
Igsf9b	chr9	97	103	104
AI414108	chr9	0	0	0
Spata19	chr9	0	1	15
Opcml	chr9	31	36	125
Ntm	chr9	8	18	121
Snx19	chr9	88	166	169
Adamts15	chr9	22	27	36
Adamts8	chr9	15	58	59
Zbtb44	chr9	161	179	179
St14	chr9	79	106	150
Aplp2	chr9	188	192	192
Mir3471-1	chr9	0	10	192
Gm7244	chr9	21	45	45
Prdm10	chr9	0	40	103
Nfrkb	chr9	163	164	164
Tmem45b	chr9	10	14	52
Barx2	chr9	30	34	69
Arhgap32	chr9	44	57	148
Kcnj5	chr9	12	14	21
Kcnj1	chr9	9	42	53
Fli1	chr9	58	103	168
Ets1	chr9	181	183	187
Gm27162	chr9	47	53	84
7630403G23Rik	chr9	0	0	6
Kirrel3	chr9	44	52	150
4930581F22Rik	chr9	139	160	161
St3gal4	chr9	142	160	168
Dcps	chr9	169	174	178
Tirap	chr9	169	170	173
Foxred1	chr9	190	190	190
Srpr	chr9	181	190	190
Fam118b	chr9	166	174	174
Rpusd4	chr9	164	174	174
4933422A05Rik	chr9	0	1	86
Cdon	chr9	0	0	133
Ddx25	chr9	90	174	175
Pus3	chr9	163	175	175
Hyls1	chr9	187	192	192
Pate4	chr9	0	0	1
Gm17365	chr9	0	0	0
Pate2	chr9	0	0	0
Gm17252	chr9	4	6	6
Gm17677	chr9	0	0	0
Gm17727	chr9	0	0	1
D730048I06Rik	chr9	0	0	0
9230110F15Rik	chr9	0	0	0
Gm3428	chr9	0	0	0
Gm5916	chr9	0	2	2
Gm3434	chr9	0	0	0
Gm7257	chr9	0	0	1
Gm9513	chr9	4	5	5
Gm5615	chr9	0	0	1
Gm17689	chr9	0	0	0
A630095E13Rik	chr9	0	0	0
1700027I24Rik	chr9	0	0	2
Acrv1	chr9	0	0	2
Chek1	chr9	180	185	185
Stt3a	chr9	190	193	193
Ei24	chr9	163	166	166
Fez1	chr9	0	0	30
Pknox2	chr9	95	137	165
Tmem218	chr9	193	193	193
Slc37a2	chr9	121	144	161
Ccdc15	chr9	186	189	189
Hepacam	chr9	1	3	62
Robo4	chr9	12	14	73
Robo3	chr9	6	24	174
Msantd2	chr9	167	177	177
Esam	chr9	27	35	107
Vsig2	chr9	1	4	117
Nrgn	chr9	149	156	168
Spa17	chr9	174	179	179
Siae	chr9	169	179	180
Tbrg1	chr9	160	173	173
Panx3	chr9	4	9	9
Olfr160	chr9	0	0	0
Olfr151	chr9	0	0	0
Olfr874	chr9	0	0	0
Olfr875	chr9	0	0	0
Olfr876	chr9	0	0	0
Olfr877	chr9	0	0	0
Olfr145	chr9	0	0	0
Olfr878	chr9	0	0	0
Olfr881	chr9	0	0	0
Olfr883	chr9	0	0	0
Olfr884	chr9	0	0	0
Olfr885	chr9	0	0	0
Olfr887	chr9	0	0	0
Olfr888	chr9	0	0	0
Olfr889	chr9	0	1	1
Olfr890	chr9	0	0	0
Olfr891	chr9	0	0	0
Olfr893	chr9	1	1	1
Olfr894	chr9	0	0	0
Olfr143	chr9	0	0	0
Olfr895	chr9	0	0	0
Olfr25	chr9	0	0	0
Olfr898	chr9	0	3	3
Olfr250	chr9	0	0	0
Olfr899	chr9	0	0	0
Olfr251	chr9	0	0	0
Olfr900	chr9	0	0	0
Olfr147	chr9	0	0	0
Olfr901	chr9	0	0	0
Olfr902	chr9	0	0	1
Olfr904	chr9	2	2	2
Olfr905	chr9	0	0	0
Olfr906	chr9	0	1	1
Olfr907	chr9	0	1	1
Olfr908	chr9	0	0	2
Olfr911-ps1	chr9	0	0	9
Olfr910	chr9	0	0	0
Olfr912	chr9	0	0	0
Olfr913	chr9	0	0	0
Olfr914	chr9	0	0	0
Olfr915	chr9	0	0	0
Olfr916	chr9	0	0	0
Olfr917	chr9	0	0	0
Olfr918	chr9	0	4	4
Olfr919	chr9	0	0	1
Vwa5a	chr9	104	132	140
Olfr920	chr9	0	3	3
Olfr921	chr9	0	0	0
Olfr922	chr9	0	5	5
Olfr923	chr9	0	0	0
Olfr924	chr9	0	0	0
Olfr26	chr9	0	0	0
Olfr926	chr9	0	1	1
Olfr930	chr9	1	1	1
Olfr933	chr9	0	0	0
Olfr934	chr9	0	1	1
Olfr935	chr9	0	0	0
Olfr146	chr9	0	1	1
Olfr936	chr9	0	0	0
Olfr937	chr9	0	0	0
Olfr938	chr9	0	0	0
Olfr27	chr9	0	3	3
Olfr242	chr9	0	0	0
Olfr943	chr9	0	0	1
Olfr944	chr9	0	0	0
Olfr1537	chr9	0	3	3
Olfr945	chr9	0	1	1
Olfr947-ps1	chr9	0	0	14
Olfr948	chr9	0	1	2
Olfr951	chr9	0	0	0
Olfr952	chr9	0	0	0
Olfr954	chr9	0	0	0
Olfr955	chr9	0	0	0
Olfr44	chr9	0	0	0
Olfr957	chr9	0	0	0
Olfr958	chr9	0	0	0
Olfr959	chr9	0	1	1
AW551984	chr9	7	21	24
Olfr148	chr9	0	1	1
Olfr960	chr9	0	0	0
Olfr961	chr9	0	1	1
Olfr963	chr9	0	0	0
Olfr149	chr9	1	5	15
Olfr965	chr9	0	0	0
Olfr150	chr9	0	0	0
Olfr967	chr9	0	0	0
Olfr968	chr9	0	0	0
Olfr969	chr9	0	1	1
Olfr970	chr9	1	15	15
Olfr971	chr9	0	0	0
Olfr972	chr9	0	1	1
Olfr229	chr9	2	34	34
Olfr974	chr9	0	0	0
Olfr975	chr9	0	0	0
Olfr976	chr9	0	0	0
Olfr978	chr9	0	4	4
Olfr979	chr9	0	1	1
Olfr980	chr9	0	2	2
Olfr981	chr9	0	1	1
1700001J11Rik	chr9	0	0	0
Olfr982	chr9	0	5	5
Olfr983	chr9	0	0	0
Olfr984	chr9	0	0	0
Olfr985	chr9	0	0	0
Tmem225	chr9	0	0	1
Olfr986	chr9	0	0	0
Zfp202	chr9	172	177	178
Scn3b	chr9	93	105	106
1700110K17Rik	chr9	0	33	79
Gramd1b	chr9	123	133	184
Clmp	chr9	22	39	166
Hspa8	chr9	184	191	191
Bsx	chr9	14	19	25
4931429I11Rik	chr9	10	16	65
Crtam	chr9	22	24	70
Ubash3b	chr9	99	119	150
1700063D05Rik	chr9	0	0	157
3110039I08Rik	chr9	25	31	83
Mir100	chr9	0	0	0
Mirlet7a-2	chr9	0	0	0
Mir125b-1	chr9	0	1	1
Sorl1	chr9	87	98	147
4930546K05Rik	chr9	19	51	89
Sc5d	chr9	168	168	168
Tecta	chr9	0	0	35
Tbcel	chr9	146	152	163
Grik4	chr9	18	75	139
Arhgef12	chr9	103	125	133
Tmem136	chr9	40	52	52
Pou2f3	chr9	4	18	43
Oaf	chr9	58	73	90
D630033O11Rik	chr9	0	0	35
Trim29	chr9	6	7	29
Pvrl1	chr9	9	127	141
Thy1	chr9	48	61	67
Usp2	chr9	174	178	179
C1qtnf5	chr9	1	3	7
Mfrp	chr9	0	1	7
Rnf26	chr9	0	165	165
Mcam	chr9	28	44	60
Cbl	chr9	157	171	174
Ccdc153	chr9	0	8	10
Pdzd3	chr9	0	0	41
Nlrx1	chr9	114	116	119
Abcg4	chr9	58	80	83
Hinfp	chr9	184	185	185
C2cd2l	chr9	150	159	159
Dpagt1	chr9	114	138	180
H2afx	chr9	173	180	180
Hmbs	chr9	129	163	164
Vps11	chr9	117	120	120
Hyou1	chr9	168	173	173
Slc37a4	chr9	180	181	181
Mir7085	chr9	0	0	0
Trappc4	chr9	163	173	173
Rps25	chr9	131	173	173
Ccdc84	chr9	129	131	131
Foxr1	chr9	0	1	43
Upk2	chr9	5	57	58
Bcl9l	chr9	4	69	107
Cxcr5	chr9	28	36	105
Ddx6	chr9	110	139	139
Treh	chr9	3	3	24
Phldb1	chr9	33	98	140
Arcn1	chr9	109	120	120
Ift46	chr9	145	154	154
Tmem25	chr9	111	138	138
Ttc36	chr9	0	2	139
Kmt2a	chr9	100	155	157
Atp5l	chr9	118	127	139
Ube4a	chr9	137	142	147
Cd3g	chr9	22	22	23
Cd3d	chr9	4	4	94
Cd3e	chr9	15	23	44
Mpzl2	chr9	11	28	57
Mpzl3	chr9	49	66	75
Amica1	chr9	39	42	64
Scn2b	chr9	0	17	76
Gm10684	chr9	0	1	81
Scn4b	chr9	1	33	43
BC049352	chr9	0	0	112
Tmprss4	chr9	20	21	47
Mir7086	chr9	0	11	11
Il10ra	chr9	75	82	85
Tmprss13	chr9	2	2	37
1700003G13Rik	chr9	21	24	26
Fxyd6	chr9	9	22	89
Fxyd2	chr9	9	24	35
Dscaml1	chr9	5	13	121
4833428L15Rik	chr9	5	13	93
Cep164	chr9	154	159	163
Bace1	chr9	20	29	78
Pcsk7	chr9	154	162	162
Rnf214	chr9	153	162	162
Tagln	chr9	0	66	68
Mir7087	chr9	0	4	4
Sidt2	chr9	146	153	153
Pafah1b2	chr9	122	129	129
Sik3	chr9	127	146	166
Apoa1	chr9	0	3	61
Apoc3	chr9	0	0	3
Apoa4	chr9	0	2	2
Apoa5	chr9	1	1	127
Zpr1	chr9	154	157	168
Bud13	chr9	142	154	154
4931429L15Rik	chr9	0	0	61
2900052N01Rik	chr9	0	0	1
Gm4791	chr9	41	48	48
Cadm1	chr9	154	154	172
Gm10677	chr9	0	0	6
Nxpe2	chr9	16	17	20
Nxpe4	chr9	16	30	66
Gm8884	chr9	0	0	0
Rexo2	chr9	163	167	167
Rbm7	chr9	166	169	169
Gm5617	chr9	165	169	169
Nnmt	chr9	0	2	38
Zbtb16	chr9	85	115	155
Htr3a	chr9	37	40	40
Htr3b	chr9	0	3	6
Usp28	chr9	156	176	177
Zw10	chr9	169	172	172
Tmprss5	chr9	0	1	8
Gm4894	chr9	0	0	14
Drd2	chr9	7	20	46
Ankk1	chr9	1	9	9
Ttc12	chr9	96	110	110
Gm11149	chr9	0	0	33
Ncam1	chr9	34	55	97
2310003N18Rik	chr9	1	7	7
Plet1	chr9	3	4	116
Plet1os	chr9	0	3	116
Pts	chr9	171	176	176
Bco2	chr9	45	88	103
Tex12	chr9	0	13	13
Il18	chr9	3	3	25
Sdhd	chr9	161	166	166
Timm8b	chr9	163	166	166
Pih1d2	chr9	149	150	150
AU019823	chr9	139	150	152
Dlat	chr9	143	161	161
Dixdc1	chr9	72	85	151
2310030G06Rik	chr9	26	30	148
Cryab	chr9	10	22	24
Hspb2	chr9	8	20	22
1110032A03Rik	chr9	159	185	185
Fdxacb1	chr9	175	185	185
Alg9	chr9	102	123	131
Ppp2r1b	chr9	149	157	171
Sik2	chr9	180	186	187
Layn	chr9	104	111	113
4833427G06Rik	chr9	32	61	65
Mir34c	chr9	46	83	85
Mir34b	chr9	43	75	75
Btg4	chr9	0	6	15
Pou2af1	chr9	44	49	79
Gm684	chr9	55	79	86
1810046K07Rik	chr9	0	0	94
Arhgap20	chr9	134	148	158
Arhgap20os	chr9	5	6	28
4933407I05Rik	chr9	0	0	3
Fdx1	chr9	134	153	153
Rdx	chr9	141	161	161
Gm6981	chr9	120	161	164
Mir6244	chr9	0	0	0
Zc3h12c	chr9	79	151	163
AI593442	chr9	37	42	42
Gm1715	chr9	25	42	47
Ddx10	chr9	181	185	186
Exph5	chr9	28	31	118
Kdelc2	chr9	81	140	143
Mir130c	chr9	0	0	0
4930550C14Rik	chr9	106	110	147
Atm	chr9	179	192	192
Npat	chr9	181	192	192
Acat1	chr9	158	165	165
Cul5	chr9	165	173	173
Rab39	chr9	153	163	164
Slc35f2	chr9	86	96	110
Sln	chr9	0	0	2
Elmod1	chr9	12	27	32
Tnfaip8l3	chr9	27	69	81
Cyp19a1	chr9	0	0	20
Gldn	chr9	5	8	35
Gldnos	chr9	7	11	19
Dmxl2	chr9	116	140	142
Sh2d7	chr9	0	0	12
Cib2	chr9	119	161	163
Idh3a	chr9	175	184	184
Acsbg1	chr9	2	7	100
Dnaja4	chr9	102	111	114
Mir5710	chr9	0	0	0
Wdr61	chr9	169	170	170
Crabp1	chr9	7	12	14
Ireb2	chr9	169	176	176
Hykk	chr9	129	143	172
Psma4	chr9	163	168	168
AY074887	chr9	143	168	168
Chrna5	chr9	1	74	78
Chrna3	chr9	12	19	55
Chrnb4	chr9	9	11	18
Ube2q2	chr9	135	149	154
Fbxo22	chr9	156	164	166
Nrg4	chr9	23	26	71
Tmem266	chr9	101	120	168
Etfa	chr9	185	187	187
Isl2	chr9	62	71	86
Scaper	chr9	167	171	175
4930563M21Rik	chr9	0	0	0
Gm7444	chr9	0	0	0
Rcn2	chr9	181	186	186
Pstpip1	chr9	94	131	164
Tspan3	chr9	154	165	165
Peak1	chr9	179	189	189
Hmg20a	chr9	97	189	189
Lingo1	chr9	23	86	98
Odf3l1	chr9	28	31	41
Cspg4	chr9	1	4	96
Snx33	chr9	121	127	132
Imp3	chr9	150	152	152
Snupn	chr9	177	178	178
Ptpn9	chr9	139	148	148
Gm10658	chr9	1	13	28
Sin3a	chr9	143	183	186
Man2c1	chr9	144	166	166
Man2c1os	chr9	157	166	166
Neil1	chr9	0	84	86
Commd4	chr9	95	100	100
1700041C23Rik	chr9	0	0	1
Trcg1	chr9	0	0	24
1700017B05Rik	chr9	108	140	143
4930430J02Rik	chr9	0	0	0
Ppcdc	chr9	154	155	181
Scamp5	chr9	75	82	125
Rpp25	chr9	33	53	76
Cox5a	chr9	147	154	154
Fam219b	chr9	123	125	125
Mpi	chr9	40	41	42
Scamp2	chr9	160	181	182
Ulk3	chr9	138	145	145
Cplx3	chr9	11	12	20
Lman1l	chr9	3	3	30
Csk	chr9	128	136	160
Cyp1a2	chr9	0	0	0
Cyp1a1	chr9	14	32	43
Edc3	chr9	108	118	122
Clk3	chr9	110	151	157
Arid3b	chr9	0	6	167
Ubl7	chr9	144	145	146
Sema7a	chr9	75	85	100
Cyp11a1	chr9	2	5	10
Gm16130	chr9	0	0	30
Ccdc33	chr9	22	23	79
Stra6	chr9	5	6	34
Islr	chr9	5	9	9
Islr2	chr9	97	120	127
1600029O15Rik	chr9	0	3	120
Mir6385	chr9	1	14	14
Pml	chr9	71	75	147
Stoml1	chr9	152	156	158
Loxl1	chr9	5	11	16
Tbc1d21	chr9	0	0	0
1700072B07Rik	chr9	0	0	12
4930461G14Rik	chr9	6	9	27
6030419C18Rik	chr9	18	34	35
Cd276	chr9	0	59	87
Nptn	chr9	178	180	180
Rec114	chr9	2	2	69
Hcn4	chr9	7	36	64
Neo1	chr9	82	94	113
Adpgk	chr9	181	183	183
Bbs4	chr9	137	142	142
Gm20199	chr9	0	1	12
Arih1	chr9	122	185	185
Tmem202	chr9	0	0	12
Hexa	chr9	126	136	146
Celf6	chr9	114	163	164
Parp6	chr9	176	180	180
Pkm	chr9	178	179	184
Gramd2	chr9	2	6	7
Senp8	chr9	157	179	179
Myo9a	chr9	165	179	179
Nr2e3	chr9	0	2	47
Gm7616	chr9	0	0	95
Thsd4	chr9	2	2	136
9230112J17Rik	chr9	6	22	43
Lrrc49	chr9	121	133	144
Larp6	chr9	15	16	18
Uaca	chr9	77	90	143
Gm5122	chr9	20	53	53
4933433G08Rik	chr9	0	1	2
I730028E13Rik	chr9	1	5	5
B930092H01Rik	chr9	3	4	104
Tle3	chr9	135	137	155
Rplp1	chr9	151	159	159
Kif23	chr9	157	163	163
Paqr5	chr9	57	63	130
Glce	chr9	0	0	27
Mir5133	chr9	172	187	187
A730043L09Rik	chr9	7	43	43
Spesp1	chr9	2	2	13
Anp32a	chr9	141	150	166
Coro2b	chr9	39	54	155
Itga11	chr9	4	5	72
Fem1b	chr9	135	157	157
Cln6	chr9	135	144	148
Calml4	chr9	8	28	37
Gm10653	chr9	0	0	100
Pias1	chr9	158	162	163
Skor1	chr9	3	8	17
Map2k5	chr9	139	141	156
2300009A05Rik	chr9	167	174	174
Iqch	chr9	161	169	170
Aagab	chr9	164	169	169
Smad3	chr9	113	134	161
Smad6	chr9	68	147	153
1700055C04Rik	chr9	0	1	1
1110036E04Rik	chr9	62	135	135
Scarletltr	chr9	1	1	55
Lctl	chr9	1	1	37
Zwilch	chr9	125	136	136
Rpl4	chr9	120	136	151
Snord16a	chr9	0	0	0
Snapc5	chr9	132	137	137
Uchl4	chr9	0	1	1
Map2k1	chr9	172	179	179
Tipin	chr9	144	145	146
Dis3l	chr9	154	157	158
Megf11	chr9	4	6	154
Rab11a	chr9	156	167	167
Dennd4a	chr9	132	178	180
Slc24a1	chr9	0	6	102
Vwa9	chr9	159	161	161
Hacd3	chr9	145	152	155
Dpp8	chr9	152	154	156
Igdcc4	chr9	10	16	61
Igdcc3	chr9	19	64	68
Parp16	chr9	35	159	159
Cilp	chr9	0	0	25
Clpx	chr9	154	159	159
Pdcd7	chr9	112	130	130
Ubap1l	chr9	0	0	9
Kbtbd13	chr9	1	22	22
Rasl12	chr9	42	46	52
Slc51b	chr9	0	0	1
Mtfmt	chr9	129	134	134
Spg21	chr9	150	162	162
Plekho2	chr9	132	165	173
Pif1	chr9	116	125	127
Rbpms2	chr9	69	79	87
Oaz2	chr9	147	154	155
Zfp609	chr9	123	140	159
Trip4	chr9	171	181	183
2810417H13Rik	chr9	141	143	143
Csnk1g1	chr9	178	181	181
Ppib	chr9	173	182	182
Snx22	chr9	121	127	127
Snx1	chr9	174	176	178
Fam96a	chr9	138	140	140
Dapk2	chr9	107	118	153
Herc1	chr9	141	148	151
Fbxl22	chr9	0	12	172
Usp3	chr9	165	170	171
Car12	chr9	79	85	115
Aph1b	chr9	166	192	192
Aph1c	chr9	173	185	185
Rab8b	chr9	163	166	168
Rps27l	chr9	157	160	160
Lactb	chr9	134	153	153
Tpm1	chr9	163	167	167
Gm19299	chr9	0	0	59
Mir190a	chr9	0	13	13
Tln2	chr9	0	0	95
Mir7241	chr9	0	0	0
Mir7242	chr9	0	0	0
C2cd4b	chr9	52	67	67
C2cd4a	chr9	22	66	73
Vps13c	chr9	132	140	147
Gm20745	chr9	0	0	1
4930502A04Rik	chr9	0	2	5
Rora	chr9	137	141	176
9530091C08Rik	chr9	0	0	0
Ice2	chr9	128	131	132
Anxa2	chr9	109	124	148
Mir3109	chr9	2	19	27
Foxb1	chr9	1	2	33
B230323A14Rik	chr9	2	2	4
Bnip2	chr9	146	152	157
Gtf2a2	chr9	132	139	139
Gcnt3	chr9	0	0	9
Fam81a	chr9	45	50	71
Myo1e	chr9	129	137	150
Mir5626	chr9	0	0	0
Ccnb2	chr9	151	155	155
Rnf111	chr9	160	162	162
Sltm	chr9	182	186	187
Fam63b	chr9	173	184	184
Adam10	chr9	182	185	185
