chrom	merged_promoter.start	merged_promoter.end	name2	freq_name	freq_TSS
chr9	120823368	120825368	1700020M21Rik	1	1
chr9	120838920	120840920	4930593C16Rik	1	1
chr9	120841517	120843695	Ctnnb1	2	2
chr9	120863203	120865203	Mir7090	1	1
chr9	121185290	121187290	Ulk4	1	1
chr9	121275075	121277075	Trak1	1	1
chr9	121403812	121405812	Cck	2	1
chr9	121495137	121497137	Lyzl4os	1	1
chr9	121549684	121551684	Lyzl4	1	1
chr9	121550833	121552833	Vipr1	1	1
chr9	121613147	121615147	Sec22c	2	1
chr9	121618506	121620506	Deb1	1	1
chr9	121627298	121629298	Nktr	1	1
chr9	121668061	121670061	E530011L22Rik	1	1
chr9	121668150	121670150	Zfp651	1	1
chr9	121685724	121687724	Klhl40	1	1
chr9	121699238	121702625	Hhatl	2	2
chr9	121747579	121749579	Ccdc13	1	1
chr9	121766118	121768118	Higd1a	1	1
chr9	121806472	121808472	Ackr2	2	1
chr9	121824423	121826423	Cyp8b1	1	1
chr9	121845392	121847392	1700048O20Rik	1	1
chr9	121859105	121861137	Fam198a	2	2
chr9	121904144	121906144	Pomgnt2	4	1
chr9	122025383	122027383	Snrk	2	1
chr9	122182146	122184146	Mir8106	1	1
chr9	122202541	122204541	Ano10	2	1
chr9	122259733	122261733	Abhd5	1	1
chr9	122306919	122308919	A730085K08Rik	1	1
chr9	122480618	122482618	9530059O14Rik	1	1
chr9	122590993	122592993	Mir138-1	1	1
chr9	122655463	122657463	Topaz1	1	1
chr9	122713664	122715664	Tcaim	1	1
chr9	122774124	122776124	Zfp445	1	1
chr9	122796588	122798588	Zkscan7	1	1
chr9	122831195	122833195	Zfp105	1	1
chr9	122859118	122861118	1110059G10Rik	1	1
chr9	122859198	122861198	Kif15	1	1
chr9	122929443	122931443	Tmem42	2	1
chr9	122942858	122944858	Tgm4	1	1
chr9	123021323	123023323	Zdhhc3	1	1
chr9	123021348	123023348	Exosc7	1	1
chr9	123059063	123061063	Clec3b	1	1
chr9	123124156	123126156	Cdcp1	1	1
chr9	123168907	123170907	Tmem158	1	1
chr9	123275057	123277057	Lars2	1	1
chr9	123386818	123388818	Limd1	1	1
chr9	123437999	123439999	Sacm1l	1	1
chr9	123540683	123542683	Slc6a20b	1	1
chr9	123586950	123588950	Slc6a20a	1	1
chr9	123625675	123627675	Lztfl1	1	1
chr9	123675328	123677328	Ccr9	2	1
chr9	123714594	123716594	Cxcr6	1	1
chr9	123759782	123762020	Fyco1	2	2
chr9	123770246	123772246	Xcr1	1	1
chr9	123882525	123884525	Ccr1	1	1
chr9	123892241	123894241	Ccr1l1	1	1
chr9	123935702	123937702	Ccr3	1	1
chr9	124015921	124017921	Ccr2	1	1
chr9	124035281	124037281	Ccr5	1	1
chr10	3133303	3135303	Cnksr3	1	1
chr10	3322355	3324355	Ipcef1	4	2
chr10	3365075	3367075	Ipcef1	4	2
chr10	3556965	3558971	Oprm1	10	3
chr10	3586948	3588948	Oprm1	10	3
chr10	4423140	4425140	Rgs17	2	1
chr10	4521597	4523597	Mtrf1l	1	1
chr10	4540075	4542075	Fbxo5	1	1
chr10	4706323	4708323	Vip	2	1
chr10	4751813	4753813	Myct1	1	1
chr10	4794848	4796848	Syne1	3	3
chr10	5150833	5152833	Syne1	3	3
chr10	5276477	5278477	Syne1	3	3
chr10	5635383	5637383	Esr1	5	2
chr10	5733552	5735552	Esr1	5	2
chr10	5835669	5837669	Ccdc170	1	1
chr10	5912936	5914936	Armt1	1	1
chr10	5913188	5915188	Rmnd1	1	1
chr10	5916374	5918374	Gm5512	2	2
chr19	12978720	12980720	Gm5512	2	2
chr10	5957432	5959432	Zbtb2	1	1
chr10	6079212	6081212	Akap12	1	1
chr10	6372466	6374466	Mthfd1l	3	1
chr10	6472874	6474874	Plekhg1	2	2
chr10	6605164	6607164	Plekhg1	2	2
chr10	6805262	6807262	Iyd	1	1
chr10	6979391	6981391	Ppp1r14c	1	1
chr10	7077769	7079769	H60c	1	1
chr10	7212347	7214347	B020014A21Rik	1	1
chr10	7308597	7310597	Lrp11	1	1
chr10	7382168	7384168	A630066F11Rik	1	1
chr10	7382382	7384382	Pcmt1	1	1
chr10	7386301	7388301	Nup43	1	1
chr10	7399956	7401956	BC020402	1	1
chr10	7400006	7402006	Lats1	1	1
chr10	7444797	7446797	Katna1	1	1
chr10	7499715	7501715	Ginm1	1	1
chr10	7511691	7513691	Ppil4	1	1
chr10	7551267	7553267	Zc3h12d	1	1
chr10	7555178	7557178	Mir5104	1	1
chr10	7674921	7676921	Tab2	1	1
chr10	8237623	8239623	Ust	1	1
chr10	8604868	8606868	Sash1	1	1
chr10	9394006	9396006	Samd5	1	1
chr10	9403519	9405519	Gm6150	1	1
chr10	9619838	9621838	Stxbp5	1	1
chr10	10191112	10193112	Adgb	1	1
chr10	10277005	10279005	Rab32	1	1
chr10	10324742	10326742	Gm5177	1	1
chr10	10469843	10471843	4930567K20Rik	1	1
chr10	10801129	10803129	Grm1	2	1
chr10	10868227	10870227	Shprh	3	1
chr10	11000127	11002384	Fbxo30	2	2
chr10	11062242	11064242	Epm2a	1	1
chr10	11328021	11330021	Timm8a1	2	2
chrX	131075209	131077209	Timm8a1	2	2
chr10	12580533	12582533	Utrn	1	1
chr10	12641925	12643925	B230208H11Rik	2	1
chr10	12683065	12685065	Stx11	3	1
chr10	12727255	12729255	Sf3b5	1	1
chr10	12809593	12811593	Plagl1	1	1
chr10	12809650	12811650	Hymai	1	1
chr10	12896829	12898829	Zc2hc1b	1	1
chr10	12911943	12913943	Ltv1	1	1
chr10	13042966	13044966	Phactr2	4	3
chr10	13107776	13109776	Phactr2	4	3
chr10	13193202	13195202	Phactr2	4	3
chr10	13219833	13221833	Fuca2	1	1
chr10	13271712	13273712	Adat2	1	1
chr10	13271948	13273948	Pex3	2	1
chr10	13587636	13589636	Aig1	1	1
chr10	13685184	13687184	Hivep2	1	1
chr10	14263842	14265842	Adgrg6	1	1
chr10	14424295	14426295	Vta1	1	1
chr10	14424414	14426414	1700016L04Rik	1	1
chr10	14437020	14439020	Gje1	1	1
chr10	14479094	14481094	Nmbr	1	1
chr10	15510582	15512582	C330004P14Rik	1	1
chr10	16814588	16816588	Gm20125	1	1
chr10	17442033	17444033	Cited2	1	1
chr10	17515024	17517024	Txlnb	1	1
chr10	17666873	17668873	Heca	1	1
chr10	17742058	17744058	Abracl	1	1
chr10	17774745	17776745	Reps1	2	1
chr10	17929696	17931696	Ect2l	1	1
chr10	17953787	17955787	Ccdc28a	1	1
chr10	18126480	18128480	Nhsl1	2	2
chr10	18188786	18190786	Nhsl1	2	2
chr10	18264882	18266882	Hebp2	1	1
chr10	18462564	18464564	Arfgef3	1	1
chr10	18505599	18507599	Gm4922	1	1
chr10	18550736	18552736	4930444F02Rik	3	1
chr10	18563876	18565876	Perp	1	1
chr10	18730769	18732769	Tnfaip3	2	2
chr10	18734216	18736216	Tnfaip3	2	2
chr10	18860554	18862554	Gm20139	2	2
chr10	18886043	18888043	Gm20139	2	2
chr10	19075344	19077344	Olig3	1	1
chr10	19310763	19312763	Ifngr1	1	1
chr10	19340833	19342833	Il22ra2	1	1
chr10	19431392	19433392	Il20ra	1	1
chr10	19570265	19572265	Slc35d3	1	1
chr10	19626480	19628480	Pex7	2	1
chr10	19653331	19655331	Map3k5	1	1
chr10	19867725	19869725	Map7	2	1
chr10	19920660	19922660	4930405J17Rik	1	1
chr10	19927244	19929244	Rpl32l	1	1
chr10	20016494	20018494	Mir6413	1	1
chr10	20031274	20033274	Bclaf1	3	1
chr10	20066624	20068624	Mtfr2	1	1
chr10	20443874	20445874	Pde7b	1	1
chr10	20671352	20673352	Ahi1	2	2
chr10	20759625	20761625	Ahi1	2	2
chr10	20879790	20881790	Myb	2	1
chr10	21014784	21016784	Hbs1l	3	1
chr10	21060861	21062861	4930455C13Rik	1	1
chr10	21096105	21098105	Aldh8a1	1	1
chr10	21311950	21313950	1700020N01Rik	1	1
chr10	21409650	21411650	Gm5420	1	1
chr10	21600989	21602989	Sgk1	6	6
chr10	21697477	21699477	Sgk1	6	6
chr10	21704909	21706909	Sgk1	6	6
chr10	21711028	21715471	Sgk1	6	6
chr10	21786885	21788885	4930444G20Rik	1	1
chr10	21868076	21870076	E030030I06Rik	2	1
chr10	21877414	21879414	Raet1a	1	1
chr10	21892326	21894326	Raet1e	1	1
chr10	21892680	21894680	Raet1b	1	1
chr10	21892707	21894707	Raet1c	1	1
chr10	21992279	21994279	H60b	1	1
chr10	22025525	22027525	C920009B18Rik	1	1
chr10	22080699	22082699	Raet1d	1	1
chr10	22121618	22123618	Gm10825	1	1
chr10	22363816	22365816	Slc2a12	1	1
chr10	22448238	22450238	Mir7663	1	1
chr10	22450253	22452253	Tbpl1	1	1
chr10	22538934	22540934	Tcf21	1	1
chr10	23068709	23070709	Eya4	1	1
chr10	23504257	23506257	Snora33	1	1
chr10	23504627	23506627	Snord100	1	1
chr10	23506015	23508015	Rps12	1	1
chr10	23515791	23517791	Slc18b1	1	1
chr10	23570267	23572267	Vnn3	1	1
chr10	23613493	23615493	Vnn1	1	1
chr10	23639211	23641211	Taar1	1	1
chr10	23657377	23659377	Taar2	1	1
chr10	23668363	23670363	Taar3	1	1
chr10	23679299	23681299	Taar4	1	1
chr10	23689511	23691511	Taar5	1	1
chr10	23704452	23706452	Taar6	1	1
chr10	23712287	23714287	Taar7a	1	1
chr10	23718744	23720744	Taar7b	1	1
chr10	23746027	23748027	Taar7d	1	1
chr10	23756419	23758419	Taar7e	1	1
chr10	23768315	23770315	Taar7f	1	1
chr10	23795305	23797305	Taar8a	1	1
chr10	23811100	23813100	Taar8b	1	1
chr10	23820757	23822757	Taar8c	1	1
chr10	23828340	23830340	Taar9	1	1
chr10	23868122	23870122	Stx7	1	1
chr10	23942322	23944322	Moxd1	1	1
chr10	24314247	24316247	Ctgf	1	1
chr10	24430965	24432965	Enpp1	3	1
chr10	24555001	24557001	Enpp3	1	1
chr10	24588791	24590791	Med23	2	1
chr10	24629469	24631469	Mir6905	1	1
chr10	24646276	24648276	Arg1	1	1
chr10	25017969	25019969	Akap7	1	1
chr10	25078603	25080603	Epb41l2	2	2
chr10	25127173	25129173	Epb41l2	2	2
chr10	25255078	25257078	Smlr1	1	1
chr10	25556243	25558243	4930401C15Rik	1	1
chr10	25797060	25799060	Gm9767	1	1
chr10	25797858	25799858	Tmem200a	1	1
chr10	25948512	25950512	Samd3	2	1
chr10	26093991	26095991	L3mbtl3	1	1
chr10	26393457	26395457	Gm8709	1	1
chr10	26491317	26493317	Arhgap18	1	1
chr10	27108671	27110671	4930579H20Rik	1	1
chr10	27335748	27337748	Lama2	1	1
chr10	27793625	27795625	Ptprk	1	1
chr10	28387165	28389165	Themis	3	1
chr10	28642313	28644313	4930519F09Rik	1	1
chr10	28705112	28707112	2310057J18Rik	1	1
chr10	28862801	28864801	Soga3	1	1
chr10	28930448	28932448	9330159F19Rik	1	1
chr10	29031971	29034305	Echdc1	2	2
chr10	29076519	29078519	Rnf146	5	2
chr10	29081248	29083248	Rnf146	5	2
chr10	29254673	29256673	Rspo3	1	1
chr10	29919346	29921346	Cenpw	1	1
chr10	30319555	30321555	Trmt11	1	1
chr10	30325440	30327440	Gm20300	1	1
chr10	30337172	30339172	Hint3	1	1
chr10	30374673	30376673	Ncoa7	2	2
chr10	30521913	30523913	Ncoa7	2	2
chr10	30561589	30563589	Hey2	1	1
chr10	31032210	31034210	Hddc2	1	1
chr10	31133241	31135241	Supt4b	1	1
chr10	31164727	31166727	Tpd52l1	1	1
chr10	31328531	31330531	Rnf217	1	1
chr10	32608721	32610721	Nkain2	2	1
chr10	32802288	32804288	Trdn	1	1
chr10	32975163	32977163	D830005E20Rik	1	1
chr10	33343406	33345406	Clvs2	1	1
chr10	33500921	33502921	Gm4794	1	1
chr10	33576527	33578527	Sult3a1	1	1
chr10	33623916	33625916	Rsph4a	1	1
chr10	33670018	33672018	Zufsp	1	1
chr10	33713861	33715861	A830082N09Rik	1	1
chr10	33738422	33740422	Rwdd1	1	1
chr10	33756402	33758402	Trappc3l	1	1
chr10	33763119	33765119	Fam26d	1	1
chr10	33815325	33817325	Fam26e	1	1
chr10	33846778	33848778	Fam26f	1	1
chr10	33926357	33928357	Dse	1	1
chr10	34000995	34002995	Tspyl1	1	1
chr10	34016226	34018226	Tspyl4	1	1
chr10	34108786	34110786	Col10a1	1	1
chr10	34137334	34139334	Nt5dc1	1	1
chr10	34202205	34204205	Frk	2	1
chr10	36225612	36227612	Hs3st5	3	1
chr10	36693349	36695349	Hdac2	1	1
chr10	36857732	36859732	Marcks	1	1
chr10	37894579	37896579	4930591E09Rik	1	1
chr10	38540585	38542585	Rfpl4b	1	1
chr10	38684320	38686320	Lama4	1	1
chr10	38852701	38854701	Fam229b	1	1
chr10	38852828	38854828	Tube1	1	1
chr10	38882600	38884600	Wisp3	1	1
chr10	39088604	39090604	Fyn	3	1
chr10	39331739	39333739	Traf3ip2	1	1
chr10	39450813	39452813	E130307A14Rik	1	1
chr10	39450965	39452965	Rev3l	1	1
chr10	39618044	39620044	AA474331	1	1
chr10	39645729	39647729	2010001E11Rik	1	1
chr10	39678959	39680959	G630090E17Rik	1	1
chr10	39705452	39707452	BC021785	3	1
chr10	39744074	39746074	AI317395	1	1
chr10	39861060	39863060	Slc16a10	2	1
chr10	39965785	39967845	Rpf2	2	2
chr10	39976471	39978471	Gtf3c6	1	1
chr10	40020992	40022992	Amd2	1	1
chr10	40020994	40022994	Amd1	1	1
chr10	40068113	40070113	Cdk19	4	1
chr10	40289167	40291167	Slc22a16	1	1
chr10	40348816	40350816	Ddo	6	1
chr10	40402087	40404087	Mettl24	1	1
chr10	40601949	40603949	Cdc40	1	1
chr10	40602339	40604339	Wasf1	1	1
chr10	40790390	40792390	Gpr6	1	1
chr10	41022047	41024047	Fig4	1	1
chr10	41169163	41171163	Zbtb24	4	1
chr10	41195119	41197119	Mical1	2	1
chr10	41209146	41211146	Smpd2	1	1
chr10	41209244	41211244	Ppil6	1	1
chr10	41238305	41240305	Cd164	1	1
chr10	41286821	41288821	5730435O14Rik	1	1
chr10	41325401	41327401	Ccdc162	1	1
chr10	41528469	41530674	Cep57l1	4	2
chr10	41529379	41531379	Sesn1	2	2
chr10	41606244	41608244	Sesn1	2	2
chr10	41737188	41739188	Armc2	1	1
chr10	41995548	41997548	Foxo3	1	1
chr10	42197371	42199371	Lace1	1	1
chr10	42220859	42222859	Snx3	1	1
chr10	42302394	42304394	Nr2e1	1	1
chr10	42397721	42399721	Ostm1	1	1
chr10	42480301	42482301	Sec63	1	1
chr10	42579317	42581317	Scml4	1	1
chr10	42893336	42895336	Sobp	1	1
chr10	42893504	42895504	9030612E09Rik	1	1
chr10	42940291	42942291	Pdss2	2	1
chr10	43197945	43199945	Bend3	1	1
chr10	43259800	43261800	1700021F05Rik	1	1
chr10	43297974	43299974	Cd24a	1	1
chr10	43312232	43314232	F830002L21Rik	1	1
chr10	43464963	43466963	1700027J07Rik	1	1
chr10	43544712	43546712	4933404K13Rik	1	1
chr10	43620542	43622542	Qrsl1	1	1
chr10	43620612	43622612	Rtn4ip1	1	1
chr10	43723652	43725652	Aim1	1	1
chr10	43889252	43891252	Speer5-ps1	2	2
chr10	43934230	43936230	Speer5-ps1	2	2
chr10	43987144	43989144	Atg5	2	1
chr10	44078481	44080481	Mir1929	1	1
chr10	44177554	44179554	Prdm1	1	1
chr10	44786019	44788019	Prep	1	1
chr10	45008110	45010110	Popdc3	1	1
chr10	45054567	45056567	Bves	1	1
chr10	45189007	45191007	Lin28b	1	1
chr10	45296634	45298634	Hace1	1	1
chr10	45526509	45528509	D030045P18Rik	1	1
chr10	48814649	48816649	C130030K03Rik	1	1
chr10	49507560	49509560	Grik2	2	1
chr10	50311474	50313474	Ascc3	1	1
chr10	50614456	50616456	Sim1	1	1
chr10	51199417	51201417	Lilr4b	3	1
chr10	51209703	51211703	Lilrb4a	2	1
chr10	51309266	51311266	Fam162b	1	1
chr10	51350264	51352264	Gprc6a	1	1
chr10	51396565	51398565	Rfx6	2	2
chr10	51404323	51406323	Rfx6	2	2
chr10	51476000	51478000	4933411G06Rik	1	1
chr10	51741307	51743307	Vgll2	2	1
chr10	51914050	51916050	Ros1	1	1
chr10	51952424	51954424	Dcbld1	1	1
chr10	52100930	52102930	Gopc	2	1
chr10	52110413	52112413	Nepn	1	1
chr10	52136352	52138352	Nus1	1	1
chr10	52264545	52266545	Zfa-ps	1	1
chr10	52409306	52411306	Slc35f1	1	1
chr10	52999075	53001075	Gm19395	1	1
chr10	53056491	53058491	Pln	2	1
chr10	53098657	53100657	Cep85l	1	1
chr10	53237795	53239795	Gm20597	1	1
chr10	53315766	53317766	Asf1a	1	1
chr10	53349245	53351245	Mcm9	1	1
chr10	53469715	53471715	Fam184a	1	1
chr10	53794602	53796602	Man1a	1	1
chr10	53794727	53796727	Gm16998	1	1
chr10	55825722	55827722	Msl3l2	1	1
chr10	55947495	55949495	Tbc1d32	1	1
chr10	56096105	56098105	Gja1	1	1
chr10	57205159	57207159	4930467K11Rik	1	1
chr10	57205190	57207190	Hsf2	1	1
chr10	57251335	57253335	Serinc1	1	1
chr10	57350786	57352786	Pkib	6	3
chr10	57364674	57366674	Pkib	6	3
chr10	57369786	57371786	Pkib	6	3
chr10	57503728	57505728	Fabp7	1	1
chr10	57513349	57515349	Smpdl3a	1	1
chr10	57694423	57696423	Dux	1	1
chr10	57698408	57700408	Gm4981	1	1
chr10	57717273	57719273	Gcc2	1	1
chr10	57785213	57787213	Lims1	3	3
chr10	57833201	57835201	Lims1	3	3
chr10	57856120	57858120	Lims1	3	3
chr10	57908599	57910599	Ranbp2	1	1
chr10	57959684	57961684	Ccdc138	1	1
chr10	58137444	58139444	Edar	1	1
chr10	58158492	58160492	BB019430	1	1
chr10	58275106	58277106	Sh3rf3	1	1
chr10	58683595	58685595	Sept10	2	1
chr10	58683669	58685669	Sowahc	1	1
chr10	58785043	58787043	P4ha1	3	1
chr10	58865432	58867432	Pla2g12b	1	1
chr10	58903527	58905527	Oit3	1	1
chr10	59078440	59080440	Mcu	1	1
chr10	59164310	59166310	Micu1	3	1
chr10	59341338	59343338	Dnajb12	1	1
chr10	59413518	59415518	Ddit4	1	1
chr10	59464552	59467074	Ascc1	2	2
chr10	59464860	59466860	Anapc16	1	1
chr10	59568004	59570004	Spock2	1	1
chr10	59588523	59590523	Mir6906	1	1
chr10	59681008	59683008	Chst3	1	1
chr10	59739375	59741375	Psap	6	2
chr10	59746208	59748208	Psap	6	2
chr10	59808598	59810598	Vsir	2	1
chr10	59861473	59863473	Gm17455	1	1
chr10	60158238	60160238	Cdh23	3	1
chr10	60214530	60216530	Slc29a3	1	1
chr10	60293329	60295329	Unc5b	1	1
chr10	60384770	60386770	Mir6408	1	1
chr10	60399880	60401880	Pldi	1	1
chr10	60422470	60424470	Mir466j	1	1
chr10	60493050	60495050	Gm20611	1	1
chr10	60551078	60553078	Pcbd1	1	1
chr10	60609432	60611432	Sgpl1	3	1
chr10	60633711	60635711	Tbata	6	2
chr10	60637009	60639009	Tbata	6	2
chr10	60735186	60737186	Adamts14	1	1
chr10	60759583	60761583	Prf1	1	1
chr10	60845271	60847271	Pald1	1	1
chr10	60879719	60881719	Nodal	1	1
chr10	60914417	60916417	Eif4ebp2	1	1
chr10	60937580	60939580	Lrrc20	1	1
chr10	61057231	61059231	Npffr1	1	1
chr10	61110368	61112368	Ppa1	1	1
chr10	61142038	61144038	1700022H01Rik	1	1
chr10	61142068	61144068	Sar1a	1	1
chr10	61157261	61159333	Tysnd1	5	2
chr10	61177010	61179010	Aifm2	4	2
chr10	61182396	61184396	Aifm2	4	2
chr10	61236484	61238484	Mir5108	1	1
chr10	61245612	61247612	H2afy2	1	1
chr10	61440856	61442856	Col13a1	2	1
chr10	61532769	61534769	Gm5424	1	1
chr10	61572761	61574761	2010107G23Rik	1	1
chr10	61594837	61596837	Neurog3	1	1
chr10	61655975	61657975	Mir7662	1	1
chr10	61692966	61694966	Tspan15	1	1
chr10	61714185	61716185	Tacr2	1	1
chr10	61802169	61804169	Hk1	2	2
chr10	61841656	61843656	Hk1	2	2
chr10	61802354	61804354	Hk1os	1	1
chr10	61884205	61886205	Hkdc1	1	1
chr10	61910907	61912907	4930507D05Rik	1	1
chr10	61911441	61913441	Supv3l1	1	1
chr10	61948346	61950553	Vps26a	2	2
chr10	61969503	61971503	Srgn	1	1
chr10	62040205	62042205	Kif1bp	1	1
chr10	62064046	62066046	Ddx21	1	1
chr10	62112946	62114946	Ddx50	1	1
chr10	62144255	62146255	Mir7215	1	1
chr10	62187847	62189847	Stox1	1	1
chr10	62254116	62256116	Ccar1	1	1
chr10	62341762	62343762	Tet1	2	1
chr10	62382380	62384380	Slc25a16	1	1
chr10	62408776	62410776	Dna2	1	1
chr10	62441970	62443970	Rufy2	1	1
chr10	62485597	62487597	Hnrnph3	1	1
chr10	62486259	62488259	Pbld2	1	1
chr10	62523364	62525364	Pbld1	1	1
chr10	62561903	62563903	Atoh7	1	1
chr10	62665700	62667700	Mypn	1	1
chr10	62705544	62707544	Herc4	2	1
chr10	62800783	62802783	Sirt1	2	1
chr10	62844190	62846190	Dnajc12	2	2
chr10	62848310	62850310	Dnajc12	2	2
chr10	62891845	62893845	Ctnna3	3	3
chr10	62919258	62921258	Ctnna3	3	3
chr10	63282802	63284802	Ctnna3	3	3
chr10	63552003	63554003	Lrrtm3	1	1
chr10	65585812	65587812	1700023F02Rik	1	1
chr10	65607043	65609043	4930407I19Rik	1	1
chr10	66466822	66468822	Gm31763	1	1
chr10	66558736	66560736	Reep3	2	1
chr10	66589005	66591005	Jmjd1c	2	2
chr10	66647497	66649497	Jmjd1c	2	2
chr10	66747029	66749029	Nrbf2	1	1
chr10	66999616	67001616	Egr2	1	1
chr10	67010703	67012703	Ado	1	1
chr10	67374410	67376410	Zfp365	1	1
chr10	67441345	67443345	Rtkn2	1	1
chr10	67740474	67742474	Arid5b	1	1
chr10	67782890	67784890	4930545H06Rik	1	1
chr10	68003623	68005623	1700040L02Rik	1	1
chr10	68185493	68187493	Tmem26	1	1
chr10	68670299	68672299	Rhobtb1	4	3
chr10	68674404	68676941	Rhobtb1	4	3
chr10	68814660	68816660	Cdk1	1	1
chr10	68995455	68997455	Ank3	9	2
chr10	69387279	69389279	Ank3	9	2
chr10	69558868	69560868	Ccdc6	1	1
chr10	69666411	69668411	Mrln	1	1
chr10	69707023	69709023	Slc16a9	1	1
chr10	69902415	69904657	Fam13c	3	2
chr10	70054560	70056560	Phyhipl	2	2
chr10	70061039	70063039	Phyhipl	2	2
chr10	70113673	70115673	D630013N20Rik	2	2
chr10	70117711	70119711	D630013N20Rik	2	2
chr10	70621382	70623382	Bicc1	1	1
chr10	70643788	70645788	C730027H18Rik	1	1
chr10	70663492	70665492	1700113B09Rik	1	1
chr10	70699792	70701792	Tfam	1	1
chr10	70747010	70749010	Ube2d1	1	1
chr10	70806597	70808597	Cisd1	1	1
chr10	70809540	70811540	Ipmk	1	1
chr10	71442438	71444438	1700049L16Rik	1	1
chr10	72116593	72118593	Zwint	3	1
chr10	72548453	72550453	A330049N07Rik	1	1
chr10	73283614	73285614	Pcdh15	14	1
chr10	74428975	74430975	Gnaz	1	1
chr10	74494298	74496331	Rsph14	4	2
chr10	74498833	74500833	Rab36	1	1
chr10	74522640	74524640	Bcr	1	1
chr10	74673817	74676134	Specc1l	2	2
chr10	74778621	74780621	Adora2a	1	1
chr10	74813799	74815799	Gm5779	1	1
chr10	74868655	74870655	Upb1	1	1
chr10	74911254	74913254	4933407G14Rik	1	1
chr10	74979067	74981067	Gucd1	1	1
chr10	74979786	74981786	Snrpd3	1	1
chr10	75022075	75024075	Lrrc75b	1	1
chr10	75030406	75032406	Ggt1	2	2
chr10	75035239	75037239	Ggt1	2	2
chr10	75051125	75053125	Ggt5	1	1
chr10	75105753	75107753	Susd2	2	1
chr10	75226102	75228102	Cabin1	1	1
chr10	75235119	75237119	Ddt	1	1
chr10	75243159	75245159	Gstt3	1	1
chr10	75260329	75262329	Gstt1	1	1
chr10	75284288	75286288	Gstt4	1	1
chr10	75296626	75298626	Gstt2	1	1
chr10	75321995	75323995	Mif	1	1
chr10	75355142	75357142	Derl3	1	1
chr10	75383359	75385359	Smarcb1	2	1
chr10	75394247	75396247	Mmp11	2	1
chr10	75397317	75399317	Chchd10	1	1
chr10	75402417	75404417	Gm867	1	1
chr10	75410056	75412056	Vpreb3	1	1
chr10	75416258	75418258	Gm5134	1	1
chr10	75470670	75472670	Mir6409	1	1
chr10	75494356	75496356	Zfp280b	1	1
chr10	75572763	75574763	Slc5a4b	1	1
chr10	75609195	75611195	Slc5a4a	1	1
chr10	75669154	75671154	Mir678	1	1
chr10	75699610	75701610	Prmt2	4	1
chr10	75715580	75717580	S100b	1	1
chr10	75807036	75809036	Dip2a	1	1
chr10	75850759	75852759	1700094J05Rik	1	1
chr10	75904657	75906657	Pcnt	2	1
chr10	75910825	75912825	2610028H24Rik	1	1
chr10	75930715	75932715	Mcm3ap	1	1
chr10	75930859	75932859	Ybey	1	1
chr10	75993349	75995349	Lss	1	1
chr10	76023971	76025971	4930483K19Rik	1	1
chr10	76024016	76026016	Spatc1l	1	1
chr10	76037392	76039392	Ftcd	1	1
chr10	76085149	76087149	Col6a2	1	1
chr10	76187789	76189789	Col6a1	1	1
chr10	76423692	76425692	Pcbp3	1	1
chr10	76473739	76475739	Gm10787	1	1
chr10	76494483	76496956	Slc19a1	2	2
chr10	76575450	76577450	Col18a1	2	2
chr10	76628275	76630275	Col18a1	2	2
chr10	76720968	76722968	Gm10941	1	1
chr10	76721044	76723044	Pofut2	1	1
chr10	76880018	76882018	Adarb1	4	1
chr10	76880120	76882120	Gm17769	1	1
chr10	76977558	76979558	Fam207a	1	1
chr10	76992092	76994092	Itgb2	1	1
chr10	77043511	77045511	Pttg1ip	1	1
chr10	77067841	77070342	Sumo3	6	3
chr10	77075453	77077453	Sumo3	6	3
chr10	77084065	77086065	Ube2g2	1	1
chr10	77102968	77104968	Mir1930	1	1
chr10	77148313	77150313	Tspear	1	1
chr10	77152502	77154502	Gm19402	1	1
chr10	77168331	77170331	Gm10272	1	1
chr10	77173190	77175190	Gm10024	1	1
chr10	77177551	77179551	Gm10142	1	1
chr10	77182330	77184330	Krtap12-1	1	1
chr10	77188230	77190230	Gm10100	1	1
chr10	77233070	77235070	Gm3238	1	1
chr10	77260878	77262878	Gm19668	1	1
chr10	77276426	77278426	Gm2696	1	1
chr10	77288815	77290815	Krtap10-4	1	1
chr10	77297691	77299691	Krtap10-10	1	1
chr10	77314603	77316603	Gm10318	1	1
chr10	77323719	77325719	Gm3285	1	1
chr10	77355164	77357164	1700009J07Rik	1	1
chr10	77364281	77366281	Lrrc3	1	1
chr10	77431617	77433617	Trpm2	1	1
chr10	77440394	77442394	1810043G02Rik	1	1
chr10	77471541	77473541	Pfkl	1	1
chr10	77504031	77506031	Dnmt3l	6	4
chr10	77511586	77513703	Dnmt3l	6	4
chr10	77517079	77519079	Dnmt3l	6	4
chr10	77505355	77507355	Aire	13	1
chr10	77531112	77533112	Icosl	1	1
chr10	77631513	77633513	D10Jhu81e	1	1
chr10	77646894	77648894	Pwp2	1	1
chr10	77706387	77708387	Trappc10	1	1
chr10	77801952	77803952	Mir7659	1	1
chr10	77813445	77815445	Agpat3	1	1
chr10	77870290	77872290	Mir6907	1	1
chr10	77874788	77876788	Rrp1	1	1
chr10	77887414	77889414	Cstb	1	1
chr10	77896543	77898543	Mir6410	1	1
chr10	77906902	77908902	Mir6908	1	1
chr10	77926693	77928693	Pdxk	1	1
chr10	78036244	78038244	Ilvbl	1	1
